E-VBM_eV,total,Cl,Li,P,S
-4.900,0.0000,0.0000,0.0000,0.0000,0.0000
-4.890,0.0000,0.0000,0.0000,0.0000,0.0000
-4.880,0.0000,0.0000,0.0000,0.0000,0.0000
-4.870,0.0001,0.0000,0.0000,0.0000,0.0000
-4.860,0.1125,0.0015,0.0146,0.0320,0.0634
-4.850,1.3047,0.0176,0.1689,0.3717,0.7353
-4.840,3.0266,0.0408,0.3907,0.8626,1.7068
-4.830,3.5068,0.0469,0.4495,0.9999,1.9811
-4.820,3.7135,0.0487,0.4726,1.0619,2.1016
-4.810,3.6225,0.0465,0.4576,1.0391,2.0517
-4.800,3.7416,0.0472,0.4691,1.0727,2.1207
-4.790,3.8048,0.0471,0.4733,1.0926,2.1596
-4.780,3.8644,0.0468,0.4765,1.1101,2.1957
-4.770,4.1101,0.0479,0.5023,1.1861,2.3384
-4.760,4.3165,0.0483,0.5230,1.2503,2.4592
-4.750,4.4805,0.0489,0.5374,1.3013,2.5574
-4.740,4.9974,0.0520,0.5933,1.4583,2.8579
-4.730,5.4530,0.0523,0.6411,1.5980,3.1221
-4.720,5.5870,0.0501,0.6502,1.6430,3.2038
-4.710,5.4969,0.0475,0.6325,1.6173,3.1575
-4.700,5.4838,0.0462,0.6235,1.6145,3.1539
-4.690,5.7682,0.0483,0.6482,1.7020,3.3232
-4.680,6.5065,0.0561,0.7232,1.9191,3.7559
-4.670,7.0357,0.0611,0.7743,2.0741,4.0708
-4.660,6.7340,0.0550,0.7322,1.9865,3.9084
-4.650,6.3529,0.0505,0.6818,1.8760,3.6965
-4.640,6.0212,0.0490,0.6393,1.7755,3.5114
-4.630,5.8484,0.0487,0.6141,1.7235,3.4178
-4.620,5.9740,0.0506,0.6198,1.7609,3.4982
-4.610,6.3278,0.0551,0.6470,1.8673,3.7095
-4.600,6.5187,0.0579,0.6551,1.9297,3.8240
-4.590,6.0099,0.0560,0.5976,1.7764,3.5331
-4.580,4.6319,0.0478,0.4604,1.3582,2.7326
-4.570,3.7133,0.0432,0.3703,1.0758,2.1981
-4.560,3.9021,0.0498,0.3877,1.1205,2.3152
-4.550,4.8981,0.0646,0.4799,1.4057,2.9127
-4.540,5.2929,0.0702,0.5116,1.5214,3.1537
-4.530,4.4167,0.0621,0.4246,1.2625,2.6365
-4.520,3.9957,0.0588,0.3812,1.1381,2.3892
-4.510,3.6787,0.0560,0.3478,1.0473,2.2031
-4.500,3.3335,0.0520,0.3118,0.9484,1.9993
-4.490,3.0728,0.0495,0.2846,0.8736,1.8453
-4.480,2.9389,0.0498,0.2706,0.8328,1.7666
-4.470,2.8295,0.0517,0.2604,0.7966,1.7019
-4.460,2.7249,0.0538,0.2513,0.7618,1.6406
-4.450,2.5356,0.0534,0.2338,0.7048,1.5276
-4.440,2.3151,0.0529,0.2143,0.6387,1.3946
-4.430,2.1305,0.0536,0.1992,0.5815,1.2822
-4.420,2.0130,0.0563,0.1911,0.5423,1.2098
-4.410,1.8785,0.0590,0.1821,0.4985,1.1270
-4.400,1.7166,0.0623,0.1717,0.4460,1.0261
-4.390,1.4504,0.0612,0.1511,0.3672,0.8620
-4.380,0.9871,0.0466,0.1061,0.2444,0.5842
-4.370,1.0440,0.0430,0.1053,0.2652,0.6243
-4.360,1.6298,0.0563,0.1541,0.4256,0.9845
-4.350,1.9674,0.0695,0.1861,0.5123,1.1881
-4.340,2.2703,0.0812,0.2140,0.5906,1.3708
-4.330,2.8022,0.0930,0.2564,0.7368,1.6993
-4.320,3.6369,0.1107,0.3235,0.9670,2.2147
-4.310,4.4076,0.1260,0.3836,1.1824,2.6913
-4.300,4.8965,0.1331,0.4168,1.3239,2.9949
-4.290,5.5860,0.1403,0.4617,1.5257,3.4242
-4.280,6.7126,0.1496,0.5342,1.8582,4.1256
-4.270,8.5510,0.1629,0.6518,2.4083,5.2696
-4.260,9.6111,0.1690,0.7143,2.7283,5.9336
-4.250,9.2726,0.1813,0.6951,2.6095,5.7206
-4.240,10.6538,0.2369,0.8109,2.9716,6.5619
-4.230,13.2124,0.2866,0.9883,3.6973,8.1536
-4.220,14.7617,0.2832,1.0627,4.1699,9.1493
-4.210,14.4414,0.2665,1.0158,4.0960,8.9651
-4.200,14.5199,0.2893,1.0124,4.1075,9.0135
-4.190,16.8305,0.3143,1.1322,4.7886,10.4866
-4.180,16.1319,0.2539,1.0309,4.6486,10.0932
-4.170,14.9752,0.1965,0.9069,4.3714,9.4016
-4.160,17.6100,0.2194,1.0421,5.1549,11.0773
-4.150,19.4129,0.2376,1.1268,5.6883,12.2321
-4.140,19.4114,0.2276,1.0812,5.7154,12.2596
-4.130,17.9869,0.2162,0.9800,5.3213,11.3521
-4.120,13.5699,0.1958,0.7595,4.0140,8.5137
-4.110,9.5847,0.1731,0.5622,2.8286,5.9553
-4.100,8.3856,0.1592,0.4924,2.4772,5.1984
-4.090,8.0016,0.1549,0.4662,2.3692,4.9554
-4.080,8.1972,0.1594,0.4703,2.4359,5.0745
-4.070,8.7233,0.1670,0.4871,2.6047,5.4076
-4.060,8.9198,0.1647,0.4876,2.6729,5.5391
-4.050,8.2851,0.1444,0.4468,2.4871,5.1591
-4.040,7.9779,0.1286,0.4210,2.4021,4.9752
-4.030,8.0262,0.1182,0.4150,2.4270,5.0162
-4.020,8.2506,0.1128,0.4180,2.5103,5.1596
-4.010,7.9785,0.1068,0.3947,2.4481,4.9808
-4.000,6.6958,0.0911,0.3228,2.0751,4.1649
-3.990,5.5105,0.0751,0.2569,1.7261,3.4140
-3.980,5.0392,0.0661,0.2274,1.5921,3.1201
-3.970,4.8040,0.0597,0.2098,1.5304,2.9727
-3.960,4.7662,0.0543,0.2012,1.5296,2.9490
-3.950,4.6489,0.0486,0.1908,1.4994,2.8766
-3.940,4.3897,0.0419,0.1756,1.4261,2.7168
-3.930,3.8169,0.0323,0.1484,1.2488,2.3630
-3.920,1.8751,0.0139,0.0708,0.6172,1.1616
-3.910,0.0000,0.0000,0.0000,0.0000,0.0000
-3.900,0.0000,0.0000,0.0000,0.0000,0.0000
-3.890,0.0000,0.0000,0.0000,0.0000,0.0000
-3.880,0.0000,0.0000,0.0000,0.0000,0.0000
-3.870,0.0000,0.0000,0.0000,0.0000,0.0000
-3.860,0.0000,0.0000,0.0000,0.0000,0.0000
-3.850,0.0000,0.0000,0.0000,0.0000,0.0000
-3.840,0.0000,0.0000,0.0000,0.0000,0.0000
-3.830,0.0000,0.0000,0.0000,0.0000,0.0000
-3.820,0.0000,0.0000,0.0000,0.0000,0.0000
-3.810,0.0000,0.0000,0.0000,0.0000,0.0000
-3.800,0.0000,0.0000,0.0000,0.0000,0.0000
-3.790,0.0000,0.0000,0.0000,0.0000,0.0000
-3.780,0.0000,0.0000,0.0000,0.0000,0.0000
-3.770,0.0000,0.0000,0.0000,0.0000,0.0000
-3.760,0.0000,0.0000,0.0000,0.0000,0.0000
-3.750,0.0000,0.0000,0.0000,0.0000,0.0000
-3.740,0.0000,0.0000,0.0000,0.0000,0.0000
-3.730,0.0000,0.0000,0.0000,0.0000,0.0000
-3.720,0.0000,0.0000,0.0000,0.0000,0.0000
-3.710,0.0000,0.0000,0.0000,0.0000,0.0000
-3.700,0.0000,0.0000,0.0000,0.0000,0.0000
-3.690,0.0000,0.0000,0.0000,0.0000,0.0000
-3.680,0.0000,0.0000,0.0000,0.0000,0.0000
-3.670,0.0000,0.0000,0.0000,0.0000,0.0000
-3.660,0.0000,0.0000,0.0000,0.0000,0.0000
-3.650,0.0000,0.0000,0.0000,0.0000,0.0000
-3.640,0.0000,0.0000,0.0000,0.0000,0.0000
-3.630,0.0000,0.0000,0.0000,0.0000,0.0000
-3.620,0.0000,0.0000,0.0000,0.0000,0.0000
-3.610,0.0000,0.0000,0.0000,0.0000,0.0000
-3.600,0.0000,0.0000,0.0000,0.0000,0.0000
-3.590,0.0000,0.0000,0.0000,0.0000,0.0000
-3.580,0.0000,0.0000,0.0000,0.0000,0.0000
-3.570,0.0000,0.0000,0.0000,0.0000,0.0000
-3.560,0.0000,0.0000,0.0000,0.0000,0.0000
-3.550,0.0000,0.0000,0.0000,0.0000,0.0000
-3.540,0.0000,0.0000,0.0000,0.0000,0.0000
-3.530,0.0000,0.0000,0.0000,0.0000,0.0000
-3.520,0.0000,0.0000,0.0000,0.0000,0.0000
-3.510,0.0000,0.0000,0.0000,0.0000,0.0000
-3.500,0.0001,0.0001,0.0000,0.0000,0.0000
-3.490,0.0421,0.0281,0.0082,0.0002,0.0055
-3.480,0.5149,0.3440,0.0993,0.0033,0.0671
-3.470,1.5631,1.0455,0.2990,0.0119,0.2015
-3.460,2.4494,1.6383,0.4620,0.0240,0.3178
-3.450,2.9720,1.9817,0.5509,0.0374,0.3955
-3.440,3.5424,2.3522,0.6453,0.0546,0.4822
-3.430,4.4767,2.9646,0.8023,0.0806,0.6213
-3.420,5.7946,3.8335,1.0211,0.1165,0.8124
-3.410,7.2160,4.7799,1.2523,0.1560,1.0112
-3.400,7.7880,5.1710,1.3320,0.1795,1.0862
-3.390,7.5988,5.0623,1.2802,0.1865,1.0510
-3.380,8.1113,5.4719,1.3464,0.1967,1.0768
-3.370,8.7905,6.0378,1.4379,0.1994,1.0949
-3.360,9.0676,6.3231,1.4585,0.1972,1.0681
-3.350,10.5130,7.4181,1.6626,0.2225,1.1869
-3.340,11.8266,8.4547,1.8389,0.2388,1.2684
-3.330,13.5313,9.8021,2.0652,0.2621,1.3604
-3.320,17.6089,12.9071,2.6426,0.3306,1.6722
-3.310,17.2562,12.7634,2.5571,0.3271,1.5711
-3.300,13.9858,10.3781,2.0440,0.2959,1.2405
-3.290,14.6315,10.9002,2.1113,0.3242,1.2649
-3.280,12.5974,9.4073,1.7881,0.3018,1.0713
-3.270,10.3012,7.6895,1.4394,0.2733,0.8780
-3.260,6.0155,4.4197,0.8400,0.1937,0.5481
-3.250,1.9592,1.3644,0.2801,0.0926,0.2161
-3.240,0.6583,0.4558,0.0938,0.0333,0.0737
-3.230,0.0000,0.0000,0.0000,0.0000,0.0000
-3.220,0.0000,0.0000,0.0000,0.0000,0.0000
-3.210,0.0000,0.0000,0.0000,0.0000,0.0000
-3.200,0.0000,0.0000,0.0000,0.0000,0.0000
-3.190,0.0000,0.0000,0.0000,0.0000,0.0000
-3.180,0.0000,0.0000,0.0000,0.0000,0.0000
-3.170,0.0000,0.0000,0.0000,0.0000,0.0000
-3.160,0.0000,0.0000,0.0000,0.0000,0.0000
-3.150,0.0000,0.0000,0.0000,0.0000,0.0000
-3.140,0.0000,0.0000,0.0000,0.0000,0.0000
-3.130,0.0000,0.0000,0.0000,0.0000,0.0000
-3.120,0.0000,0.0000,0.0000,0.0000,0.0000
-3.110,0.0000,0.0000,0.0000,0.0000,0.0000
-3.100,0.0000,0.0000,0.0000,0.0000,0.0000
-3.090,0.0000,0.0000,0.0000,0.0000,0.0000
-3.080,0.0000,0.0000,0.0000,0.0000,0.0000
-3.070,0.0000,0.0000,0.0000,0.0000,0.0000
-3.060,0.0000,0.0000,0.0000,0.0000,0.0000
-3.050,0.0000,0.0000,0.0000,0.0000,0.0000
-3.040,0.0000,0.0000,0.0000,0.0000,0.0000
-3.030,0.0000,0.0000,0.0000,0.0000,0.0000
-3.020,0.0692,0.0450,0.0130,0.0000,0.0110
-3.010,0.9252,0.6050,0.1717,0.0007,0.1451
-3.000,4.5413,3.0452,0.8058,0.0146,0.6614
-2.990,20.4257,14.0227,3.4636,0.1138,2.7608
-2.980,41.4570,28.7536,6.8569,0.2327,5.4753
-2.970,47.7830,33.5837,7.6255,0.2604,6.1228
-2.960,41.8785,29.7537,6.4689,0.2643,5.2075
-2.950,32.1080,23.1509,4.7473,0.1969,3.8960
-2.940,33.6193,24.4773,4.9063,0.1793,3.9483
-2.930,24.2472,17.6996,3.5721,0.1563,2.7557
-2.920,20.0346,14.6581,3.0154,0.1279,2.1857
-2.910,18.6791,13.7122,2.8751,0.1010,1.9277
-2.900,15.0538,11.1364,2.3485,0.0690,1.4545
-2.890,11.4040,8.5123,1.7669,0.0499,1.0394
-2.880,8.9939,6.8016,1.3703,0.0397,0.7576
-2.870,11.5019,8.8042,1.7228,0.0494,0.8831
-2.860,13.3050,10.3025,1.9589,0.0548,0.9370
-2.850,11.8241,9.2988,1.7068,0.0445,0.7466
-2.840,11.2318,8.9390,1.5908,0.0392,0.6383
-2.830,10.8889,8.7462,1.5108,0.0365,0.5703
-2.820,9.2694,7.5059,1.2553,0.0302,0.4589
-2.810,6.3756,5.2129,0.8263,0.0205,0.3057
-2.800,4.0807,3.3787,0.5027,0.0128,0.1815
-2.790,2.2100,1.8501,0.2611,0.0067,0.0892
-2.780,0.6371,0.5383,0.0725,0.0019,0.0232
-2.770,0.0000,0.0000,0.0000,0.0000,0.0000
-2.760,0.0000,0.0000,0.0000,0.0000,0.0000
-2.750,0.0000,0.0000,0.0000,0.0000,0.0000
-2.740,0.0000,0.0000,0.0000,0.0000,0.0000
-2.730,0.0000,0.0000,0.0000,0.0000,0.0000
-2.720,0.0000,0.0000,0.0000,0.0000,0.0000
-2.710,0.0000,0.0000,0.0000,0.0000,0.0000
-2.700,0.0000,0.0000,0.0000,0.0000,0.0000
-2.690,0.0000,0.0000,0.0000,0.0000,0.0000
-2.680,0.0000,0.0000,0.0000,0.0000,0.0000
-2.670,0.0000,0.0000,0.0000,0.0000,0.0000
-2.660,0.0000,0.0000,0.0000,0.0000,0.0000
-2.650,0.0000,0.0000,0.0000,0.0000,0.0000
-2.640,0.0000,0.0000,0.0000,0.0000,0.0000
-2.630,0.0000,0.0000,0.0000,0.0000,0.0000
-2.620,0.0000,0.0000,0.0000,0.0000,0.0000
-2.610,0.0000,0.0000,0.0000,0.0000,0.0000
-2.600,0.0000,0.0000,0.0000,0.0000,0.0000
-2.590,0.0000,0.0000,0.0000,0.0000,0.0000
-2.580,0.0000,0.0000,0.0000,0.0000,0.0000
-2.570,0.0000,0.0000,0.0000,0.0000,0.0000
-2.560,0.0000,0.0000,0.0000,0.0000,0.0000
-2.550,0.0000,0.0000,0.0000,0.0000,0.0000
-2.540,0.0000,0.0000,0.0000,0.0000,0.0000
-2.530,0.0000,0.0000,0.0000,0.0000,0.0000
-2.520,0.0000,0.0000,0.0000,0.0000,0.0000
-2.510,0.0000,0.0000,0.0000,0.0000,0.0000
-2.500,0.0000,0.0000,0.0000,0.0000,0.0000
-2.490,0.0000,0.0000,0.0000,0.0000,0.0000
-2.480,0.0000,0.0000,0.0000,0.0000,0.0000
-2.470,0.0000,0.0000,0.0000,0.0000,0.0000
-2.460,0.0000,0.0000,0.0000,0.0000,0.0000
-2.450,0.0000,0.0000,0.0000,0.0000,0.0000
-2.440,0.0000,0.0000,0.0000,0.0000,0.0000
-2.430,0.0000,0.0000,0.0000,0.0000,0.0000
-2.420,0.0000,0.0000,0.0000,0.0000,0.0000
-2.410,0.0000,0.0000,0.0000,0.0000,0.0000
-2.400,0.0000,0.0000,0.0000,0.0000,0.0000
-2.390,0.0000,0.0000,0.0000,0.0000,0.0000
-2.380,0.0042,0.0000,0.0008,0.0000,0.0033
-2.370,0.0679,0.0008,0.0122,0.0000,0.0538
-2.360,0.3598,0.0051,0.0644,0.0003,0.2849
