E-VBM_eV,total,Cl,Li,P,S
-4.900,2.8928,0.0186,0.3023,0.8370,1.7135
-4.890,3.1088,0.0213,0.3238,0.8982,1.8430
-4.880,3.2258,0.0230,0.3340,0.9317,1.9134
-4.870,3.2618,0.0239,0.3351,0.9427,1.9363
-4.860,3.3102,0.0246,0.3374,0.9584,1.9665
-4.850,3.3474,0.0252,0.3390,0.9692,1.9904
-4.840,3.3620,0.0256,0.3389,0.9731,2.0005
-4.830,3.3808,0.0263,0.3398,0.9779,2.0124
-4.820,3.6122,0.0281,0.3636,1.0455,2.1488
-4.810,3.8194,0.0297,0.3853,1.1075,2.2708
-4.800,3.6106,0.0287,0.3622,1.0467,2.1480
-4.790,3.3586,0.0274,0.3345,0.9726,1.9991
-4.780,3.6654,0.0293,0.3684,1.0635,2.1775
-4.770,4.3100,0.0336,0.4390,1.2523,2.5553
-4.760,4.5482,0.0363,0.4641,1.3191,2.6966
-4.750,4.4938,0.0377,0.4560,1.2990,2.6688
-4.740,4.8732,0.0445,0.4878,1.4022,2.9050
-4.730,5.1082,0.0474,0.5087,1.4708,3.0471
-4.720,5.0060,0.0426,0.5024,1.4523,2.9758
-4.710,4.7768,0.0392,0.4796,1.3894,2.8356
-4.700,4.1648,0.0364,0.4151,1.2086,2.4758
-4.690,3.6344,0.0348,0.3586,1.0512,2.1645
-4.680,3.3362,0.0351,0.3256,0.9616,1.9908
-4.670,3.1500,0.0362,0.3042,0.9058,1.8838
-4.660,2.9464,0.0370,0.2817,0.8443,1.7651
-4.650,2.6888,0.0368,0.2549,0.7670,1.6130
-4.640,2.5622,0.0385,0.2411,0.7281,1.5387
-4.630,3.2736,0.0456,0.3151,0.9362,1.9555
-4.620,4.1112,0.0516,0.4026,1.1833,2.4459
-4.610,4.2390,0.0525,0.4143,1.2212,2.5220
-4.600,4.5812,0.0583,0.4448,1.3191,2.7265
-4.590,4.4914,0.0527,0.4339,1.2990,2.6739
-4.580,4.2342,0.0434,0.4048,1.2305,2.5253
-4.570,6.0538,0.0949,0.5690,1.7188,3.6285
-4.560,6.9796,0.1356,0.6455,1.9551,4.1960
-4.550,6.2236,0.1315,0.5580,1.7422,3.7503
-4.540,4.6812,0.1058,0.4132,1.3055,2.8261
-4.530,2.8812,0.0694,0.2558,0.7969,1.7412
-4.520,4.0396,0.0978,0.3506,1.1242,2.4411
-4.510,6.5810,0.1654,0.5573,1.8328,3.9822
-4.500,8.0234,0.2117,0.6627,2.2317,4.8657
-4.490,8.6914,0.2324,0.6972,2.4225,5.2840
-4.480,8.8556,0.2347,0.6906,2.4798,5.3949
-4.470,8.9514,0.2302,0.6719,2.5269,5.4655
-4.460,8.2896,0.2085,0.6056,2.3548,5.0662
-4.450,6.7438,0.1733,0.5064,1.9163,4.1039
-4.440,6.0128,0.1592,0.4696,1.7055,3.6409
-4.430,6.4560,0.1714,0.4988,1.8364,3.9097
-4.420,7.4414,0.1964,0.5635,2.1252,4.5098
-4.410,8.0020,0.2066,0.5954,2.2928,4.8555
-4.400,8.4090,0.2097,0.6143,2.4174,5.1115
-4.390,9.0098,0.2190,0.6466,2.5978,5.4862
-4.380,9.4264,0.2253,0.6664,2.7245,5.7471
-4.370,9.7244,0.2381,0.6869,2.8086,5.9245
-4.360,10.1394,0.2541,0.7151,2.9256,6.1774
-4.350,9.9322,0.2415,0.6904,2.8736,6.0626
-4.340,9.4300,0.2178,0.6453,2.7377,5.7664
-4.330,9.3902,0.2091,0.6348,2.7324,5.7508
-4.320,9.9046,0.2175,0.6673,2.8785,6.0758
-4.310,10.7018,0.2301,0.7120,3.1103,6.5790
-4.300,10.8956,0.2325,0.7081,3.1746,6.7062
-4.290,9.8092,0.2299,0.6413,2.8486,6.0220
-4.280,8.7272,0.2251,0.5804,2.5204,5.3418
-4.270,9.0082,0.2258,0.5894,2.6079,5.5251
-4.260,9.6810,0.2293,0.6167,2.8204,5.9506
-4.250,10.8758,0.2426,0.6726,3.1915,6.6951
-4.240,12.5672,0.2627,0.7629,3.7079,7.7511
-4.230,12.0104,0.2421,0.7270,3.5516,7.4109
-4.220,10.4532,0.2098,0.6281,3.1017,6.4439
-4.210,8.8010,0.1883,0.5236,2.6118,5.4203
-4.200,6.2958,0.1551,0.3802,1.8471,3.8723
-4.190,5.1792,0.1371,0.3253,1.4956,3.1858
-4.180,5.3848,0.1408,0.3430,1.5451,3.3199
-4.170,5.8672,0.1530,0.3670,1.6872,3.6215
-4.160,5.7684,0.1535,0.3576,1.6602,3.5576
-4.150,5.2542,0.1409,0.3260,1.5101,3.2404
-4.140,5.1452,0.1369,0.3153,1.4821,3.1764
-4.130,5.1518,0.1349,0.3099,1.4912,3.1810
-4.120,5.3218,0.1385,0.3168,1.5499,3.2795
-4.110,5.7424,0.1576,0.3410,1.6786,3.5253
-4.100,6.1234,0.1691,0.3563,1.7978,3.7564
-4.090,6.5486,0.1758,0.3685,1.9335,4.0247
-4.080,8.4082,0.2356,0.4566,2.4913,5.1669
-4.070,9.0998,0.2755,0.4882,2.6907,5.5839
-4.060,7.0892,0.2257,0.3784,2.0882,4.3498
-4.050,5.2062,0.1531,0.2715,1.5387,3.2079
-4.040,3.8554,0.0979,0.1951,1.1470,2.3882
-4.030,2.2395,0.0534,0.1109,0.6685,1.3906
-4.020,0.6482,0.0153,0.0316,0.1939,0.4030
-4.010,0.0671,0.0016,0.0032,0.0201,0.0418
-4.000,0.0000,0.0000,0.0000,0.0000,0.0000
-3.990,0.0000,0.0000,0.0000,0.0000,0.0000
-3.980,0.0000,0.0000,0.0000,0.0000,0.0000
-3.970,0.0000,0.0000,0.0000,0.0000,0.0000
-3.960,0.0000,0.0000,0.0000,0.0000,0.0000
-3.950,0.0000,0.0000,0.0000,0.0000,0.0000
-3.940,0.0000,0.0000,0.0000,0.0000,0.0000
-3.930,0.0000,0.0000,0.0000,0.0000,0.0000
-3.920,0.0000,0.0000,0.0000,0.0000,0.0000
-3.910,0.0000,0.0000,0.0000,0.0000,0.0000
-3.900,0.0000,0.0000,0.0000,0.0000,0.0000
-3.890,0.0000,0.0000,0.0000,0.0000,0.0000
-3.880,0.0000,0.0000,0.0000,0.0000,0.0000
-3.870,0.0000,0.0000,0.0000,0.0000,0.0000
-3.860,0.0000,0.0000,0.0000,0.0000,0.0000
-3.850,0.0000,0.0000,0.0000,0.0000,0.0000
-3.840,0.0000,0.0000,0.0000,0.0000,0.0000
-3.830,0.0000,0.0000,0.0000,0.0000,0.0000
-3.820,0.0000,0.0000,0.0000,0.0000,0.0000
-3.810,0.0000,0.0000,0.0000,0.0000,0.0000
-3.800,0.0000,0.0000,0.0000,0.0000,0.0000
-3.790,0.0000,0.0000,0.0000,0.0000,0.0000
-3.780,0.0000,0.0000,0.0000,0.0000,0.0000
-3.770,0.0000,0.0000,0.0000,0.0000,0.0000
-3.760,0.0000,0.0000,0.0000,0.0000,0.0000
-3.750,0.0000,0.0000,0.0000,0.0000,0.0000
-3.740,0.0000,0.0000,0.0000,0.0000,0.0000
-3.730,0.0000,0.0000,0.0000,0.0000,0.0000
-3.720,0.0000,0.0000,0.0000,0.0000,0.0000
-3.710,0.0000,0.0000,0.0000,0.0000,0.0000
-3.700,0.0000,0.0000,0.0000,0.0000,0.0000
-3.690,0.0000,0.0000,0.0000,0.0000,0.0000
-3.680,0.0000,0.0000,0.0000,0.0000,0.0000
-3.670,0.0000,0.0000,0.0000,0.0000,0.0000
-3.660,1.0960,0.7845,0.1952,0.0126,0.1010
-3.650,2.9092,2.0758,0.5154,0.0392,0.2718
-3.640,4.6764,3.3158,0.8196,0.0815,0.4492
-3.630,5.8356,4.1400,1.0207,0.1095,0.5488
-3.620,6.5102,4.6514,1.1420,0.1213,0.5745
-3.610,9.1256,6.6084,1.6054,0.1644,0.7272
-3.600,7.1618,5.2194,1.2609,0.1263,0.5425
-3.590,1.6643,1.2123,0.2918,0.0305,0.1267
-3.580,0.0903,0.0653,0.0156,0.0019,0.0073
-3.570,0.0000,0.0000,0.0000,0.0000,0.0000
-3.560,0.0000,0.0000,0.0000,0.0000,0.0000
-3.550,0.0000,0.0000,0.0000,0.0000,0.0000
-3.540,0.0000,0.0000,0.0000,0.0000,0.0000
-3.530,0.0000,0.0000,0.0000,0.0000,0.0000
-3.520,0.0000,0.0000,0.0000,0.0000,0.0000
-3.510,0.0000,0.0000,0.0000,0.0000,0.0000
-3.500,0.0000,0.0000,0.0000,0.0000,0.0000
-3.490,0.0000,0.0000,0.0000,0.0000,0.0000
-3.480,0.0000,0.0000,0.0000,0.0000,0.0000
-3.470,2.4688,1.7787,0.4442,0.0294,0.2101
-3.460,7.7132,5.5140,1.3813,0.1116,0.6821
-3.450,9.0588,6.4783,1.6260,0.1321,0.7898
-3.440,6.7404,4.8766,1.2166,0.0845,0.5398
-3.430,4.6002,3.3643,0.8289,0.0529,0.3419
-3.420,3.0666,2.2578,0.5499,0.0342,0.2177
-3.410,4.0472,2.9070,0.7100,0.0568,0.3641
-3.400,5.2664,3.7106,0.9096,0.0855,0.5473
-3.390,4.7392,3.3268,0.8161,0.0763,0.5070
-3.380,4.2822,3.0190,0.7419,0.0599,0.4499
-3.370,4.8806,3.4526,0.8489,0.0628,0.5008
-3.360,5.5974,3.9885,0.9629,0.0681,0.5608
-3.350,5.9590,4.2814,1.0067,0.0679,0.5889
-3.340,5.7918,4.1652,0.9706,0.0636,0.5781
-3.330,6.2560,4.4285,1.0635,0.0654,0.6810
-3.320,7.9956,5.5997,1.3747,0.0780,0.9203
-3.310,7.4220,5.2060,1.2748,0.0724,0.8477
-3.300,7.2844,5.1310,1.2502,0.0692,0.8175
-3.290,8.6854,6.1350,1.4854,0.0793,0.9636
-3.280,10.1538,7.2742,1.6970,0.1064,1.0466
-3.270,10.2142,7.3303,1.7108,0.1051,1.0428
-3.260,10.6854,7.6728,1.7819,0.1004,1.1116
-3.250,11.1562,8.0076,1.8334,0.1135,1.1803
-3.240,10.2666,7.2298,1.7028,0.1158,1.1885
-3.230,8.9958,6.3147,1.4880,0.1073,1.0581
-3.220,8.0614,5.7281,1.3106,0.0947,0.9046
-3.210,11.0096,7.8542,1.7904,0.1167,1.2180
-3.200,15.1282,10.7222,2.5107,0.1497,1.7041
-3.190,13.4614,9.5433,2.2393,0.1362,1.5057
-3.180,8.8624,6.3617,1.4388,0.0926,0.9463
-3.170,7.8058,5.5763,1.2721,0.0720,0.8621
-3.160,8.1988,5.7916,1.3473,0.0669,0.9643
-3.150,7.3074,5.2094,1.1736,0.0636,0.8358
-3.140,7.3942,5.3907,1.1400,0.0717,0.7693
-3.130,11.2844,8.2584,1.7242,0.1079,1.1605
-3.120,11.6656,8.4999,1.7927,0.0992,1.2408
-3.110,9.2894,6.7199,1.4512,0.0647,1.0297
-3.100,11.9438,8.6431,1.8402,0.0814,1.3514
-3.090,12.6062,9.1579,1.9050,0.0892,1.4202
-3.080,10.3590,7.6112,1.5299,0.0802,1.1055
-3.070,13.5868,10.1241,1.9376,0.1216,1.3666
-3.060,15.3616,11.5457,2.1399,0.1484,1.4892
-3.050,12.4066,9.3504,1.7101,0.1140,1.2005
-3.040,10.5768,7.9018,1.4768,0.0868,1.0820
-3.030,10.3346,7.7129,1.4416,0.0873,1.0628
-3.020,14.3694,10.5440,2.0413,0.1200,1.6238
-3.010,17.9106,13.0053,2.5793,0.1466,2.1350
-3.000,15.9896,11.5683,2.3134,0.1374,1.9334
-2.990,12.9190,9.3528,1.8518,0.1139,1.5665
-2.980,10.0102,7.2917,1.4090,0.0939,1.1870
-2.970,15.6158,11.4923,2.1717,0.1631,1.7439
-2.960,18.9002,13.9311,2.6438,0.1945,2.0739
-2.950,16.2142,11.9159,2.3045,0.1526,1.7938
-2.940,15.6540,11.6670,2.1582,0.1353,1.6508
-2.930,20.1898,15.4599,2.5852,0.1580,1.9300
-2.920,19.5292,15.0478,2.4438,0.1532,1.8298
-2.910,13.6912,10.5027,1.6984,0.1250,1.3319
-2.900,14.7454,11.3196,1.8059,0.1394,1.4474
-2.890,14.5508,11.1750,1.7835,0.1320,1.4273
-2.880,8.8514,6.7609,1.0984,0.0801,0.8927
-2.870,5.8275,4.3750,0.7399,0.0543,0.6384
-2.860,15.0863,11.6031,1.8640,0.1151,1.4621
-2.850,19.5856,15.2795,2.3768,0.1350,1.7478
-2.840,17.4924,13.6548,2.1008,0.1100,1.5798
-2.830,14.1782,11.0449,1.6951,0.0820,1.3149
-2.820,8.0522,6.3325,0.9423,0.0424,0.7130
-2.810,4.5870,3.6177,0.5225,0.0192,0.4162
-2.800,5.1932,4.0214,0.6371,0.0195,0.5024
-2.790,10.4288,8.3056,1.2110,0.0431,0.8487
-2.780,12.0350,9.7239,1.3388,0.0554,0.8911
-2.770,10.5734,8.3686,1.2471,0.0581,0.8733
-2.760,17.4802,13.5611,2.1712,0.1033,1.6000
-2.750,18.6024,14.2440,2.3622,0.1152,1.8256
-2.740,11.0526,8.2041,1.4642,0.0699,1.2748
-2.730,8.0578,5.8941,1.0794,0.0462,1.0096
-2.720,7.4452,5.4460,1.0052,0.0432,0.9277
-2.710,7.7880,5.7094,1.0634,0.0442,0.9519
-2.700,7.0708,5.1902,0.9674,0.0386,0.8548
-2.690,5.6354,4.1585,0.7615,0.0297,0.6677
-2.680,6.3848,4.7787,0.8305,0.0351,0.7281
-2.670,7.4562,5.6370,0.9267,0.0443,0.8338
-2.660,7.3740,5.6485,0.8711,0.0452,0.7934
-2.650,6.9790,5.3903,0.8055,0.0408,0.7269
-2.640,4.9620,3.8464,0.5662,0.0269,0.5094
-2.630,3.2252,2.4955,0.3605,0.0223,0.3380
-2.620,4.4264,3.4777,0.4736,0.0330,0.4333
-2.610,6.8154,5.4739,0.6997,0.0398,0.5884
-2.600,7.0428,5.7225,0.7053,0.0343,0.5612
-2.590,5.8628,4.8122,0.5753,0.0241,0.4291
-2.580,4.8218,4.0073,0.4642,0.0164,0.3197
-2.570,3.7558,3.1584,0.3544,0.0112,0.2258
-2.560,3.1818,2.6952,0.2943,0.0089,0.1773
-2.550,1.8218,1.5476,0.1668,0.0050,0.0988
-2.540,0.3008,0.2557,0.0275,0.0008,0.0162
-2.530,0.0000,0.0000,0.0000,0.0000,0.0000
-2.520,0.0000,0.0000,0.0000,0.0000,0.0000
-2.510,0.0000,0.0000,0.0000,0.0000,0.0000
-2.500,0.0000,0.0000,0.0000,0.0000,0.0000
-2.490,0.0000,0.0000,0.0000,0.0000,0.0000
-2.480,0.0000,0.0000,0.0000,0.0000,0.0000
-2.470,0.0000,0.0000,0.0000,0.0000,0.0000
-2.460,0.0000,0.0000,0.0000,0.0000,0.0000
-2.450,0.0000,0.0000,0.0000,0.0000,0.0000
-2.440,0.0000,0.0000,0.0000,0.0000,0.0000
-2.430,0.0000,0.0000,0.0000,0.0000,0.0000
-2.420,0.0000,0.0000,0.0000,0.0000,0.0000
-2.410,0.0000,0.0000,0.0000,0.0000,0.0000
-2.400,0.0000,0.0000,0.0000,0.0000,0.0000
-2.390,0.0000,0.0000,0.0000,0.0000,0.0000
-2.380,0.0000,0.0000,0.0000,0.0000,0.0000
-2.370,0.0314,0.0046,0.0046,0.0002,0.0216
-2.360,1.1569,0.1703,0.1592,0.0054,0.8051
