E-EF_eV,total,Cl,Li,P,S
-7.200,0.0000,0.0000,0.0000,0.0000,0.0000
-7.190,0.0000,0.0000,0.0000,0.0000,0.0000
-7.180,0.0000,0.0000,0.0000,0.0000,0.0000
-7.170,0.0000,0.0000,0.0000,0.0000,0.0000
-7.160,0.0000,0.0000,0.0000,0.0000,0.0000
-7.150,0.0000,0.0000,0.0000,0.0000,0.0000
-7.140,0.0000,0.0000,0.0000,0.0000,0.0000
-7.130,0.0000,0.0000,0.0000,0.0000,0.0000
-7.120,0.0000,0.0000,0.0000,0.0000,0.0000
-7.110,0.0000,0.0000,0.0000,0.0000,0.0000
-7.100,0.0000,0.0000,0.0000,0.0000,0.0000
-7.090,0.0000,0.0000,0.0000,0.0000,0.0000
-7.080,0.0000,0.0000,0.0000,0.0000,0.0000
-7.070,0.0000,0.0000,0.0000,0.0000,0.0000
-7.060,0.0000,0.0000,0.0000,0.0000,0.0000
-7.050,0.0000,0.0000,0.0000,0.0000,0.0000
-7.040,0.0000,0.0000,0.0000,0.0000,0.0000
-7.030,0.0000,0.0000,0.0000,0.0000,0.0000
-7.020,0.0000,0.0000,0.0000,0.0000,0.0000
-7.010,0.0000,0.0000,0.0000,0.0000,0.0000
-7.000,0.0000,0.0000,0.0000,0.0000,0.0000
-6.990,0.0000,0.0000,0.0000,0.0000,0.0000
-6.980,0.0000,0.0000,0.0000,0.0000,0.0000
-6.970,0.0000,0.0000,0.0000,0.0000,0.0000
-6.960,0.0000,0.0000,0.0000,0.0000,0.0000
-6.950,0.0000,0.0000,0.0000,0.0000,0.0000
-6.940,0.0000,0.0000,0.0000,0.0000,0.0000
-6.930,0.0000,0.0000,0.0000,0.0000,0.0000
-6.920,0.0000,0.0000,0.0000,0.0000,0.0000
-6.910,0.0000,0.0000,0.0000,0.0000,0.0000
-6.900,0.0000,0.0000,0.0000,0.0000,0.0000
-6.890,0.0000,0.0000,0.0000,0.0000,0.0000
-6.880,0.0000,0.0000,0.0000,0.0000,0.0000
-6.870,0.0000,0.0000,0.0000,0.0000,0.0000
-6.860,0.0000,0.0000,0.0000,0.0000,0.0000
-6.850,0.0000,0.0000,0.0000,0.0000,0.0000
-6.840,0.0000,0.0000,0.0000,0.0000,0.0000
-6.830,0.0000,0.0000,0.0000,0.0000,0.0000
-6.820,0.0000,0.0000,0.0000,0.0000,0.0000
-6.810,0.0000,0.0000,0.0000,0.0000,0.0000
-6.800,0.0000,0.0000,0.0000,0.0000,0.0000
-6.790,0.0000,0.0000,0.0000,0.0000,0.0000
-6.780,0.0000,0.0000,0.0000,0.0000,0.0000
-6.770,0.0000,0.0000,0.0000,0.0000,0.0000
-6.760,0.0000,0.0000,0.0000,0.0000,0.0000
-6.750,0.0000,0.0000,0.0000,0.0000,0.0000
-6.740,0.0000,0.0000,0.0000,0.0000,0.0000
-6.730,0.0000,0.0000,0.0000,0.0000,0.0000
-6.720,0.0000,0.0000,0.0000,0.0000,0.0000
-6.710,0.0000,0.0000,0.0000,0.0000,0.0000
-6.700,0.0000,0.0000,0.0000,0.0000,0.0000
-6.690,0.0000,0.0000,0.0000,0.0000,0.0000
-6.680,0.0000,0.0000,0.0000,0.0000,0.0000
-6.670,0.0000,0.0000,0.0000,0.0000,0.0000
-6.660,0.0000,0.0000,0.0000,0.0000,0.0000
-6.650,0.0000,0.0000,0.0000,0.0000,0.0000
-6.640,0.0000,0.0000,0.0000,0.0000,0.0000
-6.630,0.0000,0.0000,0.0000,0.0000,0.0000
-6.620,0.0000,0.0000,0.0000,0.0000,0.0000
-6.610,0.0000,0.0000,0.0000,0.0000,0.0000
-6.600,0.0000,0.0000,0.0000,0.0000,0.0000
-6.590,0.0000,0.0000,0.0000,0.0000,0.0000
-6.580,0.0000,0.0000,0.0000,0.0000,0.0000
-6.570,0.0000,0.0000,0.0000,0.0000,0.0000
-6.560,0.0000,0.0000,0.0000,0.0000,0.0000
-6.550,0.0000,0.0000,0.0000,0.0000,0.0000
-6.540,0.0000,0.0000,0.0000,0.0000,0.0000
-6.530,0.0000,0.0000,0.0000,0.0000,0.0000
-6.520,0.0000,0.0000,0.0000,0.0000,0.0000
-6.510,0.0000,0.0000,0.0000,0.0000,0.0000
-6.500,0.0000,0.0000,0.0000,0.0000,0.0000
-6.490,0.0000,0.0000,0.0000,0.0000,0.0000
-6.480,0.0000,0.0000,0.0000,0.0000,0.0000
-6.470,0.0000,0.0000,0.0000,0.0000,0.0000
-6.460,0.0002,0.0000,0.0000,0.0000,0.0001
-6.450,0.2810,0.0038,0.0364,0.0800,0.1583
-6.440,2.8402,0.0383,0.3676,0.8092,1.6007
-6.430,3.3063,0.0445,0.4253,0.9428,1.8660
-6.420,3.8075,0.0504,0.4858,1.0856,2.1537
-6.410,3.5725,0.0462,0.4528,1.0263,2.0234
-6.400,3.6975,0.0470,0.4649,1.0583,2.0942
-6.390,3.8077,0.0475,0.4753,1.0943,2.1604
-6.380,3.8005,0.0466,0.4703,1.0901,2.1583
-6.370,3.9603,0.0472,0.4857,1.1400,2.2518
-6.360,4.3348,0.0490,0.5273,1.2552,2.4684
-6.350,4.2890,0.0473,0.5166,1.2429,2.4454
-6.340,4.7678,0.0513,0.5685,1.3889,2.7253
-6.330,5.3418,0.0530,0.6305,1.5624,3.0568
-6.320,5.6198,0.0512,0.6569,1.6515,3.2200
-6.310,5.5377,0.0484,0.6402,1.6303,3.1795
-6.300,5.4358,0.0461,0.6210,1.5979,3.1244
-6.290,5.5558,0.0464,0.6273,1.6395,3.1981
-6.280,6.0867,0.0511,0.6795,1.7958,3.5109
-6.270,7.1362,0.0635,0.7887,2.1040,4.1234
-6.260,6.8850,0.0574,0.7528,2.0292,3.9920
-6.250,6.5075,0.0514,0.7013,1.9225,3.7831
-6.240,6.1210,0.0492,0.6526,1.8062,3.5666
-6.230,5.8715,0.0488,0.6194,1.7294,3.4285
-6.220,5.8138,0.0485,0.6061,1.7147,3.4017
-6.210,6.2143,0.0537,0.6403,1.8302,3.6429
-6.200,6.4980,0.0572,0.6571,1.9229,3.8095
-6.190,6.5498,0.0590,0.6521,1.9400,3.8457
-6.180,5.2000,0.0514,0.5158,1.5309,3.0642
-6.170,3.7797,0.0424,0.3773,1.0992,2.2353
-6.160,3.6137,0.0443,0.3599,1.0407,2.1423
-6.150,4.3347,0.0580,0.4293,1.2403,2.5746
-6.140,5.7432,0.0745,0.5558,1.6539,3.4198
-6.130,4.6175,0.0637,0.4452,1.3226,2.7546
-6.120,4.1155,0.0596,0.3938,1.1723,2.4594
-6.110,3.8160,0.0575,0.3623,1.0869,2.2840
-6.100,3.4727,0.0537,0.3261,0.9880,2.0818
-6.090,3.1247,0.0495,0.2903,0.8890,1.8755
-6.080,2.9950,0.0495,0.2761,0.8505,1.8001
-6.070,2.8548,0.0503,0.2623,0.8063,1.7163
-6.060,2.7915,0.0538,0.2576,0.7821,1.6802
-6.050,2.6251,0.0538,0.2419,0.7314,1.5813
-6.040,2.4014,0.0529,0.2216,0.6649,1.4470
-6.030,2.1857,0.0529,0.2034,0.5993,1.3160
-6.020,2.0478,0.0546,0.1928,0.5548,1.2316
-6.010,1.9607,0.0589,0.1886,0.5235,1.1771
-6.000,1.7551,0.0591,0.1724,0.4611,1.0519
-5.990,1.6589,0.0670,0.1706,0.4233,0.9875
-5.980,1.1377,0.0526,0.1218,0.2830,0.6737
-5.970,0.7613,0.0376,0.0825,0.1866,0.4500
-5.960,1.4680,0.0511,0.1395,0.3830,0.8858
-5.950,1.8725,0.0641,0.1760,0.4895,1.1325
-5.940,2.1097,0.0776,0.2013,0.5464,1.2716
-5.930,2.5113,0.0867,0.2330,0.6570,1.5197
-5.920,3.2385,0.1024,0.2915,0.8565,1.9686
-5.910,4.2345,0.1232,0.3716,1.1328,2.5838
-5.900,4.6672,0.1303,0.4017,1.2568,2.8525
-5.890,5.2405,0.1373,0.4395,1.4245,3.2086
-5.880,6.1043,0.1448,0.4950,1.6774,3.7477
-5.870,7.6250,0.1567,0.5930,2.1293,4.6924
-5.860,9.9400,0.1722,0.7399,2.8268,6.1354
-5.850,9.1178,0.1643,0.6758,2.5805,5.6310
-5.840,9.5048,0.2068,0.7240,2.6530,5.8549
-5.830,12.3773,0.2820,0.9412,3.4494,7.6223
-5.820,14.4650,0.2934,1.0590,4.0691,8.9506
-5.810,15.2067,0.2679,1.0682,4.3211,9.4474
-5.800,13.2935,0.2643,0.9373,3.7583,8.2417
-5.790,16.3595,0.3268,1.1250,4.6312,10.1712
-5.780,17.5370,0.2956,1.1430,5.0248,10.9597
-5.770,14.0243,0.1913,0.8627,4.0842,8.7934
-5.760,16.4015,0.2042,0.9732,4.8023,10.3139
-5.750,19.4227,0.2421,1.1454,5.6837,12.2224
-5.740,19.3982,0.2309,1.0989,5.6952,12.2466
-5.730,19.4313,0.2227,1.0546,5.7457,12.2792
-5.720,15.8202,0.2065,0.8680,4.6847,9.9614
-5.710,10.1945,0.1797,0.5968,3.0080,6.3421
-5.700,8.6700,0.1631,0.5104,2.5595,5.3752
-5.690,7.9590,0.1534,0.4655,2.3537,4.9331
-5.680,8.0655,0.1572,0.4672,2.3924,4.9889
-5.670,8.3948,0.1628,0.4749,2.5011,5.2029
-5.660,9.2160,0.1733,0.5055,2.7602,5.7146
-5.650,8.4755,0.1518,0.4607,2.5419,5.2758
-5.640,7.9995,0.1334,0.4259,2.4049,4.9841
-5.630,7.9455,0.1215,0.4137,2.3978,4.9619
-5.620,8.1473,0.1133,0.4170,2.4707,5.0977
-5.610,8.4055,0.1120,0.4195,2.5697,5.2525
-5.600,7.3380,0.0990,0.3576,2.2657,4.5733
-5.590,5.7325,0.0792,0.2706,1.7892,3.5522
-5.580,5.1775,0.0689,0.2364,1.6314,3.2067
-5.570,4.8318,0.0620,0.2140,1.5332,2.9901
-5.560,4.7623,0.0562,0.2035,1.5262,2.9467
-5.550,4.7720,0.0515,0.1978,1.5348,2.9524
-5.540,4.4642,0.0442,0.1802,1.4464,2.7630
-5.530,4.2780,0.0384,0.1687,1.3956,2.6476
-5.520,3.1252,0.0232,0.1180,1.0287,1.9360
-5.510,0.0000,0.0000,0.0000,0.0000,0.0000
-5.500,0.0000,0.0000,0.0000,0.0000,0.0000
-5.490,0.0000,0.0000,0.0000,0.0000,0.0000
-5.480,0.0000,0.0000,0.0000,0.0000,0.0000
-5.470,0.0000,0.0000,0.0000,0.0000,0.0000
-5.460,0.0000,0.0000,0.0000,0.0000,0.0000
-5.450,0.0000,0.0000,0.0000,0.0000,0.0000
-5.440,0.0000,0.0000,0.0000,0.0000,0.0000
-5.430,0.0000,0.0000,0.0000,0.0000,0.0000
-5.420,0.0000,0.0000,0.0000,0.0000,0.0000
-5.410,0.0000,0.0000,0.0000,0.0000,0.0000
-5.400,0.0000,0.0000,0.0000,0.0000,0.0000
-5.390,0.0000,0.0000,0.0000,0.0000,0.0000
-5.380,0.0000,0.0000,0.0000,0.0000,0.0000
-5.370,0.0000,0.0000,0.0000,0.0000,0.0000
-5.360,0.0000,0.0000,0.0000,0.0000,0.0000
-5.350,0.0000,0.0000,0.0000,0.0000,0.0000
-5.340,0.0000,0.0000,0.0000,0.0000,0.0000
-5.330,0.0000,0.0000,0.0000,0.0000,0.0000
-5.320,0.0000,0.0000,0.0000,0.0000,0.0000
-5.310,0.0000,0.0000,0.0000,0.0000,0.0000
-5.300,0.0000,0.0000,0.0000,0.0000,0.0000
-5.290,0.0000,0.0000,0.0000,0.0000,0.0000
-5.280,0.0000,0.0000,0.0000,0.0000,0.0000
-5.270,0.0000,0.0000,0.0000,0.0000,0.0000
-5.260,0.0000,0.0000,0.0000,0.0000,0.0000
-5.250,0.0000,0.0000,0.0000,0.0000,0.0000
-5.240,0.0000,0.0000,0.0000,0.0000,0.0000
-5.230,0.0000,0.0000,0.0000,0.0000,0.0000
-5.220,0.0000,0.0000,0.0000,0.0000,0.0000
-5.210,0.0000,0.0000,0.0000,0.0000,0.0000
-5.200,0.0000,0.0000,0.0000,0.0000,0.0000
-5.190,0.0000,0.0000,0.0000,0.0000,0.0000
-5.180,0.0000,0.0000,0.0000,0.0000,0.0000
-5.170,0.0000,0.0000,0.0000,0.0000,0.0000
-5.160,0.0000,0.0000,0.0000,0.0000,0.0000
-5.150,0.0000,0.0000,0.0000,0.0000,0.0000
-5.140,0.0000,0.0000,0.0000,0.0000,0.0000
-5.130,0.0000,0.0000,0.0000,0.0000,0.0000
-5.120,0.0000,0.0000,0.0000,0.0000,0.0000
-5.110,0.0000,0.0000,0.0000,0.0000,0.0000
-5.100,0.0000,0.0000,0.0000,0.0000,0.0000
-5.090,0.0003,0.0002,0.0001,0.0000,0.0000
-5.080,0.1047,0.0699,0.0203,0.0006,0.0137
-5.070,1.1303,0.7551,0.2179,0.0074,0.1471
-5.060,2.2122,1.4810,0.4206,0.0186,0.2831
-5.050,2.8053,1.8743,0.5241,0.0320,0.3699
-5.040,3.2220,2.1429,0.5911,0.0456,0.4338
-5.030,4.0230,2.6662,0.7267,0.0682,0.5547
-5.020,5.1573,3.4123,0.9156,0.0993,0.7213
-5.010,6.7505,4.4653,1.1793,0.1422,0.9490
-5.000,7.9142,5.2518,1.3618,0.1766,1.1044
-4.990,7.5988,5.0498,1.2874,0.1838,1.0590
-4.980,7.5987,5.0810,1.2693,0.1906,1.0390
-4.970,8.8802,6.0582,1.4621,0.2059,1.1335
-4.960,8.6560,6.0073,1.4017,0.1896,1.0371
-4.950,9.6850,6.7968,1.5438,0.2085,1.1145
-4.940,11.7550,8.3500,1.8409,0.2434,1.2956
-4.930,11.9340,8.6118,1.8360,0.2319,1.2276
-4.920,15.9273,11.5876,2.4090,0.3075,1.5595
-4.910,20.1313,14.8864,2.9931,0.3653,1.8413
-4.900,12.9435,9.5788,1.9032,0.2699,1.1659
-4.890,15.5492,11.5770,2.2551,0.3350,1.3525
-4.880,13.2550,9.8850,1.8956,0.3080,1.1335
-4.870,11.6110,8.6907,1.6268,0.2924,0.9780
-4.860,8.3365,6.1878,1.1583,0.2447,0.7280
-4.850,2.5339,1.7676,0.3626,0.1173,0.2783
-4.840,1.0971,0.7596,0.1563,0.0555,0.1229
-4.830,0.0000,0.0000,0.0000,0.0000,0.0000
-4.820,0.0000,0.0000,0.0000,0.0000,0.0000
-4.810,0.0000,0.0000,0.0000,0.0000,0.0000
-4.800,0.0000,0.0000,0.0000,0.0000,0.0000
-4.790,0.0000,0.0000,0.0000,0.0000,0.0000
-4.780,0.0000,0.0000,0.0000,0.0000,0.0000
-4.770,0.0000,0.0000,0.0000,0.0000,0.0000
-4.760,0.0000,0.0000,0.0000,0.0000,0.0000
-4.750,0.0000,0.0000,0.0000,0.0000,0.0000
-4.740,0.0000,0.0000,0.0000,0.0000,0.0000
-4.730,0.0000,0.0000,0.0000,0.0000,0.0000
-4.720,0.0000,0.0000,0.0000,0.0000,0.0000
-4.710,0.0000,0.0000,0.0000,0.0000,0.0000
-4.700,0.0000,0.0000,0.0000,0.0000,0.0000
-4.690,0.0000,0.0000,0.0000,0.0000,0.0000
-4.680,0.0000,0.0000,0.0000,0.0000,0.0000
-4.670,0.0000,0.0000,0.0000,0.0000,0.0000
-4.660,0.0000,0.0000,0.0000,0.0000,0.0000
-4.650,0.0000,0.0000,0.0000,0.0000,0.0000
-4.640,0.0000,0.0000,0.0000,0.0000,0.0000
-4.630,0.0000,0.0000,0.0000,0.0000,0.0000
-4.620,0.0000,0.0000,0.0000,0.0000,0.0000
-4.610,0.1729,0.1125,0.0324,0.0001,0.0275
-4.600,2.0536,1.3438,0.3806,0.0017,0.3214
-4.590,8.2728,5.5972,1.4437,0.0340,1.1713
-4.580,38.6550,26.6610,6.4935,0.2336,5.1450
-4.570,45.6600,31.8925,7.4021,0.2313,5.9708
-4.560,50.9675,36.1206,7.9605,0.3040,6.3507
-4.550,28.2450,20.2034,4.2314,0.2048,3.4926
-4.540,37.9025,27.5722,5.5212,0.1851,4.5011
-4.530,27.1945,19.8350,3.9840,0.1707,3.1191
-4.520,19.8263,14.4966,2.9542,0.1348,2.2107
-4.510,20.3470,14.9004,3.1072,0.1175,2.1481
-4.500,16.1772,11.9298,2.5270,0.0763,1.5971
-4.490,13.3688,9.9464,2.0807,0.0580,1.2406
-4.480,8.4567,6.3612,1.2963,0.0378,0.7376
-4.470,9.7998,7.4623,1.4812,0.0426,0.7875
-4.460,14.0550,10.8170,2.0853,0.0597,1.0266
-4.450,12.1800,9.5307,1.7692,0.0475,0.8026
-4.440,11.2903,8.9510,1.6133,0.0401,0.6626
-4.430,11.1440,8.9210,1.5571,0.0379,0.6018
-4.420,10.5062,8.4840,1.4414,0.0344,0.5231
-4.410,7.4143,6.0387,0.9761,0.0240,0.3625
-4.400,4.8175,3.9742,0.6015,0.0153,0.2205
-4.390,2.9755,2.4854,0.3546,0.0091,0.1229
-4.380,1.0618,0.8971,0.1209,0.0031,0.0387
-4.370,0.0000,0.0000,0.0000,0.0000,0.0000
-4.360,0.0000,0.0000,0.0000,0.0000,0.0000
-4.350,0.0000,0.0000,0.0000,0.0000,0.0000
-4.340,0.0000,0.0000,0.0000,0.0000,0.0000
-4.330,0.0000,0.0000,0.0000,0.0000,0.0000
-4.320,0.0000,0.0000,0.0000,0.0000,0.0000
-4.310,0.0000,0.0000,0.0000,0.0000,0.0000
-4.300,0.0000,0.0000,0.0000,0.0000,0.0000
-4.290,0.0000,0.0000,0.0000,0.0000,0.0000
-4.280,0.0000,0.0000,0.0000,0.0000,0.0000
-4.270,0.0000,0.0000,0.0000,0.0000,0.0000
-4.260,0.0000,0.0000,0.0000,0.0000,0.0000
-4.250,0.0000,0.0000,0.0000,0.0000,0.0000
-4.240,0.0000,0.0000,0.0000,0.0000,0.0000
-4.230,0.0000,0.0000,0.0000,0.0000,0.0000
-4.220,0.0000,0.0000,0.0000,0.0000,0.0000
-4.210,0.0000,0.0000,0.0000,0.0000,0.0000
-4.200,0.0000,0.0000,0.0000,0.0000,0.0000
-4.190,0.0000,0.0000,0.0000,0.0000,0.0000
-4.180,0.0000,0.0000,0.0000,0.0000,0.0000
-4.170,0.0000,0.0000,0.0000,0.0000,0.0000
-4.160,0.0000,0.0000,0.0000,0.0000,0.0000
-4.150,0.0000,0.0000,0.0000,0.0000,0.0000
-4.140,0.0000,0.0000,0.0000,0.0000,0.0000
-4.130,0.0000,0.0000,0.0000,0.0000,0.0000
-4.120,0.0000,0.0000,0.0000,0.0000,0.0000
-4.110,0.0000,0.0000,0.0000,0.0000,0.0000
-4.100,0.0000,0.0000,0.0000,0.0000,0.0000
-4.090,0.0000,0.0000,0.0000,0.0000,0.0000
-4.080,0.0000,0.0000,0.0000,0.0000,0.0000
-4.070,0.0000,0.0000,0.0000,0.0000,0.0000
-4.060,0.0000,0.0000,0.0000,0.0000,0.0000
-4.050,0.0000,0.0000,0.0000,0.0000,0.0000
-4.040,0.0000,0.0000,0.0000,0.0000,0.0000
-4.030,0.0000,0.0000,0.0000,0.0000,0.0000
-4.020,0.0000,0.0000,0.0000,0.0000,0.0000
-4.010,0.0000,0.0000,0.0000,0.0000,0.0000
-4.000,0.0000,0.0000,0.0000,0.0000,0.0000
-3.990,0.0000,0.0000,0.0000,0.0000,0.0000
-3.980,0.0000,0.0000,0.0000,0.0000,0.0000
-3.970,0.0104,0.0001,0.0019,0.0000,0.0082
-3.960,0.1542,0.0019,0.0277,0.0001,0.1223
-3.950,0.6682,0.0100,0.1195,0.0005,0.5288
-3.940,1.0994,0.0198,0.1952,0.0011,0.8687
-3.930,1.4581,0.0301,0.2572,0.0020,1.1493
-3.920,1.8983,0.0428,0.3331,0.0034,1.4934
-3.910,2.7870,0.0656,0.4891,0.0066,2.1879
-3.900,4.1925,0.1036,0.7443,0.0121,3.2733
-3.890,4.4440,0.1259,0.7957,0.0135,3.4422
-3.880,3.6740,0.1232,0.6589,0.0104,2.8309
-3.870,3.7395,0.1376,0.6748,0.0106,2.8649
-3.860,4.0200,0.1586,0.7285,0.0117,3.0680
-3.850,4.1687,0.1757,0.7530,0.0128,3.1692
-3.840,4.3235,0.1915,0.7790,0.0142,3.2726
-3.830,4.6605,0.2134,0.8414,0.0162,3.5244
-3.820,5.2323,0.2492,0.9438,0.0185,3.9551
-3.810,5.7357,0.2905,1.0328,0.0191,4.3130
-3.800,6.1110,0.3301,1.0929,0.0192,4.5964
-3.790,5.0105,0.2503,0.9035,0.0154,3.7714
-3.780,5.4233,0.2637,0.9634,0.0153,4.1021
-3.770,6.0902,0.2926,1.0684,0.0168,4.6381
-3.760,6.4050,0.3301,1.1129,0.0183,4.8653
-3.750,6.9715,0.3747,1.1995,0.0211,5.2844
-3.740,8.7207,0.4866,1.4616,0.0240,6.6320
-3.730,9.4055,0.5653,1.5353,0.0254,7.1493
-3.720,8.0672,0.4990,1.3051,0.0195,6.1303
-3.710,8.4723,0.5449,1.3650,0.0228,6.4235
-3.700,7.9912,0.5632,1.2399,0.0175,6.0568
-3.690,9.1542,0.7095,1.3787,0.0194,6.9196
-3.680,10.8930,0.9256,1.5971,0.0244,8.1910
-3.670,9.7735,0.7707,1.4557,0.0256,7.3815
-3.660,9.6110,0.7193,1.4506,0.0295,7.2692
-3.650,9.7085,0.7078,1.4652,0.0318,7.3732
-3.640,7.7428,0.5842,1.1527,0.0238,5.8751
-3.630,4.6760,0.3741,0.6875,0.0144,3.5389
-3.620,3.8945,0.3005,0.5767,0.0124,2.9538
-3.610,3.0340,0.2094,0.4521,0.0098,2.3175
-3.600,2.8970,0.1755,0.4397,0.0101,2.2284
-3.590,3.7375,0.2201,0.5757,0.0149,2.8735
-3.580,5.5045,0.3225,0.8596,0.0258,4.2204
-3.570,7.8045,0.4552,1.2183,0.0376,5.9794
-3.560,9.7552,0.6103,1.5039,0.0453,7.4549
-3.550,15.0390,1.0137,2.3524,0.0648,11.3973
-3.540,26.3375,1.7717,4.4475,0.0889,19.6892
-3.530,26.4225,1.9483,4.3356,0.1059,19.6812
-3.520,26.2350,1.9995,4.1346,0.1436,19.6044
-3.510,26.5775,2.0199,4.0366,0.2011,19.9554
-3.500,24.4953,1.7755,3.6159,0.2237,18.5232
-3.490,20.1045,1.4705,2.8545,0.2292,15.2468
-3.480,4.8953,0.2509,0.7539,0.0748,3.7409
-3.470,1.3505,0.0785,0.2146,0.0217,1.0170
-3.460,0.0000,0.0000,0.0000,0.0000,0.0000
-3.450,0.0000,0.0000,0.0000,0.0000,0.0000
-3.440,0.1056,0.0055,0.0176,0.0022,0.0789
-3.430,1.1276,0.0587,0.1877,0.0227,0.8435
-3.420,1.8780,0.0981,0.3086,0.0324,1.4141
-3.410,3.7260,0.1631,0.6120,0.0461,2.8518
-3.400,12.2962,0.3288,2.0443,0.1038,9.6321
-3.390,18.0978,0.4972,3.0494,0.1212,14.1594
-3.380,16.7922,0.5799,2.8613,0.0992,13.0043
-3.370,18.8675,0.7377,3.1844,0.1117,14.5622
-3.360,17.5297,0.7396,2.9759,0.1012,13.4683
