E-EF_eV,total,Cl,Li,P,S
-7.200,0.0000,0.0000,0.0000,0.0000,0.0000
-7.190,0.0000,0.0000,0.0000,0.0000,0.0000
-7.180,0.0000,0.0000,0.0000,0.0000,0.0000
-7.170,0.0000,0.0000,0.0000,0.0000,0.0000
-7.160,0.0000,0.0000,0.0000,0.0000,0.0000
-7.150,0.0000,0.0000,0.0000,0.0000,0.0000
-7.140,0.0000,0.0000,0.0000,0.0000,0.0000
-7.130,0.0000,0.0000,0.0000,0.0000,0.0000
-7.120,0.0000,0.0000,0.0000,0.0000,0.0000
-7.110,0.0000,0.0000,0.0000,0.0000,0.0000
-7.100,0.0000,0.0000,0.0000,0.0000,0.0000
-7.090,0.0000,0.0000,0.0000,0.0000,0.0000
-7.080,0.0000,0.0000,0.0000,0.0000,0.0000
-7.070,0.0000,0.0000,0.0000,0.0000,0.0000
-7.060,0.0000,0.0000,0.0000,0.0000,0.0000
-7.050,0.0000,0.0000,0.0000,0.0000,0.0000
-7.040,0.0000,0.0000,0.0000,0.0000,0.0000
-7.030,0.0000,0.0000,0.0000,0.0000,0.0000
-7.020,0.0000,0.0000,0.0000,0.0000,0.0000
-7.010,0.0000,0.0000,0.0000,0.0000,0.0000
-7.000,0.0000,0.0000,0.0000,0.0000,0.0000
-6.990,0.0000,0.0000,0.0000,0.0000,0.0000
-6.980,0.0000,0.0000,0.0000,0.0000,0.0000
-6.970,0.0000,0.0000,0.0000,0.0000,0.0000
-6.960,0.0000,0.0000,0.0000,0.0000,0.0000
-6.950,0.0000,0.0000,0.0000,0.0000,0.0000
-6.940,0.0000,0.0000,0.0000,0.0000,0.0000
-6.930,0.0000,0.0000,0.0000,0.0000,0.0000
-6.920,0.0000,0.0000,0.0000,0.0000,0.0000
-6.910,0.0000,0.0000,0.0000,0.0000,0.0000
-6.900,0.0000,0.0000,0.0000,0.0000,0.0000
-6.890,0.0000,0.0000,0.0000,0.0000,0.0000
-6.880,0.0000,0.0000,0.0000,0.0000,0.0000
-6.870,0.0000,0.0000,0.0000,0.0000,0.0000
-6.860,0.0000,0.0000,0.0000,0.0000,0.0000
-6.850,0.0000,0.0000,0.0000,0.0000,0.0000
-6.840,0.0000,0.0000,0.0000,0.0000,0.0000
-6.830,0.0000,0.0000,0.0000,0.0000,0.0000
-6.820,0.0000,0.0000,0.0000,0.0000,0.0000
-6.810,0.0000,0.0000,0.0000,0.0000,0.0000
-6.800,0.0000,0.0000,0.0000,0.0000,0.0000
-6.790,0.0000,0.0000,0.0000,0.0000,0.0000
-6.780,0.0000,0.0000,0.0000,0.0000,0.0000
-6.770,0.0000,0.0000,0.0000,0.0000,0.0000
-6.760,0.0000,0.0000,0.0000,0.0000,0.0000
-6.750,0.0000,0.0000,0.0000,0.0000,0.0000
-6.740,0.0000,0.0000,0.0000,0.0000,0.0000
-6.730,0.0000,0.0000,0.0000,0.0000,0.0000
-6.720,0.0000,0.0000,0.0000,0.0000,0.0000
-6.710,0.0000,0.0000,0.0000,0.0000,0.0000
-6.700,0.0000,0.0000,0.0000,0.0000,0.0000
-6.690,0.0000,0.0000,0.0000,0.0000,0.0000
-6.680,0.0000,0.0000,0.0000,0.0000,0.0000
-6.670,0.0000,0.0000,0.0000,0.0000,0.0000
-6.660,0.0000,0.0000,0.0000,0.0000,0.0000
-6.650,0.0000,0.0000,0.0000,0.0000,0.0000
-6.640,0.0000,0.0000,0.0000,0.0000,0.0000
-6.630,0.0000,0.0000,0.0000,0.0000,0.0000
-6.620,0.0000,0.0000,0.0000,0.0000,0.0000
-6.610,0.0000,0.0000,0.0000,0.0000,0.0000
-6.600,0.0000,0.0000,0.0000,0.0000,0.0000
-6.590,0.0000,0.0000,0.0000,0.0000,0.0000
-6.580,0.0000,0.0000,0.0000,0.0000,0.0000
-6.570,0.0000,0.0000,0.0000,0.0000,0.0000
-6.560,0.0000,0.0000,0.0000,0.0000,0.0000
-6.550,0.0000,0.0000,0.0000,0.0000,0.0000
-6.540,0.0000,0.0000,0.0000,0.0000,0.0000
-6.530,0.0000,0.0000,0.0000,0.0000,0.0000
-6.520,0.0000,0.0000,0.0000,0.0000,0.0000
-6.510,0.0000,0.0000,0.0000,0.0000,0.0000
-6.500,0.0000,0.0000,0.0000,0.0000,0.0000
-6.490,0.0000,0.0000,0.0000,0.0000,0.0000
-6.480,0.0000,0.0000,0.0000,0.0000,0.0000
-6.470,0.0000,0.0000,0.0000,0.0000,0.0000
-6.460,0.0000,0.0000,0.0000,0.0000,0.0000
-6.450,0.0000,0.0000,0.0000,0.0000,0.0000
-6.440,0.0000,0.0000,0.0000,0.0000,0.0000
-6.430,0.0000,0.0000,0.0000,0.0000,0.0000
-6.420,0.0000,0.0000,0.0000,0.0000,0.0000
-6.410,0.0000,0.0000,0.0000,0.0000,0.0000
-6.400,0.0000,0.0000,0.0000,0.0000,0.0000
-6.390,0.0000,0.0000,0.0000,0.0000,0.0000
-6.380,0.0000,0.0000,0.0000,0.0000,0.0000
-6.370,0.0000,0.0000,0.0000,0.0000,0.0000
-6.360,0.0000,0.0000,0.0000,0.0000,0.0000
-6.350,0.0000,0.0000,0.0000,0.0000,0.0000
-6.340,0.0000,0.0000,0.0000,0.0000,0.0000
-6.330,0.0000,0.0000,0.0000,0.0000,0.0000
-6.320,0.0000,0.0000,0.0000,0.0000,0.0000
-6.310,0.0000,0.0000,0.0000,0.0000,0.0000
-6.300,0.0000,0.0000,0.0000,0.0000,0.0000
-6.290,0.0000,0.0000,0.0000,0.0000,0.0000
-6.280,0.0000,0.0000,0.0000,0.0000,0.0000
-6.270,0.0000,0.0000,0.0000,0.0000,0.0000
-6.260,0.0000,0.0000,0.0000,0.0000,0.0000
-6.250,0.0000,0.0000,0.0000,0.0000,0.0000
-6.240,0.0000,0.0000,0.0000,0.0000,0.0000
-6.230,0.0000,0.0000,0.0000,0.0000,0.0000
-6.220,0.0000,0.0000,0.0000,0.0000,0.0000
-6.210,0.0000,0.0000,0.0000,0.0000,0.0000
-6.200,0.0000,0.0000,0.0000,0.0000,0.0000
-6.190,0.0000,0.0000,0.0000,0.0000,0.0000
-6.180,0.0000,0.0000,0.0000,0.0000,0.0000
-6.170,0.0000,0.0000,0.0000,0.0000,0.0000
-6.160,0.0001,0.0000,0.0000,0.0000,0.0000
-6.150,0.4425,0.0023,0.0512,0.1243,0.2615
-6.140,1.1002,0.0060,0.1271,0.3094,0.6495
-6.130,1.3754,0.0079,0.1583,0.3876,0.8108
-6.120,1.3974,0.0083,0.1603,0.3955,0.8226
-6.110,1.4323,0.0087,0.1639,0.4073,0.8422
-6.100,1.5830,0.0096,0.1806,0.4521,0.9295
-6.090,1.7519,0.0106,0.1993,0.5024,1.0271
-6.080,2.2334,0.0132,0.2539,0.6443,1.3058
-6.070,3.2760,0.0182,0.3722,0.9507,1.9119
-6.060,3.5610,0.0192,0.4034,1.0360,2.0767
-6.050,3.0260,0.0163,0.3410,0.8821,1.7637
-6.040,2.7880,0.0146,0.3131,0.8125,1.6274
-6.030,2.6760,0.0139,0.2989,0.7789,1.5653
-6.020,2.6030,0.0137,0.2883,0.7578,1.5252
-6.010,2.6250,0.0139,0.2882,0.7630,1.5406
-6.000,3.0370,0.0158,0.3310,0.8824,1.7859
-5.990,3.1610,0.0167,0.3423,0.9172,1.8617
-5.980,3.3240,0.0181,0.3588,0.9608,1.9605
-5.970,3.4750,0.0194,0.3730,1.0047,2.0524
-5.960,3.1950,0.0185,0.3385,0.9269,1.8879
-5.950,2.9280,0.0178,0.3071,0.8495,1.7318
-5.940,2.8840,0.0188,0.3011,0.8339,1.7089
-5.930,3.1650,0.0219,0.3295,0.9143,1.8765
-5.920,3.2410,0.0233,0.3351,0.9360,1.9226
-5.910,3.2670,0.0240,0.3351,0.9444,1.9397
-5.900,3.3210,0.0247,0.3380,0.9619,1.9732
-5.890,3.3540,0.0253,0.3392,0.9710,1.9947
-5.880,3.3640,0.0257,0.3388,0.9736,2.0020
-5.870,3.3850,0.0264,0.3400,0.9790,2.0150
-5.860,3.6690,0.0285,0.3695,1.0621,2.1823
-5.850,3.8570,0.0300,0.3892,1.1189,2.2929
-5.840,3.5490,0.0284,0.3555,1.0286,2.1118
-5.830,3.3110,0.0271,0.3293,0.9586,1.9709
-5.820,3.7540,0.0298,0.3782,1.0897,2.2291
-5.810,4.4490,0.0345,0.4542,1.2930,2.6368
-5.800,4.5730,0.0367,0.4666,1.3256,2.7115
-5.790,4.4740,0.0379,0.4534,1.2924,2.6581
-5.780,4.9730,0.0461,0.4964,1.4296,2.9667
-5.770,5.1420,0.0477,0.5118,1.4811,3.0672
-5.760,4.9720,0.0413,0.5000,1.4451,2.9529
-5.750,4.7280,0.0387,0.4745,1.3755,2.8063
-5.740,4.0240,0.0358,0.4002,1.1669,2.3932
-5.730,3.5370,0.0346,0.3482,1.0223,2.1073
-5.720,3.2860,0.0352,0.3200,0.9464,1.9617
-5.710,3.1160,0.0365,0.3003,0.8957,1.8643
-5.700,2.9040,0.0371,0.2771,0.8314,1.7403
-5.690,2.6350,0.0367,0.2493,0.7509,1.5812
-5.680,2.5440,0.0390,0.2391,0.7224,1.5281
-5.670,3.4560,0.0473,0.3341,0.9897,2.0624
-5.660,4.2750,0.0527,0.4197,1.2317,2.5418
-5.650,4.2300,0.0524,0.4130,1.2186,2.5171
-5.640,4.6690,0.0598,0.4527,1.3442,2.7789
-5.630,4.4470,0.0509,0.4292,1.2877,2.6477
-5.620,4.1810,0.0415,0.3987,1.2162,2.4947
-5.610,6.5220,0.1083,0.6116,1.8444,3.9119
-5.600,7.0940,0.1424,0.6540,1.9828,4.2670
-5.590,6.0060,0.1288,0.5340,1.6821,3.6211
-5.580,4.3500,0.1000,0.3830,1.2114,2.6273
-5.570,2.5140,0.0618,0.2240,0.6933,1.5197
-5.560,4.4210,0.1068,0.3823,1.2319,2.6714
-5.550,7.1210,0.1801,0.6010,1.9830,4.3099
-5.540,8.2490,0.2196,0.6781,2.2939,5.0046
-5.530,8.8020,0.2356,0.7020,2.4546,5.3538
-5.520,8.8690,0.2345,0.6878,2.4861,5.4052
-5.510,8.9720,0.2291,0.6679,2.5371,5.4806
-5.500,8.1190,0.2034,0.5900,2.3092,4.9626
-5.490,6.4000,0.1658,0.4855,1.8181,3.8892
-5.480,5.9160,0.1575,0.4656,1.6773,3.5788
-5.470,6.5910,0.1749,0.5071,1.8762,3.9924
-5.460,7.6540,0.2018,0.5776,2.1875,4.6392
-5.450,8.0890,0.2078,0.5998,2.3191,4.9096
-5.440,8.4890,0.2102,0.6179,2.4420,5.1620
-5.430,9.1400,0.2212,0.6538,2.6368,5.5672
-5.420,9.4980,0.2263,0.6696,2.7464,5.7921
-5.410,9.7810,0.2410,0.6912,2.8241,5.9576
-5.400,10.2290,0.2574,0.7211,2.9510,6.2323
-5.390,9.8580,0.2375,0.6827,2.8542,6.0202
-5.380,9.3230,0.2129,0.6360,2.7086,5.7029
-5.370,9.4070,0.2082,0.6345,2.7384,5.7628
-5.360,10.0290,0.2198,0.6755,2.9135,6.1541
-5.350,10.8700,0.2327,0.7211,3.1595,6.6852
-5.340,10.9020,0.2324,0.7048,3.1784,6.7115
-5.330,9.5360,0.2293,0.6254,2.7662,5.8496
-5.320,8.5250,0.2240,0.5692,2.4590,5.2149
-5.310,9.1290,0.2262,0.5945,2.6451,5.6026
-5.300,9.8190,0.2301,0.6223,2.8642,6.0376
-5.290,11.1400,0.2457,0.6852,3.2733,6.8595
-5.280,12.9240,0.2669,0.7823,3.8166,7.9740
-5.270,11.7820,0.2359,0.7132,3.4853,7.2701
-5.260,10.1210,0.2033,0.6068,3.0058,6.2374
-5.250,8.4710,0.1845,0.5028,2.5133,5.2160
-5.240,5.7520,0.1477,0.3495,1.6805,3.5364
-5.230,5.0360,0.1345,0.3192,1.4494,3.0982
-5.220,5.4720,0.1424,0.3490,1.5690,3.3753
-5.210,5.9660,0.1557,0.3715,1.7168,3.6830
-5.200,5.7190,0.1530,0.3541,1.6460,3.5263
-5.190,5.1380,0.1379,0.3190,1.4761,3.1689
-5.180,5.1470,0.1366,0.3144,1.4836,3.1783
-5.170,5.1530,0.1345,0.3088,1.4931,3.1817
-5.160,5.3640,0.1395,0.3188,1.5641,3.3040
-5.150,5.8370,0.1621,0.3465,1.7072,3.5806
-5.140,6.1950,0.1708,0.3587,1.8205,3.8004
-5.130,6.6370,0.1770,0.3710,1.9617,4.0808
-5.120,8.8510,0.2502,0.4780,2.6237,5.4384
-5.110,9.1620,0.2818,0.4907,2.7074,5.6203
-5.100,6.5710,0.2117,0.3503,1.9334,4.0322
-5.090,4.8650,0.1384,0.2518,1.4400,3.0018
-5.080,3.6030,0.0878,0.1809,1.0738,2.2348
-5.070,1.8986,0.0448,0.0934,0.5672,1.1795
-5.060,0.3356,0.0079,0.0161,0.1006,0.2089
-5.050,0.0000,0.0000,0.0000,0.0000,0.0000
-5.040,0.0000,0.0000,0.0000,0.0000,0.0000
-5.030,0.0000,0.0000,0.0000,0.0000,0.0000
-5.020,0.0000,0.0000,0.0000,0.0000,0.0000
-5.010,0.0000,0.0000,0.0000,0.0000,0.0000
-5.000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.990,0.0000,0.0000,0.0000,0.0000,0.0000
-4.980,0.0000,0.0000,0.0000,0.0000,0.0000
-4.970,0.0000,0.0000,0.0000,0.0000,0.0000
-4.960,0.0000,0.0000,0.0000,0.0000,0.0000
-4.950,0.0000,0.0000,0.0000,0.0000,0.0000
-4.940,0.0000,0.0000,0.0000,0.0000,0.0000
-4.930,0.0000,0.0000,0.0000,0.0000,0.0000
-4.920,0.0000,0.0000,0.0000,0.0000,0.0000
-4.910,0.0000,0.0000,0.0000,0.0000,0.0000
-4.900,0.0000,0.0000,0.0000,0.0000,0.0000
-4.890,0.0000,0.0000,0.0000,0.0000,0.0000
-4.880,0.0000,0.0000,0.0000,0.0000,0.0000
-4.870,0.0000,0.0000,0.0000,0.0000,0.0000
-4.860,0.0000,0.0000,0.0000,0.0000,0.0000
-4.850,0.0000,0.0000,0.0000,0.0000,0.0000
-4.840,0.0000,0.0000,0.0000,0.0000,0.0000
-4.830,0.0000,0.0000,0.0000,0.0000,0.0000
-4.820,0.0000,0.0000,0.0000,0.0000,0.0000
-4.810,0.0000,0.0000,0.0000,0.0000,0.0000
-4.800,0.0000,0.0000,0.0000,0.0000,0.0000
-4.790,0.0000,0.0000,0.0000,0.0000,0.0000
-4.780,0.0000,0.0000,0.0000,0.0000,0.0000
-4.770,0.0000,0.0000,0.0000,0.0000,0.0000
-4.760,0.0000,0.0000,0.0000,0.0000,0.0000
-4.750,0.0000,0.0000,0.0000,0.0000,0.0000
-4.740,0.0000,0.0000,0.0000,0.0000,0.0000
-4.730,0.0000,0.0000,0.0000,0.0000,0.0000
-4.720,0.0000,0.0000,0.0000,0.0000,0.0000
-4.710,0.0000,0.0000,0.0000,0.0000,0.0000
-4.700,1.3700,0.9806,0.2440,0.0157,0.1263
-4.690,3.2940,2.3496,0.5833,0.0451,0.3082
-4.680,5.0220,3.5574,0.8787,0.0906,0.4844
-4.670,6.0390,4.2856,1.0562,0.1142,0.5649
-4.660,6.6280,4.7429,1.1635,0.1231,0.5769
-4.650,9.7500,7.0748,1.7159,0.1747,0.7648
-4.640,6.5147,4.7556,1.1472,0.1142,0.4869
-4.630,0.4517,0.3265,0.0780,0.0096,0.0366
-4.620,0.0000,0.0000,0.0000,0.0000,0.0000
-4.610,0.0000,0.0000,0.0000,0.0000,0.0000
-4.600,0.0000,0.0000,0.0000,0.0000,0.0000
-4.590,0.0000,0.0000,0.0000,0.0000,0.0000
-4.580,0.0000,0.0000,0.0000,0.0000,0.0000
-4.570,0.0000,0.0000,0.0000,0.0000,0.0000
-4.560,0.0000,0.0000,0.0000,0.0000,0.0000
-4.550,0.0000,0.0000,0.0000,0.0000,0.0000
-4.540,0.0000,0.0000,0.0000,0.0000,0.0000
-4.530,0.0000,0.0000,0.0000,0.0000,0.0000
-4.520,0.0000,0.0000,0.0000,0.0000,0.0000
-4.510,3.0860,2.2234,0.5553,0.0367,0.2626
-4.500,8.8700,6.3367,1.5878,0.1303,0.7870
-4.490,9.1060,6.5137,1.6356,0.1325,0.7905
-4.480,6.1490,4.4673,1.1119,0.0725,0.4771
-4.470,4.2130,3.0886,0.7581,0.0480,0.3081
-4.460,2.7800,2.0501,0.4978,0.0307,0.1951
-4.450,4.3640,3.1212,0.7630,0.0633,0.4064
-4.440,5.4920,3.8579,0.9463,0.0910,0.5825
-4.430,4.5510,3.1940,0.7835,0.0726,0.4881
-4.420,4.2150,2.9753,0.7315,0.0567,0.4404
-4.410,5.0470,3.5719,0.8782,0.0643,0.5159
-4.400,5.7350,4.0926,0.9841,0.0690,0.5720
-4.390,6.0150,4.3286,1.0124,0.0676,0.5931
-4.380,5.7360,4.1243,0.9602,0.0626,0.5744
-4.370,6.3860,4.5046,1.0893,0.0661,0.7077
-4.360,8.3980,5.8735,1.4460,0.0810,0.9734
-4.350,7.1780,5.0391,1.2320,0.0702,0.8163
-4.340,7.3110,5.1540,1.2548,0.0689,0.8178
-4.330,9.0290,6.3803,1.5431,0.0819,1.0001
-4.320,10.4350,7.4977,1.7355,0.1125,1.0582
-4.310,10.1590,7.2885,1.7046,0.1032,1.0389
-4.300,10.8170,7.7689,1.8012,0.0997,1.1298
-4.290,11.2410,8.0673,1.8414,0.1169,1.1929
-4.280,10.0230,7.0204,1.6682,0.1155,1.1874
-4.270,8.7390,6.1383,1.4430,0.1052,1.0258
-4.260,7.8920,5.6256,1.2775,0.0921,0.8743
-4.250,11.7890,8.4114,1.9186,0.1229,1.3039
-4.240,15.9630,11.2999,2.6587,0.1564,1.8041
-4.230,12.8360,9.1042,2.1344,0.1312,1.4311
-4.220,7.8690,5.6761,1.2649,0.0829,0.8251
-4.210,7.7900,5.5514,1.2739,0.0693,0.8714
-4.200,8.3010,5.8516,1.3656,0.0663,0.9875
-4.190,7.0590,5.0489,1.1256,0.0629,0.7979
-4.180,7.4780,5.4762,1.1436,0.0739,0.7621
-4.170,12.2360,8.9540,1.8694,0.1164,1.2601
-4.160,11.5230,8.3864,1.7735,0.0949,1.2360
-4.150,8.7310,6.3033,1.3706,0.0572,0.9781
-4.140,12.7470,9.2280,1.9576,0.0874,1.4447
-4.130,12.5710,9.1404,1.8918,0.0897,1.4141
-4.120,9.8060,7.2289,1.4394,0.0778,1.0284
-4.110,14.5320,10.8479,2.0621,0.1326,1.4511
-4.100,15.5690,11.7201,2.1593,0.1523,1.4987
-4.090,11.6160,8.7580,1.5978,0.1044,1.1259
-4.080,10.3170,7.6878,1.4466,0.0824,1.0710
-4.070,10.3390,7.7192,1.4403,0.0885,1.0608
-4.060,15.3770,11.2502,2.1915,0.1279,1.7646
-4.050,18.5440,13.4441,2.6763,0.1513,2.2276
-4.040,15.3510,11.0994,2.2227,0.1339,1.8599
-4.030,12.3110,8.9162,1.7591,0.1089,1.4932
-4.020,9.4350,6.8856,1.3215,0.0901,1.1105
-4.010,17.1610,12.6440,2.3842,0.1814,1.9023
-4.000,19.3350,14.2529,2.7087,0.1978,2.1168
-3.990,15.4340,11.3316,2.2034,0.1413,1.7130
-3.980,15.7090,11.7509,2.1469,0.1338,1.6353
-3.970,21.3100,16.3872,2.6948,0.1640,2.0037
-3.960,19.0840,14.7129,2.3811,0.1505,1.7863
-3.950,12.3430,9.4502,1.5277,0.1186,1.2183
-3.940,15.3460,11.7869,1.8754,0.1446,1.5047
-3.930,14.3520,11.0220,1.7605,0.1289,1.4080
-3.920,7.4763,5.6956,0.9329,0.0679,0.7639
-3.910,5.4153,4.0449,0.6917,0.0509,0.6070
-3.900,17.5040,13.4927,2.1571,0.1312,1.6759
-3.890,20.1060,15.7262,2.4317,0.1359,1.7658
-3.880,16.8390,13.1370,2.0181,0.1035,1.5333
-3.870,13.5130,10.5219,1.6144,0.0766,1.2603
-3.860,6.6870,5.2852,0.7743,0.0338,0.5762
-3.850,4.0620,3.2008,0.4596,0.0155,0.3762
-3.840,5.4760,4.2265,0.6815,0.0205,0.5340
-3.830,11.6670,9.3254,1.3434,0.0488,0.9274
-3.820,12.1270,9.8235,1.3377,0.0571,0.8820
-3.810,10.1850,8.0049,1.2245,0.0583,0.8711
-3.800,19.3040,14.9501,2.4079,0.1145,1.7822
-3.790,18.4270,14.0675,2.3508,0.1154,1.8364
-3.780,9.2090,6.7383,1.2426,0.0585,1.1344
-3.770,7.7700,5.6830,1.0386,0.0431,0.9784
-3.760,7.3640,5.3868,0.9969,0.0432,0.9150
-3.750,7.8940,5.7901,1.0800,0.0445,0.9611
-3.740,6.8650,5.0402,0.9393,0.0371,0.8282
-3.730,5.3280,3.9381,0.7171,0.0279,0.6276
-3.720,6.6490,4.9889,0.8589,0.0369,0.7532
-3.710,7.6580,5.7990,0.9436,0.0461,0.8539
-3.700,7.3030,5.6109,0.8530,0.0450,0.7783
-3.690,6.8980,5.3352,0.7936,0.0398,0.7140
-3.680,4.4780,3.4742,0.5094,0.0237,0.4582
-3.670,2.9120,2.2508,0.3233,0.0219,0.3079
-3.660,4.8050,3.7844,0.5112,0.0358,0.4647
-3.650,7.3180,5.8963,0.7468,0.0408,0.6193
-3.640,6.9740,5.6791,0.6949,0.0327,0.5467
-3.630,5.5850,4.5955,0.5454,0.0220,0.3997
-3.620,4.6310,3.8602,0.4439,0.0150,0.2997
-3.610,3.5370,2.9830,0.3320,0.0103,0.2073
-3.600,3.0930,2.6232,0.2849,0.0085,0.1698
-3.590,1.5040,1.2787,0.1373,0.0041,0.0810
-3.580,0.0000,0.0000,0.0000,0.0000,0.0000
-3.570,0.0000,0.0000,0.0000,0.0000,0.0000
-3.560,0.0000,0.0000,0.0000,0.0000,0.0000
-3.550,0.0000,0.0000,0.0000,0.0000,0.0000
-3.540,0.0000,0.0000,0.0000,0.0000,0.0000
-3.530,0.0000,0.0000,0.0000,0.0000,0.0000
-3.520,0.0000,0.0000,0.0000,0.0000,0.0000
-3.510,0.0000,0.0000,0.0000,0.0000,0.0000
-3.500,0.0000,0.0000,0.0000,0.0000,0.0000
-3.490,0.0000,0.0000,0.0000,0.0000,0.0000
-3.480,0.0000,0.0000,0.0000,0.0000,0.0000
-3.470,0.0000,0.0000,0.0000,0.0000,0.0000
-3.460,0.0000,0.0000,0.0000,0.0000,0.0000
-3.450,0.0000,0.0000,0.0000,0.0000,0.0000
-3.440,0.0000,0.0000,0.0000,0.0000,0.0000
-3.430,0.0000,0.0000,0.0000,0.0000,0.0000
-3.420,0.0000,0.0000,0.0000,0.0000,0.0000
-3.410,0.0393,0.0058,0.0058,0.0002,0.0270
-3.400,1.4363,0.2114,0.1976,0.0067,0.9996
-3.390,2.3069,0.3451,0.3178,0.0106,1.6001
-3.380,1.7863,0.2766,0.2474,0.0077,1.2285
-3.370,1.7856,0.2694,0.2433,0.0069,1.2399
-3.360,2.0512,0.2893,0.2720,0.0068,1.4531
