x_norm,dv_per_unit_mV
0.020066889632107024,-13.553472642602316
0.023411371237458192,-12.331971942454167
0.026755852842809364,-11.08958407097127
0.030100334448160536,-9.819056325230946
0.033444816053511704,-8.675418088492926
0.03678929765886287,-7.670268666024604
0.04013377926421405,-6.666688663798936
0.043478260869565216,-5.814014751721608
0.046822742474916385,-5.106788598023826
0.05016722408026756,-4.502833291923913
0.05351170568561873,-4.012869871061753
0.056856187290969896,-3.7043812862824765
0.06020066889632107,-3.5292758860849816
0.06354515050167224,-3.471078300174568
0.06688963210702341,-3.513460383381961
0.07023411371237458,-3.6402273584323908
0.07357859531772575,-3.903935371716294
0.07692307692307693,-4.276197737951293
0.0802675585284281,-4.724902446318069
0.08361204013377926,-5.225544008506944
0.08695652173913043,-5.7586694341260625
0.0903010033444816,-6.302443016759085
0.09364548494983277,-6.907452295559224
0.09698996655518395,-7.531017250728134
0.10033444816053512,-8.163413010309206
0.10367892976588629,-8.830100868504331
0.10702341137123746,-9.49552977848267
0.11036789297658862,-10.138288189076583
0.11371237458193979,-10.749603674686803
0.11705685618729096,-11.310160085211685
0.12040133779264214,-11.823258151384408
0.12374581939799331,-12.29965589368387
0.12709030100334448,-12.714424761708365
0.13043478260869565,-13.09483950976631
0.13377926421404682,-13.431697784755947
0.13712374581939799,-13.730877820599119
0.14046822742474915,-13.999632604777545
0.14381270903010032,-14.223872984380215
0.1471571906354515,-14.411724881311372
0.1505016722408027,-14.570328622487416
0.15384615384615385,-14.674706413289051
0.15719063545150502,-14.739074523837381
0.1605351170568562,-14.773566220940282
0.16387959866220736,-14.779899408168262
0.16722408026755853,-14.75914536145595
0.1705685618729097,-14.712558042999646
0.17391304347826086,-14.643353559531391
0.17725752508361203,-14.554491422003046
0.1806020066889632,-14.448028357931797
0.18394648829431437,-14.327973277339368
0.18729096989966554,-14.184256242708582
0.1906354515050167,-14.032683378115696
0.1939799331103679,-13.891521806563834
0.19732441471571907,-13.72542581363767
0.20066889632107024,-13.55820983093059
0.2040133779264214,-13.382169793922927
0.20735785953177258,-13.174345643971463
0.21070234113712374,-12.984066755912238
0.2140468227424749,-12.840737825698945
0.21739130434782608,-12.662238138803072
0.22073578595317725,-12.484710860758419
0.22408026755852842,-12.335920021817603
0.22742474916387959,-12.171583900413285
0.23076923076923075,-11.998650278330913
0.23411371237458192,-11.865541107400901
0.23745819397993312,-11.724477598253902
0.2408026755852843,-11.590650294703853
0.24414715719063546,-11.47530289912213
0.24749163879598662,-11.365397314062609
0.2508361204013378,-11.251157508396226
0.25418060200668896,-11.158043702899079
0.25752508361204013,-11.0690935367308
0.2608695652173913,-11.005678512858719
0.26421404682274247,-10.947221570503096
0.26755852842809363,-10.883312517839805
0.2709030100334448,-10.851613895164203
0.27424749163879597,-10.831874077315007
0.27759197324414714,-10.78395038956792
0.2809364548494983,-10.814124987266194
0.2842809364548495,-10.834720778263307
0.28762541806020064,-10.82780989707599
0.2909698996655518,-10.868969118134064
0.294314381270903,-10.958800731446505
0.29765886287625415,-10.986791573437404
0.3010033444816054,-11.04814393941611
0.30434782608695654,-11.140793759325529
0.3076923076923077,-11.169088902331925
0.3110367892976589,-11.193598055778686
0.31438127090301005,-11.250604460837366
0.3177257525083612,-11.254936121720682
0.3210702341137124,-11.265785625500513
0.32441471571906355,-11.2469459985709
0.3277591973244147,-11.220089638868114
0.3311036789297659,-11.226066067313578
0.33444816053511706,-11.168392513918324
