normalizedCapacity,voltage
1.0,0.05
0.9822895896421984,0.05672268907563025
0.9710224740492588,0.0634453781512605
0.9611910894182696,0.07016806722689076
0.9520992248576362,0.07689075630252101
0.9434543192926206,0.08361344537815127
0.935098055649495,0.09033613445378151
0.9269326092244622,0.09705882352941177
0.9188923174130542,0.10378151260504201
0.9109305476109906,0.11050420168067226
0.9030128133436722,0.11722689075630252
0.89511283468749,0.12394957983193278
0.8872101294453907,0.130672268907563
0.8792884618976996,0.1373949579831933
0.8713348011373675,0.14411764705882352
0.8633385970107028,0.15084033613445377
0.8552912619889467,0.15756302521008403
0.8471857910812478,0.16428571428571428
0.839016476949256,0.17100840336134454
0.8307786923117193,0.17773109243697477
0.8224687209418642,0.18445378151260505
0.8140836244244353,0.19117647058823528
0.8056211356728105,0.19789915966386556
0.7970795727730366,0.2046218487394958
0.7884577684766553,0.21134453781512602
0.7797550118874335,0.2180672268907563
0.7709709997545466,0.22478991596638653
0.7621057954095477,0.23151260504201682
0.7531597938409682,0.23823529411764705
0.7441336917383182,0.24495798319327727
0.7350284615904341,0.25168067226890756
0.7258453291149128,0.2584033613445378
0.7165857534421702,0.26512605042016807
0.7072514095910922,0.2718487394957983
0.6978441728616711,0.2785714285714286
0.6883661048395399,0.2852941176470588
0.6788194407623769,0.29201680672268904
0.669206578042104,0.2987394957983193
0.6595300657721032,0.30546218487394955
0.6497925950772265,0.3121848739495798
0.6399969901876076,0.31890756302521006
0.6301462001362814,0.3256302521008403
0.6202432909962587,0.3323529411764706
0.6102914385856353,0.3390756302521008
0.6002939215800532,0.3457983193277311
0.5902541149808118,0.3525210084033613
0.5801754838944391,0.35924369747899154
0.5700615775858773,0.3659663865546218
0.5599160237727858,0.37268907563025205
0.5497425231330133,0.37941176470588234
0.539544844001163,0.38613445378151257
0.5293268172334816,0.39285714285714285
0.519092331223145,0.3995798319327731
0.5088453270504502,0.4063025210084033
0.4985897937545338,0.4130252100840336
0.4883297637150614,0.4197478991596638
0.478069308133908,0.4264705882352941
0.4678125326082335,0.43319327731092433
0.457563572787552,0.43991596638655456
0.4473265901084449,0.44663865546218484
0.437105767601486,0.45336134453781507
0.42690530576575303,0.46008403361344535
0.41672941850700984,0.4668067226890756
0.4065823291362638,0.47352941176470587
0.3964682664259621,0.4802521008403361
0.3863914607215674,0.4869747899159663
0.3763561401066887,0.4936974789915966
0.36636652662032443,0.5004201680672269
0.35642683252510754,0.5071428571428571
0.3465412566257462,0.5138655462184873
0.3367139806371139,0.5205882352941177
0.3269491656016805,0.5273109243697479
0.31725094835618184,0.5340336134453781
0.3076234380476086,0.5407563025210084
0.29807071269876184,0.5474789915966386
0.2885968158237606,0.5542016806722689
0.27920575309401596,0.5609243697478992
0.26990148905529954,0.5676470588235294
0.26068794389662386,0.5743697478991596
0.25156899027174784,0.58109243697479
0.24254845017418103,0.5878151260504202
0.2336300918666332,0.5945378151260504
0.224817626865903,0.6012605042016806
0.21611470698424917,0.607983193277311
0.20752492142832013,0.6147058823529412
0.199051793956748,0.6214285714285714
0.19069878009754304,0.6281512605042017
0.18246926442643097,0.6348739495798319
0.17436655790729638,0.6415966386554622
0.166393895295897,0.6483193277310925
0.15855443260801683,0.6550420168067227
0.15085124465322353,0.6617647058823529
0.1432873226353888,0.6684873949579831
0.1358655718211189,0.6752100840336135
0.12858880927723115,0.6819327731092437
0.12145976167838968,0.688655462184874
0.11448106318600015,0.6953781512605042
0.10765525339943549,0.7021008403361344
0.10098477538063877,0.7088235294117647
0.09447197375312344,0.715546218487395
0.08811909287635822,0.7222689075630252
0.08192827509649381,0.7289915966386554
0.07590155907434903,0.7357142857142858
0.07004087819154359,0.742436974789916
0.06434805903562113,0.7491596638655462
0.05882481996496636,0.7558823529411764
0.05347276975428317,0.7626050420168067
0.04829340632135137,0.769327731092437
0.043288115535738414,0.7760504201680672
0.03845817011009656,0.7827731092436975
0.03380472857462802,0.7894957983193277
0.029328834335254905,0.7962184873949579
0.02503141481597715,0.8029411764705883
0.02091328068585796,0.8096638655462185
0.016975125171019623,0.8163865546218487
0.013217523451985347,0.823109243697479
0.00964093214664885,0.8298319327731092
0.006245688879099709,0.8365546218487395
0.0030320119344808827,0.8432773109243697
0.0,0.85
