gamma_Si,obj,obj_ratio_to_best,rmse_pocv,a_PE,b_PE,a_NE,b_NE,bounds,LAM_PE_pct,LAM_NE_pct,LLI_pct
0.0,0.635091810751476,1.0758409817457935,0.011889256239524772,1.2600000500823634,-0.14197974916621459,1.0068340765830408,-0.00454723454408573,gamma_Si=lb,-11.898279143077897,29.050887631041984,22.94253695862013
0.025,0.6341358608043637,1.0742216093775934,0.014565639450439344,1.2684074367240121,-0.14436259101971397,1.0,-0.005103530033934023,a_NE=lb,-12.644923635059863,29.532468140388435,22.490802127098295
0.05,0.6430555924524565,1.0893315709465172,0.012489418726958832,1.2993849119137915,-0.16878332789774464,1.0,-0.004449184547018575,a_NE=lb,-15.395976038357077,29.532468140388435,22.085638604559037
0.07500000000000001,0.64804484306291,1.0977833257700833,0.030439399994961584,1.0996357969690544,-0.024418516692102533,1.196705860416636,-0.12993337577941438,-,2.343374226913038,15.671091654506824,17.273705852998297
0.1,0.6370213996604177,1.0791096915465155,0.0302327433738229,1.099496572648864,-0.02433251772767104,1.2080265910725414,-0.14372921210790215,-,2.3557384818534737,14.87334770633774,16.330358834959906
0.125,0.6278124720594541,1.0635098341033473,0.030158396110772083,1.099763432060628,-0.024379177684096778,1.212237865974267,-0.15502743386180834,-,2.3320391899783917,14.576589558030806,15.539688974493549
0.15000000000000002,0.6195661492858251,1.0495406223478434,0.03012344606307888,1.0999877939084268,-0.024420556863923155,1.220359723865275,-0.16733496823940072,-,2.3121140283306465,14.004262278336958,14.682290621875296
0.17500000000000002,0.6128354557567758,1.038138875684547,0.03003442981135963,1.099969387771721,-0.02441125273953386,1.228922581648483,-0.18038723179234503,-,2.313748643363336,13.400858824689427,13.78695657148555
0.2,0.6068300009889457,1.0279656782918625,0.0305136547387084,1.1024950833402658,-0.024285726985023123,1.2379003144038438,-0.19315632176218542,-,2.089446281041222,12.768220155723958,12.728445586619275
0.225,0.6019817357639514,1.0197527517021618,0.030530622949315647,1.1025518596487165,-0.024276673934257358,1.2481889902764185,-0.20656576450765454,-,2.084404081867246,12.043202560880092,11.803449762868103
0.25,0.5978773167076167,1.0127998951980945,0.030547827941727664,1.1025516324794686,-0.02427650349090594,1.2585091225880214,-0.22024438426530385,-,2.0844242563489135,11.315968308416805,10.864499248103462
0.275,0.5947452005127728,1.0074941127821389,0.030508778470529345,1.1024611789681993,-0.024210935883777554,1.2706993649584393,-0.23544741784216594,-,2.0924572657546063,10.456952015802994,9.82261132921955
0.30000000000000004,0.5923894083856505,1.0035034177803666,0.03097298142426266,1.1049068152517545,-0.024079668085835795,1.2813447438879881,-0.25021666631792017,-,1.8752648207846132,9.706798436927377,8.631903004448223
0.325,0.5908834492672081,1.000952333812622,0.03095782871421122,1.1047911311566816,-0.023993433200644648,1.2937194992751018,-0.2661908502613506,-,1.8855385117753711,8.83477996743104,7.5373935262890255
0.35000000000000003,0.5902662516408332,0.9999068054511325,0.030950460417116705,1.1046807822696252,-0.02391122189947504,1.3071604906277134,-0.2830081730374906,-,1.895338392788207,7.887626481066112,6.384917638268275
0.375,0.5905188902253529,1.0003347734050492,0.03103133669158769,1.1046802684096835,-0.023816747846740854,1.3203482840132263,-0.2997421295180322,-,1.8953840277413048,6.958315230514509,5.229783068491823
0.4,0.5916300037729416,1.0022169918018735,0.03149830272569155,1.1072881149216056,-0.02370462701553753,1.335536760789531,-0.31792873650243947,-,1.6637859917457583,5.888020759381294,3.7946733511016504
0.42500000000000004,0.5935574452034279,1.0054820637894626,0.03147785169322237,1.1067636990282366,-0.023303608782080865,1.3542932278993218,-0.33882966882395205,-,1.7103583994368923,4.566298815748347,2.3684214253136617
0.45,0.5964077891577173,1.010310526046703,0.031431407837867034,1.106487727092145,-0.023080651166518425,1.3745945261482544,-0.3610389854414966,-,1.7348669577805342,3.135716434600226,0.8475254511699443
0.47500000000000003,0.6001039587669056,1.016571810909348,0.031338477760549655,1.1062143585560706,-0.022876764694168713,1.3981412054323215,-0.38527450069225316,-,1.7591443129731557,1.4764400619621616,-0.8113263776449781
0.5,0.6056047691563305,1.0258901443370045,0.03244102409099804,1.1091120199747435,-0.022912019280095224,1.4,-0.3953698538458974,"a_NE=ub,gamma_Si=ub",1.5018083499566532,1.3454553965438145,-1.7007981285281093
