# worst_stage_rank(0 intact..4 pulv), f_over_pc appended (dem_fracture_scaffold.py) — mpm3d --fracture-scaffold 행-정렬 입력
1.000000,0.040621,0.020106,0.005789,0.006000,3,13.2370
1.000000,0.006905,0.007558,0.005744,0.006000,3,11.0530
1.000000,0.015428,0.022552,0.005976,0.006000,1,1.2470
1.000000,0.044833,0.031804,0.005671,0.006000,3,17.9100
1.000000,0.040863,0.044158,0.005970,0.006000,1,1.2010
1.000000,0.024479,0.014235,0.005801,0.006000,3,14.4090
1.000000,0.032170,0.031728,0.005593,0.006000,3,27.3120
1.000000,0.011049,0.043305,0.005724,0.006000,3,21.7290
1.000000,0.042577,0.008212,0.005812,0.006000,3,12.6480
1.000000,0.006692,0.031344,0.005557,0.006000,3,30.6540
1.000000,0.026046,0.042014,0.005864,0.006000,3,15.4340
1.000000,0.031700,0.003386,0.005804,0.006000,3,12.1730
1.000000,0.018771,0.002856,0.006022,0.006000,1,1.2190
1.000000,0.046996,0.038571,0.014906,0.006000,3,18.5440
1.000000,0.015118,0.012108,0.012876,0.006000,3,14.2270
1.000000,0.011915,0.048046,0.016249,0.006000,3,21.7290
1.000000,0.017576,0.033823,0.009644,0.006000,2,6.1160
1.000000,0.000729,0.002533,0.014502,0.006000,2,8.6540
1.000000,0.026173,0.026899,0.014106,0.006000,3,27.3120
1.000000,0.033233,0.015274,0.013543,0.006000,3,15.7580
1.000000,0.044378,0.012651,0.016549,0.006000,3,12.6510
1.000000,0.049836,0.023252,0.012917,0.006000,1,1.1620
1.000000,0.025592,0.006223,0.015451,0.006000,3,12.1730
1.000000,0.022452,0.041877,0.016996,0.006000,3,15.4340
1.000000,0.007391,0.032296,0.016900,0.006000,3,30.6540
1.000000,0.037422,0.001728,0.016025,0.006000,2,8.7880
1.000000,0.038212,0.025822,0.016177,0.006000,2,4.8570
1.000000,0.034618,0.039435,0.015475,0.006000,2,7.6520
1.000000,0.013337,0.022191,0.018597,0.006000,3,14.2270
1.000000,0.024807,0.017946,0.021480,0.006000,3,17.4660
1.000000,0.008563,0.022392,0.043105,0.006000,3,15.4870
1.000000,0.044911,0.019516,0.038178,0.006000,2,7.5760
1.000000,0.026174,0.025662,0.032946,0.006000,2,10.1680
1.000000,0.005091,0.020293,0.032120,0.006000,3,15.4870
1.000000,0.021256,0.013751,0.038545,0.006000,3,21.1800
1.000000,0.038000,0.026855,0.031926,0.006000,3,13.5250
1.000000,0.020702,0.047126,0.027325,0.006000,3,14.6920
1.000000,0.033522,0.009767,0.023862,0.006000,3,15.7580
1.000000,0.013566,0.030335,0.035235,0.006000,2,3.9530
1.000000,0.032776,0.015802,0.033988,0.006000,2,10.2130
1.000000,0.015301,0.041721,0.039854,0.006000,3,17.2960
1.000000,0.011806,0.039813,0.024647,0.006000,3,24.9730
1.000000,0.012986,0.005977,0.034667,0.006000,3,14.0330
1.000000,0.033187,0.038909,0.040327,0.006000,3,12.0110
1.000000,0.048849,0.000458,0.040290,0.006000,3,26.0880
1.000000,0.020768,0.024764,0.043403,0.006000,2,10.1680
1.000000,0.027181,0.005296,0.032723,0.006000,3,14.1120
1.000000,0.040251,0.008681,0.039728,0.006000,2,10.2130
1.000000,0.030959,0.031487,0.023741,0.006000,3,15.8560
