time_s_exact,electrode,sample_index,coordinate_first_m,coordinate_second_m,x_surface_first,x_surface_second,x_surface_difference_second_minus_first,x_particle_average_first,x_particle_average_second,x_particle_average_difference_second_minus_first,Eeq_V_first,Eeq_V_second,Eeq_V_difference_second_minus_first,etaMid_V_first,etaMid_V_second,etaMid_V_difference_second_minus_first,phil_V_first,phil_V_second,phil_V_difference_second_minus_first
0.01,N,0,0.0,0.0,0.011798812039618996,0.011804403125504931,0.000005591085885935,0.011720935913377717,0.011720935946053362,3.2675645E-11,1.4081548713503533,1.4078043252135994,-0.0003505461367539,-0.0544360031685136,-0.054429730564317325,0.000006272604196275,-1.3537188681818397,-1.3533745946492821,0.0003442735325576
0.01,N,1,2.1666666666666665E-7,2.1666666666666665E-7,0.01179881191611001,0.011804402995097656,0.000005591078987646,0.011720935912971572,0.011720935945651514,3.2679942E-11,1.4081548790940364,1.407804333389787,-0.0003505457042494,-0.05443591385501145,-0.05442964168552211,0.00000627216948934,-1.3537188404180087,-1.3533745668832688,0.0003442735347399
0.01,N,2,4.333333333333333E-7,4.333333333333333E-7,0.011798811792601024,0.01180440286469038,0.000005591072089356,0.011720935912565423,0.011720935945249663,3.2684240E-11,1.4081548868377196,1.4078043415659744,-0.0003505452717452,-0.05443588058386628,-0.05442960885349146,0.00000627173037482,-1.3537187571269784,-1.3533744835856891,0.0003442735412893
0.01,N,3,6.5E-7,6.5E-7,0.011798811869424431,0.011804402945871172,0.000005591076446741,0.011720935912817905,0.011720935945499621,3.2681716E-11,1.4081548820210974,1.4078043364761559,-0.0003505455449415,-0.054435890794305664,-0.05442961880175701,0.000006271992548654,-1.353718618309215,-1.3533743447570044,0.0003442735522106
0.01,N,4,8.666666666666666E-7,8.666666666666666E-7,0.011798811946664945,0.011804403027492501,0.000005591080827556,0.011720935913071752,0.011720935945750936,3.2679184E-11,1.4081548771783237,1.407804331358717,-0.0003505458196067,-0.05443595702027548,-0.054429684768499076,0.000006272251776404,-1.3537184239649267,-1.3533741503974206,0.0003442735675061
0.01,N,5,0.0000010833333333333333,0.0000010833333333333333,0.011798812223820596,0.011804403320261095,0.000005591096440499,0.011720935913982858,0.011720935946652706,3.2669848E-11,1.4081548598014055,1.4078043130029088,-0.0003505467984967,-0.05443606675377022,-0.05442979354295696,0.00000627321081326,-1.353718174094127,-1.3533739005069498,0.0003442735871772
0.01,N,6,0.0000013,0.0000013,0.011798812501810457,0.011804403613910767,0.000005591112100310,0.01172093591489671,0.011720935947557192,3.2660482E-11,1.4081548423721844,1.4078042945918594,-0.0003505477803250,-0.054436232476748225,-0.05442995830837449,0.000006274168373735,-1.3537178686967002,-1.3533735950854782,0.0003442736112220
0.01,N,7,0.0000015166666666666664,0.0000015166666666666664,0.011798812979302256,0.011804404118271177,0.000005591138968921,0.011720935916466453,0.011720935949110783,3.2644330E-11,1.4081548124347252,1.40780426296981,-0.0003505494649152,-0.05443644173349016,-0.054430165909207684,0.000006275824282476,-1.353717507772433,-1.3533732341327929,0.0003442736396401
0.01,N,8,0.0000017333333333333332,0.0000017333333333333332,0.011798813458045395,0.011804404623953232,0.000005591165907837,0.011720935918040316,0.011720935950668452,3.2628136E-11,1.4081547824188103,1.4078042312648973,-0.0003505511539130,-0.05443670695406966,-0.05443042947388199,0.00000627748018767,-1.3537170913210368,-1.3533728176486075,0.0003442736724293
0.01,N,9,0.00000195,0.00000195,0.011798814135879953,0.011804405339912274,0.000005591204032321,0.011720935920268715,0.011720935952873891,3.2605176E-11,1.4081547399203957,1.4078041863761794,-0.0003505535442163,-0.05443701573480664,-0.05443073590181835,0.00000627983298829,-1.3537166193421506,-1.353372345632563,0.0003442737095876
0.01,N,10,0.0000021666666666666665,0.0000021666666666666665,0.01179881481538302,0.011804406057633565,0.000005591242250545,0.01172093592250261,0.011720935955084756,3.2582146E-11,1.4081546973173702,1.4078041413769735,-0.0003505559403967,-0.05443738045402702,-0.054431098266765954,0.000006282187261066,-1.353716091835342,-1.3533718180842311,0.0003442737511109
0.01,N,11,0.000002383333333333333,0.000002383333333333333,0.011798815693569765,0.01180440698520095,0.000005591291631185,0.011720935925389711,0.011720935957942073,3.2552362E-11,1.4081546422574092,1.4078040832209782,-0.0003505590364310,-0.05443778875990457,-0.05443150352292103,0.00000628523698354,-1.3537155088001163,-1.3533712350031188,0.0003442737969975
0.01,N,12,0.0000026,0.0000026,0.011798816573842245,0.011804407914971251,0.000005591341129006,0.011720935928283664,0.011720935960806166,3.2522502E-11,1.4081545870666783,1.4078040249268662,-0.0003505621398121,-0.054438252979186474,-0.05443196468953215,0.000006288289654324,-1.353714870235898,-1.3533705963886558,0.0003442738472422
0.01,N,13,0.0000028166666666666667,0.0000028166666666666667,0.011798817652393384,0.011804409054159595,0.000005591401766211,0.0117209359318295,0.011720935964315397,3.2485897E-11,1.4081545194444054,1.4078039535028029,-0.0003505659416025,-0.05443876081173138,-0.05443246877539254,0.00000629203633884,-1.3537141761420621,-1.3533699022402195,0.0003442739018426
0.01,N,14,0.000003033333333333333,0.000003033333333333333,0.011798818733447557,0.011804410195991592,0.000005591462544035,0.01172093593538356,0.011720935967832772,3.2449212E-11,1.408154451665199,1.4078038819129894,-0.0003505697522096,-0.054439324532874256,-0.05443302874542377,0.000006295787450486,-1.3537134265178885,-1.3533691525570966,0.0003442739607919
0.01,N,15,0.0000032499999999999994,0.0000032499999999999994,0.01179882001237807,0.011804411546816343,0.000005591534438273,0.01172093593958818,0.011720935971993966,3.2405786E-11,1.4081543714796754,1.407803797219889,-0.0003505742597864,-0.05443993189399565,-0.05443363166284865,0.00000630023114700,-1.3537126213626203,-1.3533683473385338,0.0003442740240865
0.01,N,16,0.0000034666666666666664,0.0000034666666666666664,0.011798821294229012,0.011804412900725588,0.000005591606496576,0.0117209359438024,0.011720935976164658,3.2362258E-11,1.4081542911110483,1.407803712333399,-0.0003505787776493,-0.05444059511917976,-0.05443429043842918,0.00000630468075058,-1.3537117606753946,-1.3533674865836753,0.0003442740917193
0.01,N,17,0.000003683333333333333,0.000003683333333333333,0.011798822773556695,0.011804414463205088,0.000005591689648393,0.011720935948665858,0.01172093598097787,3.2312012E-11,1.4081541983611576,1.4078036143701123,-0.0003505839910453,-0.05444130201116226,-0.054434992189648534,0.000006309821513726,-1.3537108444553243,-1.3533665702916384,0.0003442741636859
0.01,N,18,0.0000039,0.0000039,0.01179882425622231,0.011804416029210028,0.000005591772987718,0.011720935953540288,0.01172093598580195,3.2261662E-11,1.4081541054019875,1.4078035161857891,-0.0003505892161984,-0.05444206474294511,-0.05443574977327792,0.00000631496966719,-1.3537098727014005,-1.3533655984614217,0.0003442742399788
0.01,N,19,0.0000041166666666666665,0.0000041166666666666665,0.011798825935967707,0.011804417803365488,0.000005591867397781,0.011720935959062664,0.011720935991267252,3.2204588E-11,1.4081540000864423,1.4078034049509853,-0.0003505951354570,-0.05444287116845814,-0.054436550360891456,0.000006320807566684,-1.3537088454126076,-1.3533645710920161,0.0003442743205915
0.01,N,20,0.000004333333333333333,0.000004333333333333333,0.011798827619468657,0.011804419581487466,0.000005591962018809,0.011720935964597385,0.011720935996744777,3.2147392E-11,1.408153894535434,1.4078032934674911,-0.0003506010679429,-0.05444373340977848,-0.05443740675543629,0.00000632665434219,-1.353707762587791,-1.3533634881822754,0.0003442744055156
0.01,N,21,0.00000455,0.00000455,0.011798829499655134,0.011804421567342974,0.000005592067687840,0.011720935970778744,0.011720936002862243,3.2083499E-11,1.4081537766527685,1.4078031689596604,-0.0003506076931081,-0.05444463937186739,-0.05443830618241585,0.00000633318945154,-1.3537066242258058,-1.3533623497310607,0.0003442744947451
0.01,N,22,0.000004766666666666666,0.000004766666666666666,0.011798831384014935,0.011804423557606228,0.000005592173591293,0.011720935976973828,0.011720936008993292,3.2019464E-11,1.4081536585084469,1.4078030441754752,-0.0003506143329717,-0.05444560112603969,-0.05443926139111488,0.00000633973492481,-1.3537054303253504,-1.353361155737081,0.0003442745882694
0.01,N,23,0.000004983333333333334,0.000004983333333333334,0.0117988334646686,0.011804425755188733,0.000005592290520133,0.011720935983814264,0.011720936015763007,3.1948743E-11,1.408153528057025,1.4078029063929276,-0.0003506216640974,-0.05444660662813483,-0.05444025966080224,0.00000634696733259,-1.353704180885153,-1.3533599061990715,0.0003442746860815
0.01,N,24,0.0000052,0.0000052,0.01179883554991353,0.011804427957620382,0.000005592407706852,0.011720935990669798,0.011720936022547666,3.1877868E-11,1.408153397317743,1.4078027683063519,-0.0003506290113911,-0.054447667898856134,-0.05444131368726457,0.000006354211591564,-1.3537028759037641,-1.3533586011155931,0.0003442747881710
0.01,N,25,0.000005416666666666667,0.000005416666666666667,0.011798837831063332,0.011804430366959724,0.000005592535896392,0.011720935998169415,0.011720936029969722,3.1800307E-11,1.4081532542957491,1.4078026172472164,-0.0003506370485327,-0.05444877294476247,-0.05444241080337209,0.00000636214139038,-1.353701515379786,-1.353357240485257,0.000344274894529
0.01,N,26,0.000005633333333333333,0.000005633333333333333,0.011798840117222511,0.011804432781589791,0.000005592664367280,0.011720936005685498,0.011720936037408088,3.1722590E-11,1.408153110959681,1.407802465856367,-0.000350645103314,-0.05444993373610596,-0.05444356365157432,0.00000637008453164,-1.3537000993116188,-1.353355824306474,0.0003442750051448
0.01,N,27,0.000005849999999999999,0.000005849999999999999,0.011798842598900147,0.011804435402718692,0.000005592803818545,0.011720936013844389,0.011720936045482593,3.1638204E-11,1.4081529553651284,1.407802301518593,-0.0003506538465354,-0.05445113833001258,-0.05444475961818651,0.00000637871182607,-1.3536986276977405,-1.3533543525777323,0.0003442751200082
0.01,N,28,0.000006066666666666666,0.000006066666666666666,0.011798845086005464,0.011804438029580094,0.000005592943574630,0.011720936022021127,0.011720936053574759,3.1553632E-11,1.4081527994302745,1.4078021368214062,-0.0003506626088683,-0.05445239864643314,-0.054446011292475616,0.000006387353957524,-1.3536971005363998,-1.3533528252972928,0.0003442752391070
0.01,N,29,0.000006283333333333333,0.000006283333333333333,0.011798847768245442,0.011804440862534134,0.000005593094288692,0.011720936030839416,0.011720936062301832,3.1462416E-11,1.4081526312609989,1.407801959202762,-0.0003506720582369,-0.054453702792907066,-0.05444730611404691,0.000006396678860156,-1.353695517825952,-1.353351242463521,0.000344275362431
0.01,N,30,0.0000065,0.0000065,0.011798850456331627,0.01180444370166268,0.000005593245331053,0.011720936039676926,0.011720936071047917,3.1370991E-11,1.408152462725182,1.407801781196993,-0.000350681528189,-0.05445506263923616,-0.05444865661914089,0.00000640602009527,-1.3536938795644935,-1.3533496040745263,0.0003442754899672
0.01,N,31,0.000006716666666666666,0.000006716666666666666,0.011798853339171238,0.01180444674648033,0.000005593407309092,0.011720936049154734,0.011720936080427664,3.1272930E-11,1.408152281978846,1.4078015902950667,-0.0003506916837793,-0.05445646634322654,-0.054450050300497876,0.000006416042728664,-1.3536921857502568,-1.3533479101285526,0.0003442756217042
0.01,N,32,0.000006933333333333333,0.000006933333333333333,0.011798856228275813,0.01180444979791473,0.000005593569638917,0.01172093605865314,0.01172093608982779,3.117465E-11,1.4081521008397135,1.407801398978288,-0.0003507018614255,-0.054457925724676226,-0.05445149964148288,0.000006426083193346,-1.3536904363811855,-1.3533461606235582,0.0003442757576273
0.01,N,33,0.000007149999999999999,0.000007149999999999999,0.011798859311755136,0.01180445305463733,0.000005593742882194,0.011720936068790603,0.011720936099860352,3.1069749E-11,1.408151907513804,1.4078011947904883,-0.0003507127233157,-0.05445942899151146,-0.05445299218782296,0.00000643680368850,-1.3536886314553904,-1.3533443555576652,0.0003442758977252
0.01,N,34,0.000007366666666666666,0.000007366666666666666,0.011798862401918424,0.011804456318419181,0.000005593916500757,0.01172093607895004,0.01172093610991466,3.096462E-11,1.4081517137688275,1.4078009901600923,-0.0003507236087352,-0.054460987913672376,-0.05445454037015729,0.000006447543515086,-1.3536867709706617,-1.3533424949286792,0.0003442760419825
0.01,N,35,0.0000075833333333333324,0.0000075833333333333324,0.01179886568608035,0.011804459787090972,0.000005594101010622,0.0117209360897473,0.011720936120600167,3.0852867E-11,1.4081515078606552,1.4078007726836448,-0.0003507351770104,-0.0544625907490599,-0.05445613178704667,0.00000645896201323,-1.3536848549249887,-1.3533405787346031,0.0003442761903856
0.01,N,36,0.0000078,0.0000078,0.01179886897734551,0.011804463263264786,0.000005594285919276,0.011720936100567911,0.011720936131308786,3.0740875E-11,1.4081513015071292,1.4078005547368404,-0.0003507467702888,-0.05446424921790194,-0.05445777881655611,0.00000647040134583,-1.353682883316007,-1.353338606973088,0.000344276342919
0.01,N,37,0.000008016666666666666,0.000008016666666666666,0.011798872462235712,0.011804466943932886,0.000005594481697174,0.011720936112025123,0.011720936142647395,3.0622272E-11,1.4081510830138309,1.4078003239687913,-0.0003507590450396,-0.05446595162793,-0.054459469109934266,0.000006482517995734,-1.3536808561415867,-1.3533365796420171,0.0003442764995696
0.01,N,38,0.000008233333333333333,0.000008233333333333333,0.011798875954648706,0.011804470632546079,0.000005594677897373,0.011720936123507067,0.011720936154010472,3.0503405E-11,1.4081508640488734,1.407800092702606,-0.0003507713462674,-0.0544677096498023,-0.054461214992815865,0.000006494656986435,-1.3536787733992062,-1.3533344967388876,0.0003442766603186
0.01,N,39,0.000008449999999999999,0.000008449999999999999,0.011798879640315644,0.011804474525260473,0.000005594884944829,0.011720936135624388,0.011720936166002338,3.0377950E-11,1.4081506329674103,1.407799848639821,-0.0003507843275893,-0.05446951164094038,-0.054463004168992635,0.000006507471947745,-1.3536766350866178,-1.3533323582614651,0.0003442768251527
0.01,N,40,0.000008666666666666666,0.000008666666666666666,0.011798883333925234,0.01180447842636334,0.000005595092438106,0.011720936147767825,0.011720936178020041,3.0252216E-11,1.4081504013879642,1.407799604051101,-0.0003507973368632,-0.05447136922257112,-0.05446484891181336,0.00000652031075776,-1.3536744412011426,-1.3533301642070896,0.0003442769940530
0.01,N,41,0.000008883333333333332,0.000008883333333333332,0.011798887220420187,0.011804482531176923,0.000005595310756736,0.011720936160545432,0.011720936190665327,3.0119895E-11,1.4081501577151214,1.4077993466902643,-0.0003508110248571,-0.054473270801668194,-0.05446673697746918,0.000006533824199014,-1.3536721917404149,-1.3533279145734105,0.0003442771670044
0.01,N,42,0.0000091,0.0000091,0.011798891115277974,0.011804486644822693,0.000005595529544719,0.01172093617335053,0.011720936203337822,2.9987292E-11,1.4081499135179516,1.4077990887756724,-0.0003508247422792,-0.05447522795016457,-0.054468680587164364,0.000006547363000206,-1.353669886701598,-1.3533256093576111,0.0003442773439869
0.01,N,43,0.000009316666666666665,0.000009316666666666665,0.011798895202655015,0.011804490961791245,0.000005595759136230,0.011720936186788596,0.011720936216636706,2.9848110E-11,1.4081496572503391,1.4077988181132863,-0.0003508391370528,-0.054477229124449966,-0.05447066754935026,0.000006561575099706,-1.3536675260822093,-1.3533232485572242,0.0003442775249851
0.01,N,44,0.000009533333333333332,0.000009533333333333332,0.011798899298815401,0.011804495288036034,0.000005595989220633,0.011720936200255543,0.011720936229964169,2.9708626E-11,1.4081494004320343,1.4077985468693044,-0.0003508535627299,-0.05447928584729822,-0.05447271003322762,0.00000657581407060,-1.3536651098792531,-1.3533208321692745,0.0003442777099786
0.01,N,45,0.00000975,0.00000975,0.011798903587131402,0.011804499817218206,0.000005596230086804,0.011720936214354268,0.011720936243916836,2.9562568E-11,1.4081491315660866,1.4077982629016914,-0.0003508686643952,-0.05448138662438118,-0.05447479589936699,0.00000659072501419,-1.3536626380901313,-1.3533183601911805,0.0003442778989508
0.01,N,46,0.000009966666666666667,0.000009966666666666667,0.011798907884651617,0.01180450435612104,0.000005596471469423,0.011720936228483247,0.01172093625789945,2.9416203E-11,1.4081488621230587,1.407797978324619,-0.0003508837984397,-0.05448354292944724,-0.054476937265103276,0.000006605664343964,-1.3536601107116875,-1.353315832619808,0.0003442780918795
0.01,N,47,0.000010183333333333331,0.000010183333333333331,0.011798912373966254,0.011804509097578391,0.000005596723612137,0.01172093624324283,0.011720936272506097,2.9263267E-11,1.4081485806550336,1.4077976810479196,-0.0003508996071140,-0.05448574331731826,-0.0544791220429901,0.00000662127432816,-1.3536575277412077,-1.353313249452461,0.0003442782887467
0.01,N,48,0.0000104,0.0000104,0.011798916872906358,0.01180451384920122,0.000005596976294862,0.011720936258034054,0.01172093628714406,2.9110006E-11,1.4081482985835174,1.4077973831338724,-0.0003509154496450,-0.054487999212846416,-0.0544813622986311,0.000006636914215316,-1.3536548891753768,-1.353310610685845,0.0003442784895318
0.01,N,49,0.000010616666666666666,0.000010616666666666666,0.011798921563282121,0.011804518802998213,0.000005597239716092,0.011720936273454694,0.011720936302404884,2.8950190E-11,1.4081480045094972,1.4077970725440452,-0.0003509319654520,-0.054490299219873695,-0.054483645996429075,0.000006653223444620,-1.3536521950113662,-1.3533079163171515,0.0003442786942147
0.01,N,50,0.000010833333333333334,0.000010833333333333334,0.011798926263704984,0.01180452376740589,0.000005597503700906,0.01172093628890837,0.0117209363176984,2.879003E-11,1.4081477098055506,1.4077967612889568,-0.0003509485165938,-0.054492654714489275,-0.05448598515039116,0.000006669564098115,-1.3536494452456964,-1.3533051663429245,0.0003442789027719
0.01,N,51,0.000011049999999999998,0.000011049999999999998,0.011798931155207148,0.011804528933609856,0.000005597778402708,0.01172093630499029,0.011720936333613617,2.8623327E-11,1.408147403121443,1.4077964373817804,-0.0003509657396626,-0.054495054349425365,-0.05448836777663768,0.000006686572787685,-1.353646639875428,-1.3533023607602432,0.0003442791151848
0.01,N,52,0.000011266666666666667,0.000011266666666666667,0.01179893605717845,0.01180453411087014,0.00000559805369169,0.01172093632110663,0.011720936349562904,2.8456274E-11,1.408147095780948,1.4077961127814027,-0.0003509829995453,-0.05449750945213272,-0.0544908058377076,0.00000670361442512,-1.353643778896918,-1.35329949956549,0.000344279331428
