start_time_s_exact,end_time_s_exact,actual_step_s_exact,interval_required_cap_s_exact,region,within_cap_with_1e-12s_roundoff,at_cap_with_1e-12s_roundoff,step_to_cap_ratio,step_index,time_log_s,step_log_s,raw_native_log_line
0.0,0.00001002,0.00001002,0.000125,before_0.1,True,False,0.08016,1,1.002e-05,1e-05,1   1.002e-05       1e-05 out   12   10   18     1     0      0    2e-10  1.9e-14
0.00001002,0.00002002,0.00001000,0.000125,before_0.1,True,False,0.08,2,2.002e-05,1e-05,2   2.002e-05       1e-05 out   14   11   20     1     0      0  5.2e-11    2e-15
0.00002002,0.00004002,0.00002000,0.000125,before_0.1,True,False,0.16,3,4.002e-05,2e-05,3   4.002e-05       2e-05 out   16   12   22     2     0      0  9.8e-11  1.2e-15
0.00004002,0.00007001,0.00002999,0.000125,before_0.1,True,False,0.23992,4,7.001e-05,2.999e-05,4   7.001e-05   2.999e-05 out   18   13   24     2     0      0  8.9e-11  4.9e-16
0.00007001,0.00010,0.00002999,0.000125,before_0.1,True,False,0.23992,5,0.0001,2.999e-05,5      0.0001   2.999e-05 out   20   14   26     2     0      0  1.4e-10  1.7e-15
0.00010,0.00015000000000000001,0.00005000000000000001,0.000125,before_0.1,True,False,0.4000000000000001,6,0.00015,5e-05,6     0.00015       5e-05 out   22   15   28     2     0      0  1.3e-10  4.2e-16
0.00015000000000000001,0.00020,0.00004999999999999999,0.000125,before_0.1,True,False,0.3999999999999999,7,0.0002,5e-05,7      0.0002       5e-05 out   24   16   30     2     0      0  9.9e-11  1.1e-15
0.00020,0.0002999999999999999,0.0000999999999999999,0.000125,before_0.1,True,False,0.7999999999999992,8,0.0003,0.0001,8      0.0003      0.0001 out   26   17   32     2     0      0  5.1e-11    8e-15
0.0002999999999999999,0.0003999999999999998,0.0000999999999999999,0.000125,before_0.1,True,False,0.7999999999999992,9,0.0004,0.0001,9      0.0004      0.0001 out   28   18   34     2     0      0  4.4e-11  5.7e-15
0.0003999999999999998,0.00050,0.0001000000000000002,0.000125,before_0.1,True,False,0.8000000000000016,10,0.0005,0.0001,10      0.0005      0.0001 out   30   19   36     2     0      0    8e-11  1.2e-14
0.00050,0.00060,0.00010,0.000125,before_0.1,True,False,0.8,11,0.0006,0.0001,11      0.0006      0.0001 out   32   20   38     2     0      0    2e-10    7e-15
0.00060,0.0006999999999999999,0.0000999999999999999,0.000125,before_0.1,True,False,0.7999999999999992,12,0.0007,0.0001,12      0.0007      0.0001 out   34   21   40     2     0      0    8e-11  6.7e-15
0.0006999999999999999,0.0007999999999999998,0.0000999999999999999,0.000125,before_0.1,True,False,0.7999999999999992,13,0.0008,0.0001,13      0.0008      0.0001 out   36   22   42     2     0      0  7.9e-11  5.6e-15
0.0007999999999999998,0.0008999999999999998,0.0001000000000000000,0.000125,before_0.1,True,False,0.8,14,0.0009,0.0001,14      0.0009      0.0001 out   38   23   44     2     0      0  2.7e-11  5.7e-15
0.0008999999999999998,0.001,0.0001000000000000002,0.000125,before_0.1,True,False,0.8000000000000016,15,0.001,0.0001,15       0.001      0.0001 out   40   24   46     2     0      0  8.1e-11  3.6e-15
0.001,0.0011250000000000001,0.0001250000000000001,0.000125,before_0.1,True,True,1.0000000000000009,16,0.001125,0.000125,16    0.001125    0.000125 out   42   25   48     2     0      0  8.5e-12  6.1e-15
0.0011250000000000001,0.0012500000000000002,0.0001250000000000001,0.000125,before_0.1,True,True,1.0000000000000009,17,0.00125,0.000125,17     0.00125    0.000125 out   44   26   50     2     0      0  1.3e-10  6.1e-15
0.0012500000000000002,0.0013750000000000004,0.0001250000000000002,0.000125,before_0.1,True,True,1.0000000000000016,18,0.001375,0.000125,18    0.001375    0.000125 out   46   27   52     2     0      0  1.4e-10  6.1e-15
0.0013750000000000004,0.0015000000000000005,0.0001250000000000001,0.000125,before_0.1,True,True,1.0000000000000009,19,0.0015,0.000125,19      0.0015    0.000125 out   48   28   54     2     0      0    5e-11  5.3e-15
0.0015000000000000005,0.0016250000000000006,0.0001250000000000001,0.000125,before_0.1,True,True,1.0000000000000009,20,0.001625,0.000125,20    0.001625    0.000125 out   50   29   56     2     0      0  5.4e-11  3.3e-15
0.0016250000000000006,0.0017500000000000007,0.0001250000000000001,0.000125,before_0.1,True,True,1.0000000000000009,21,0.00175,0.000125,21     0.00175    0.000125 out   52   30   58     2     0      0  4.3e-12  2.1e-15
0.0017500000000000007,0.0018750000000000004,0.0001249999999999997,0.000125,before_0.1,True,True,0.9999999999999976,22,0.001875,0.000125,22    0.001875    0.000125 out   54   31   60     2     0      0  3.8e-11  2.1e-15
0.0018750000000000004,0.002,0.0001249999999999996,0.000125,before_0.1,True,True,0.9999999999999968,23,0.002,0.000125,23       0.002    0.000125 out   56   32   62     2     0      0  9.1e-11  2.3e-15
0.002,0.002125,0.000125,0.000125,before_0.1,True,True,1.0,24,0.002125,0.000125,24    0.002125    0.000125 out   58   33   64     2     0      0    1e-10    1e-15
0.002125,0.0022500000000000003,0.0001250000000000003,0.000125,before_0.1,True,True,1.0000000000000024,25,0.00225,0.000125,25     0.00225    0.000125 out   60   34   66     2     0      0  1.6e-10  1.2e-15
0.0022500000000000003,0.0023750000000000004,0.0001250000000000001,0.000125,before_0.1,True,True,1.0000000000000009,26,0.002375,0.000125,26    0.002375    0.000125 out   62   35   68     2     0      0  2.3e-11  1.1e-15
0.0023750000000000004,0.0025000000000000005,0.0001250000000000001,0.000125,before_0.1,True,True,1.0000000000000009,27,0.0025,0.000125,27      0.0025    0.000125 out   64   36   70     2     0      0  1.8e-10    1e-15
