gamma_Si,obj,obj_ratio_to_best,rmse_pocv,a_PE,b_PE,a_NE,b_NE,bounds,LAM_PE_pct,LAM_NE_pct,LLI_pct
0.0,0.6211914044670083,1.0606923394239358,0.011770997963626245,1.2522388010229106,-0.14144050755310517,1.0067076357574105,-0.004634618555796402,gamma_Si=lb,-8.195857664344002,26.07843201857407,21.57359439389152
0.025,0.6279624262085106,1.0722539464256404,0.009957245363826625,1.288692760660877,-0.1688752208283309,1.0004921143339527,-0.0032852686834119104,-,-11.345550378760207,26.534831744894273,21.03432178804992
0.05,0.6375007847133237,1.0885408166623836,0.029662071765674956,1.091793386504787,-0.02425980965428838,1.1852659022804952,-0.11818993580929567,-,5.666936890431946,12.967071213705333,16.631442251703668
0.07500000000000001,0.625372097075942,1.0678309260043266,0.02952590664418219,1.09165398180548,-0.02420288962002146,1.1943334501583829,-0.13085580329475252,-,5.678981726442178,12.30124994338607,15.74670102313548
0.1,0.6151671711890062,1.0504058833607484,0.02935090840514401,1.091590320228219,-0.02415685152000682,1.2004461896116019,-0.1434117934215154,-,5.684482210013203,11.85239739772726,14.865124894359285
0.125,0.6070126590946292,1.036481948727965,0.02926081958621714,1.0915538042775887,-0.02408695497900481,1.209816995140614,-0.15661923447898285,-,5.687637258869414,11.16430821140414,13.934158954663431
0.15000000000000002,0.6001388115754673,1.0247447653839696,0.029198535836793126,1.091480052751875,-0.024012742201240632,1.2162775300954765,-0.16937152608598127,-,5.694009533528304,10.689917378455965,13.03750927045969
0.17500000000000002,0.5949636893102246,1.0159081773326024,0.029179531763144962,1.0912562711105742,-0.023857752675962476,1.2257717500652952,-0.1831716698821609,-,5.713344700742655,9.992765989113877,12.07205402453864
0.2,0.5908980353814659,1.0089660207831517,0.02921315286465135,1.0911883787086833,-0.023801699679513334,1.2332686589543724,-0.19669165795835672,-,5.719210735755691,9.44227522058252,11.122292245754181
0.225,0.5881342595605894,1.0042468379032725,0.029629547236723217,1.0944360590452529,-0.023665403852980018,1.2441519826665686,-0.2112863910760094,-,5.438604864776656,8.643123287012768,9.858204077720554
0.25,0.5862971436531206,1.0011099387838167,0.029693141940409718,1.0943103308457895,-0.02355534416222293,1.2552341329288446,-0.22636246821724065,-,5.449468024712618,7.829371712180549,8.799302459098568
0.275,0.585587930988335,0.9998989490065097,0.02980603292523552,1.094132000271742,-0.023425653111755,1.2660320537992662,-0.24183948288343735,-,5.464876131689572,7.0364908266785795,7.714529010392654
0.30000000000000004,0.5859195783948031,1.0004652412328685,0.029916577157305887,1.0939572196077607,-0.02330026009867054,1.2796474915460656,-0.2585110994500309,-,5.479977519561561,6.036722402115397,6.545815363013649
0.325,0.5872214057301989,1.0026881282077644,0.03001761503288061,1.0937284668324834,-0.023132654798665168,1.295277159532279,-0.27654426735083726,-,5.499742202379256,4.889050999284798,5.282197490294969
0.35000000000000003,0.5893265889230042,1.0062827556762635,0.0304005506578846,1.0963091597113592,-0.022983588224924856,1.31120686466625,-0.29509142065726657,-,5.276765339523588,3.7193481588976103,3.786211696710652
0.375,0.5921629783005482,1.0111259271412094,0.030519722410351956,1.0958271988340194,-0.022637874670349944,1.329313219373929,-0.31507713349724065,-,5.318407692756735,2.3898160456217448,2.3905901250912978
0.4,0.5953647946167577,1.0165930698196564,0.02908797429312531,1.0940714350277834,-0.021432502522407897,1.4,-0.3756410070373178,a_NE=ub,5.4701090860664925,-2.8006458857680356,-1.828974871738874
0.42500000000000004,0.5996393083368377,1.0238918571580637,0.029780697531059087,1.0943265821418522,-0.021561305592754886,1.4,-0.3840472757918286,a_NE=ub,5.448063881258342,-2.8006458857680356,-2.4289053068009445
0.45,0.6049810928473018,1.033013023143875,0.030570807398107764,1.0947987620372455,-0.021778125570458638,1.4,-0.3881347139731086,a_NE=ub,5.40726662380856,-2.8006458857680356,-2.7342486775256867
0.47500000000000003,0.6116937540246001,1.044474978729075,0.03177539844578307,1.0990536505870034,-0.02219197036461447,1.4,-0.3962233563347394,a_NE=ub,5.039636012513642,-2.8006458857680356,-3.573028304786823
0.5,0.6213667202475852,1.0609916933816705,0.03282084651256603,1.0995261584805427,-0.022345719333632344,1.4,-0.40425407828321225,"a_NE=ub,gamma_Si=ub",4.998810415388816,-2.8006458857680356,-4.160082682048091
