% Model,failed_normal_copy.mph
% Version,COMSOL 6.3.0.290
% Date,"Sep 15 2026, 15:41"
% Table,Table 4 - Point Evaluation 1
% Time (s),"t (s), Point: 1","phis (V), Point: 1","phil (V), Point: 1","liion.Eeq_per1 (V), Point: 1","liion.eta_per1 (V), Point: 1","liion.etamid_per1 (V), Point: 1","liion.socloc_surface (1), Point: 1","liion.cs_average/liion.csmax (1), Point: 1","liion.cs_surface (mol/m^3), Point: 1","liion.pce1.per1.minput_concentration (mol/m^3), Point: 1","liion.csmax (mol/m^3), Point: 1","mat35.def.Eeq(liion.socloc_surface)+mat35.def.dEeqdT(liion.socloc_surface)*(T_init-298[K]) (V), Point: 1","liion.Isx (A/m^2), Point: 1"
0,0,0,-1.3585419293757939,1.4130534126086267,-0.054511483232832836,-0.054511483232832836,0.011720682053237088,0.011720681490508403,369.28352945134094,369.28352945134094,31507,1.4130534126086267,-2.503599521819253
1.002E-5,1.002E-5,0,-1.3585246502206412,1.4130358774424248,-0.05451122722178359,-0.05451122722178359,0.011720961732885445,0.011720681744716356,369.2923413180217,369.2923413180217,31507,1.4130358774424248,-2.5035995218217164
2.002E-5,2.002E-5,0,-1.358507489587719,1.4130184625273112,-0.054510972939592284,-0.054510972939592284,0.011721239494571815,0.011720681998925698,369.3010927554742,369.3010927554742,31507,1.4130184625273112,-2.5035995218241545
4.002E-5,4.002E-5,0,-1.3584734412059136,1.4129839094495085,-0.054510468243594845,-0.054510468243594845,0.011721790603842075,0.011720682507347542,369.3184565552522,369.3184565552522,31507,1.4129839094495085,-2.503599521828971
7.001E-5,7.001E-5,0,-1.358423221053098,1.4129329443259275,-0.05450972327282955,-0.05450972327282955,0.011722603479390407,0.011720683269735875,369.34406782515356,369.34406782515356,31507,1.4129329443259275,-2.5035995218360703
1.0E-4,1.0E-4,0,-1.3583739894964992,1.4128829817896131,-0.0545089922931139,-0.0545089922931139,0.011723400364029326,0.011720684032135862,369.36917526947195,369.36917526947195,31507,1.4128829817896131,-2.503599521843029
1.5000000000000001E-4,1.5000000000000001E-4,0,-1.3582940498930818,1.4128018537886544,-0.05450780389557264,-0.05450780389557264,0.011724694326716564,0.011720685303251778,369.4099441518588,369.4099441518588,31507,1.4128018537886544,-2.50359952185431
2.0E-4,2.0E-4,0,-1.3582166930614323,1.412723345146491,-0.05450665208505856,-0.05450665208505856,0.01172594651156501,0.011720686574398901,369.44939673987875,369.44939673987875,31507,1.412723345146491,-2.5035995218652083
2.999999999999999E-4,2.999999999999999E-4,0,-1.3580691029530176,1.4125735524777923,-0.05450444952477462,-0.05450444952477462,0.011728335651218735,0.011720689116781634,369.52467136294865,369.52467136294865,31507,1.4125735524777923,-2.5035995218859344
3.999999999999998E-4,3.999999999999998E-4,0,-1.3579304142331197,1.4124327875661757,-0.054502373333056076,-0.054502373333056076,0.01173058080136605,0.011720691659277348,369.59540930864017,369.59540930864017,31507,1.4124327875661757,-2.503599521905328
5.0E-4,5.0E-4,0,-1.3577998226380024,1.4123002348912552,-0.05450041225325286,-0.05450041225325286,0.011732694969266327,0.011720694201879246,369.66202039667417,369.66202039667417,31507,1.4123002348912552,-2.503599521923518
6.0E-4,6.0E-4,0,-1.3576765802942492,1.4121751361099193,-0.05449855581567009,-0.05449855581567009,0.011734690250221788,0.01172069674458095,369.7248857137379,369.7248857137379,31507,1.4121751361099193,-2.50359952194061
6.999999999999999E-4,6.999999999999999E-4,0,-1.357560008737328,1.4120568032523337,-0.054496794515005664,-0.054496794515005664,0.011736577617105975,0.011720699287376608,369.78435098215795,369.78435098215795,31507,1.4120568032523337,-2.5035995219567195
7.999999999999998E-4,7.999999999999998E-4,0,-1.3574494978273255,1.411944617621675,-0.05449511979434951,-0.05449511979434951,0.011738366937912616,0.011720701830260886,369.8407271128128,369.8407271128128,31507,1.411944617621675,-2.503599521971931
8.999999999999998E-4,8.999999999999998E-4,0,-1.3573445004141715,1.4118380243852697,-0.05449352397109819,-0.05449352397109819,0.011740067062025008,0.011720704373228927,369.89429292322194,369.89429292322194,31507,1.4118380243852697,-2.5035995219863207
0.001,0.001,0,-1.3572445261001964,1.4117365262508799,-0.05449200015068345,-0.05449200015068345,0.011741685921077034,0.011720706916276325,369.9452983153741,369.9452983153741,31507,1.4117365262508799,-2.5035995219999796
0.0011250000000000001,0.0011250000000000001,0,-1.3571258910497062,1.4116160773965767,-0.05449018634687053,-0.05449018634687053,0.011743607037354359,0.011720710095190493,370.00582692592377,370.00582692592377,31507,1.4116160773965767,-2.503599522016117
0.0012500000000000002,0.0012500000000000002,0,-1.3570136583968657,1.4115021230643443,-0.05448846466747859,-0.05448846466747859,0.011745424568320426,0.01172071327421532,370.0630918740717,370.0630918740717,31507,1.4115021230643443,-2.5035995220313225
0.0013750000000000004,0.0013750000000000004,0,-1.3569071757288274,1.4113940016231286,-0.054486825894301205,-0.054486825894301205,0.01174714906675463,0.011720716453344627,370.11742564623813,370.11742564623813,31507,1.4113940016231286,-2.503599522045659
0.0015000000000000005,0.0015000000000000005,0,-1.3568058623734613,1.4112911241831594,-0.05448526180969804,-0.05448526180969804,0.011748789925238826,0.011720719632572799,370.1691241744997,370.1691241744997,31507,1.4112911241831594,-2.5035995220592486
0.0016250000000000006,0.0016250000000000006,0,-1.356709205834819,1.4111929709825801,-0.05448376514776121,-0.05448376514776121,0.011750355433789276,0.011720722811894761,370.2184486523987,370.2184486523987,31507,1.4111929709825801,-2.503599522072178
0.0017500000000000007,0.0017500000000000007,0,-1.356616754808847,1.4110990843067408,-0.05448232949789378,-0.05448232949789378,0.011751852892791466,0.011720725991305943,370.26562909318073,370.26562909318073,31507,1.4110990843067408,-2.5035995220844733
0.0018750000000000004,0.0018750000000000004,0,-1.35652811179994,1.4110090610026396,-0.054480949202699636,-0.054480949202699636,0.011753288732391997,0.011720729170802233,370.3108680914746,370.3108680914746,31507,1.4110090610026396,-2.5035995220962404
0.002,0.002,0,-1.3564429262833069,1.4109225455466499,-0.05447961926334299,-0.05447961926334299,0.01175466862306596,0.011720732350379884,370.3543443069392,370.3543443069392,31507,1.4109225455466499,-2.503599522107492
0.002125,0.002125,0,-1.3563608886465768,1.4108392239021588,-0.05447833525558199,-0.05447833525558199,0.011755997573585345,0.011720735530035524,370.39621555095346,370.39621555095346,31507,1.4108392239021588,-2.5035995221183107
0.0022500000000000003,0.0022500000000000003,0,-1.3562817249086296,1.4107588181651243,-0.054477093256494635,-0.054477093256494635,0.011757280016420525,0.011720738709766067,370.4366214773615,370.4366214773615,31507,1.4107588181651243,-2.503599522128675
0.0023750000000000004,0.0023750000000000004,0,-1.3562051921432483,1.410681081924142,-0.05447588978089368,-0.05447588978089368,0.011758519881745552,0.01172074188956871,370.4756859141571,370.4756859141571,31507,1.410681081924142,-2.50359952213869
0.0025000000000000005,0.0025000000000000005,0,-1.3561310745208957,1.4106057962471432,-0.054474721726247566,-0.054474721726247566,0.01175972066144884,0.011720745069440888,370.5135188802686,370.5135188802686,31507,1.4106057962471432,-2.5035995221483516
0.0026250000000000006,0.0026250000000000006,0,-1.3560591798857953,1.410532766210778,-0.05447358632498278,-0.05447358632498278,0.011760885464488328,0.011720748249380231,370.55021832963376,370.55021832963376,31507,1.410532766210778,-2.5035995221576925
0.0027500000000000007,0.0027500000000000007,0,-1.35598933679445,1.4104618178975865,-0.054472481103136516,-0.054472481103136516,0.011762017064785477,0.011720751429384594,370.585871660196,370.585871660196,31507,1.4104618178975865,-2.5035995221667386
0.002875000000000001,0.002875000000000001,0,-1.3559213919513078,1.4103927957958204,-0.054471403844512656,-0.054471403844512656,0.011763117942697226,0.01172075460945195,370.6205570205615,370.6205570205615,31507,1.4103927957958204,-2.5035995221755236
0.003000000000000001,0.003000000000000001,0,-1.3558552079862245,1.4103255605457683,-0.0544703525595438,-0.0544703525595438,0.011764190320961288,0.011720757789580472,370.6543444425273,370.6543444425273,31507,1.4103255605457683,-2.5035995221840355
0.003125000000000001,0.003125000000000001,0,-1.3557906615261537,1.4102599869843873,-0.054469325458233575,-0.054469325458233575,0.011765236195883556,0.01172076096976843,370.6872968237032,370.6872968237032,31507,1.4102599869843873,-2.503599522192344
0.003250000000000001,0.003250000000000001,0,-1.3557276415202872,1.4101959624469083,-0.05446832092662102,-0.05446832092662102,0.011766257364426923,0.011720764150014246,370.7194707809991,370.7194707809991,31507,1.4101959624469083,-2.5035995222004117
0.0033750000000000013,0.0033750000000000013,0,-1.3556660477836902,1.4101333852899534,-0.0544673375062632,-0.0544673375062632,0.011767255447767026,0.01172076733031642,370.75091739279566,370.75091739279566,31507,1.4101333852899534,-2.503599522208286
0.0035000000000000014,0.0035000000000000014,0,-1.3556057897294123,1.4100721636057678,-0.054466373876355556,-0.054466373876355556,0.011768231911799787,0.011720770510673568,370.7816828450759,370.7816828450759,31507,1.4100721636057678,-2.5035995222159606
0.0036250000000000015,0.0036250000000000015,0,-1.3555467852633574,1.4100122141014586,-0.05446542883810124,-0.05446542883810124,0.011769188085017146,0.011720773691084398,370.8118089946352,370.8118089946352,31507,1.4100122141014586,-2.503599522223471
0.0037500000000000016,0.0037500000000000016,0,-1.3554889598197848,1.4099534611208446,-0.05446450130105984,-0.05446450130105984,0.01177012517410821,0.01172077687154769,370.84133386062734,370.84133386062734,31507,1.4099534611208446,-2.5035995222308087
0.0038750000000000017,0.0038750000000000017,0,-1.355432245518465,1.4098958357896503,-0.05446359027118519,-0.05446359027118519,0.011771044277593122,0.011720780052062292,370.8702920541265,370.8702920541265,31507,1.4098958357896503,-2.5035995222379968
0.004000000000000002,0.004000000000000002,0,-1.3553765804271534,1.409839275267497,-0.05446269484034372,-0.05446269484034372,0.01177194639775351,0.011720783232627121,370.89871515401984,370.89871515401984,31507,1.409839275267497,-2.5035995222450227
0.004125000000000002,0.004125000000000002,0,-1.3553219079153365,1.4097837220924447,-0.05446181417710827,-0.05446181417710827,0.011772832451086832,0.011720786413241159,370.9266320363928,370.9266320363928,31507,1.4097837220924447,-2.503599522251918
0.004250000000000002,0.004250000000000002,0,-1.3552681760871532,1.4097291236058245,-0.054460947518671254,-0.054460947518671254,0.01177370327748008,0.011720789593903444,370.9540691635649,370.9540691635649,31507,1.4097291236058245,-2.5035995222586807
0.004375000000000002,0.004375000000000002,0,-1.3552153372830733,1.4096754314467899,-0.054460094163716555,-0.054460094163716555,0.01177455964827151,0.011720792774613062,370.9810508380905,370.9810508380905,31507,1.4096754314467899,-2.5035995222653127
0.004500000000000002,0.004500000000000002,0,-1.3551633476413418,1.4096226011074846,-0.054459253466142776,-0.054459253466142776,0.011775402273345557,0.011720795955369142,371.00759942629844,371.00759942629844,31507,1.4096226011074846,-2.5035995222718315
0.004625000000000002,0.004625000000000002,0,-1.355112166711439,1.4095705915409558,-0.054458424829516794,-0.054458424829516794,0.01177623180738648,0.011720799136170862,371.03373555532585,371.03373555532585,31507,1.4095705915409558,-2.503599522278225
0.0047500000000000025,0.0047500000000000025,0,-1.355061757112857,1.4095193648150295,-0.05445760770217256,-0.05445760770217256,0.011777048855398937,0.011720802317017429,371.05947828705433,371.05947828705433,31507,1.4095193648150295,-2.503599522284519
0.004875000000000001,0.004875000000000001,0,-1.35501208423341,1.409468885806273,-0.054456801572863034,-0.054456801572863034,0.011777853977589155,0.011720805497908096,371.0848452719015,371.0848452719015,31507,1.409468885806273,-2.503599522290702
0.005,0.005,0,-1.3549631159620588,1.4094191219289713,-0.05445600596691258,-0.05445600596691258,0.01177864769368766,0.01172080867884214,371.1098528850171,371.1098528850171,31507,1.4094191219289713,-2.503599522296805
0.005125,0.005125,0,-1.3549148224519314,1.409370042894718,-0.05445522044278661,-0.05445522044278661,0.01177943048678374,0.011720811859818894,371.1345163470953,371.1345163470953,31507,1.409370042894718,-2.5035995223028027
0.00525,0.00525,0,-1.3548671759097564,1.4093216204988115,-0.05445444458905513,-0.05445444458905513,0.011780202806732332,0.011720815040837674,371.1588498317156,371.1588498317156,31507,1.4093216204988115,-2.503599522308695
0.0053750000000000004,0.0053750000000000004,0,-1.3548201504084754,1.4092738284301454,-0.054453678021670004,-0.054453678021670004,0.011780965073186198,0.011720818221897873,371.1828665608775,371.1828665608775,31507,1.4092738284301454,-2.5035995223145258
0.0055000000000000005,0.0055000000000000005,0,-1.3547737217201885,1.4092266421017305,-0.054452920381542036,-0.054452920381542036,0.011781717678299039,0.011720821402998882,371.2065788901678,371.2065788901678,31507,1.4092266421017305,-2.5035995223202505
0.005625000000000001,0.005625000000000001,0,-1.3547278671669702,1.4091800384993463,-0.05445217133237601,-0.05445217133237601,0.011782460989139484,0.011720824584140114,371.2299983848177,371.2299983848177,31507,1.4091800384993463,-2.503599522325897
0.005750000000000001,0.005750000000000001,0,-1.3546825654874255,1.4091339960461498,-0.054451430558724256,-0.054451430558724256,0.011783195349850475,0.011720827765321015,371.2531358877389,371.2531358877389,31507,1.4091339960461498,-2.5035995223314798
0.005875000000000001,0.005875000000000001,0,-1.354637796717109,1.4090884944813538,-0.054450697764244715,-0.054450697764244715,0.011783921083584338,0.011720830946541043,371.27600158049177,371.27600158049177,31507,1.4090884944813538,-2.5035995223369816
0.006000000000000001,0.006000000000000001,0,-1.3545935420811899,1.409043514751326,-0.05444997267013618,-0.05444997267013618,0.011784638494239726,0.011720834127799683,371.29860503801103,371.29860503801103,31507,1.409043514751326,-2.503599522342408
0.006125000000000001,0.006125000000000001,0,-1.3545497838979315,1.4089990389116585,-0.054449255013726994,-0.054449255013726994,0.011785347868023542,0.011720837309096436,371.32095527781775,371.32095527781775,31507,1.4089990389116585,-2.503599522347751
0.006250000000000001,0.006250000000000001,0,-1.354506505491757,1.4089550500389618,-0.054448544547204714,-0.054448544547204714,0.011786049474857804,0.01172084049043081,371.3430608043448,371.3430608043448,31507,1.4089550500389618,-2.5035995223530665
0.006375000000000001,0.006375000000000001,0,-1.3544636911148116,1.4089115321512742,-0.05444784103646261,-0.05444784103646261,0.01178674356964912,0.011720843671802345,371.36492964893483,371.36492964893483,31507,1.4089115321512742,-2.5035995223582796
0.0065000000000000014,0.0065000000000000014,0,-1.3544213258760542,1.40886847013612,-0.054447144260065805,-0.054447144260065805,0.011787430393436077,0.011720846853210586,371.3865694059905,371.3865694059905,31507,1.40886847013612,-2.5035995223634515
0.0066250000000000015,0.0066250000000000015,0,-1.3543793956770716,1.4088258496853754,-0.054446454008303835,-0.054446454008303835,0.01178811017442815,0.0117208500346551,371.40798726570773,371.40798726570773,31507,1.4088258496853754,-2.50359952236855
0.006750000000000002,0.006750000000000002,0,-1.3543378871538536,1.4087836572361956,-0.05444577008234197,-0.05444577008234197,0.011788783128947882,0.01172085321613546,371.4291900437609,371.4291900437609,31507,1.4087836572361956,-2.5035995223735945
0.006875000000000002,0.006875000000000002,0,-1.3542967876239096,1.4087418799173443,-0.05444509229343475,-0.05444509229343475,0.011789449462286893,0.011720856397651256,371.45018420827313,371.45018420827313,31507,1.4087418799173443,-2.5035995223785874
0.007000000000000002,0.007000000000000002,0,-1.3542560850381362,1.4087005055003619,-0.05444442046222564,-0.05444442046222564,0.011790109369484764,0.011720859579202086,371.47097590435646,371.47097590435646,31507,1.4087005055003619,-2.503599522383513
0.007125000000000002,0.007125000000000002,0,-1.3542157679369529,1.408659522355047,-0.05444375441809424,-0.05444375441809424,0.01179076303603905,0.011720862760787569,371.4915709764823,371.4915709764823,31507,1.408659522355047,-2.5035995223883867
0.007250000000000002,0.007250000000000002,0,-1.3541758254102498,1.4086189194088234,-0.05444309399857361,-0.05444309399857361,0.011791410638553405,0.011720865942407335,371.5119749889021,371.5119749889021,31507,1.4086189194088234,-2.503599522393218
0.007375000000000002,0.007375000000000002,0,-1.354136247060774,1.4085786861095742,-0.054442439048800084,-0.054442439048800084,0.011792052345330324,0.011720869124061008,371.5321932443225,371.5321932443225,31507,1.4085786861095742,-2.503599522397987
0.007500000000000002,0.007500000000000002,0,-1.3540970229705873,1.4085388123916116,-0.05444178942102429,-0.05444178942102429,0.011792688316913933,0.011720872305748227,371.5522308010073,371.5522308010073,31507,1.4085388123916116,-2.5035995224027117
0.0076250000000000024,0.0076250000000000024,0,-1.3540581436702988,1.4084992886444605,-0.05444114497416175,-0.05444114497416175,0.011793318706587895,0.011720875487468667,371.5720924884648,371.5720924884648,31507,1.4084992886444605,-2.5035995224073813
0.0077500000000000025,0.0077500000000000025,0,-1.3540196001108165,1.408460105684176,-0.05444050557335944,-0.05444050557335944,0.011793943660832846,0.011720878669221977,371.5917829218605,371.5917829218605,31507,1.408460105684176,-2.5035995224120198
0.007875000000000002,0.007875000000000002,0,-1.353981383637334,1.4084212547269646,-0.054439871089630554,-0.054439871089630554,0.011794563319747167,0.011720881851007838,371.611306515274,371.611306515274,31507,1.4084212547269646,-2.50359952241659
0.008000000000000002,0.008000000000000002,0,-1.353943485965388,1.4083827273648715,-0.05443924139948342,-0.05443924139948342,0.011795177817434733,0.011720885032825926,371.6306674939161,371.6306674939161,31507,1.4083827273648715,-2.5035995224211463
0.008125000000000002,0.008125000000000002,0,-1.3539058991587516,1.4083445155433554,-0.05443861638460379,-0.05443861638460379,0.011795787282362611,0.01172088821467594,371.64986990539876,371.64986990539876,31507,1.4083445155433554,-2.5035995224256373
0.008250000000000002,0.008250000000000002,0,-1.3538686156090096,1.4083066115405634,-0.05443799593155374,-0.05443799593155374,0.0117963918376916,0.011720891396557567,371.6689176301492,371.6689176301492,31507,1.4083066115405634,-2.503599522430095
0.008375000000000002,0.008375000000000002,0,-1.3538316280166793,1.408269007948161,-0.05443737993148168,-0.05443737993148168,0.011796991601581994,0.011720894578470519,371.6878143910439,371.6878143910439,31507,1.408269007948161,-2.503599522434501
0.008500000000000002,0.008500000000000002,0,-1.3537949293736962,1.4082316976535687,-0.05443676827987254,-0.05443676827987254,0.011797586687476894,0.011720897760414501,371.7065637623345,371.7065637623345,31507,1.4082316976535687,-2.5035995224388676
0.008625000000000002,0.008625000000000002,0,-1.3537585129471872,1.4081946738234907,-0.05443616087630354,-0.05443616087630354,0.011798177204364942,0.011720900942389239,371.7251691779262,371.7251691779262,31507,1.4081946738234907,-2.5035995224431944
