% Model,failed_normal_copy.mph
% Version,COMSOL 6.3.0.290
% Date,"Sep 15 2026, 15:53"
% Table,Table 5 - Point Evaluation 1
% Time (s),"t (s), Point: 4","phis (V), Point: 4","phil (V), Point: 4","liion.Eeq_per1 (V), Point: 4","liion.eta_per1 (V), Point: 4","liion.etamid_per1 (V), Point: 4","liion.socloc_surface (1), Point: 4","liion.cs_average/liion.csmax (1), Point: 4","liion.cs_surface (mol/m^3), Point: 4","liion.pce2.per1.minput_concentration (mol/m^3), Point: 4","liion.csmax (mol/m^3), Point: 4","mat54.def.Eeq(liion.socloc_surface)+mat54.def.dEeqdT(liion.socloc_surface)*(T_init-298[K]) (V), Point: 4","liion.Isx (A/m^2), Point: 4"
0,0,2.2306115890131673,-1.3559782217540841,3.578386774747508,0.008203036019743593,0.008203036019743593,0.9240638860887889,0.9240638866942696,46857.154316624474,46857.154316624474,50707.7,3.578386774747508,-2.503581797325464
1.002E-5,1.002E-5,2.230628982801417,-1.355960937210108,3.5783869290504193,0.008202990961105439,0.008202990961105439,0.9240635985230837,0.9240638864207313,46857.13973482897,46857.13973482897,50707.7,3.5783869290504193,-2.5035817977657024
2.002E-5,2.002E-5,2.230646252632624,-1.3559437711857238,3.578387075690713,0.008202948127634446,0.008202948127634446,0.9240633252377708,0.9240638861471938,46857.125877159306,46857.125877159306,50707.7,3.578387075690713,-2.503581797985822
4.002E-5,4.002E-5,2.2306805079487244,-1.3559097120216583,3.578387352819256,0.008202867151126725,0.008202867151126725,0.9240628087688061,0.9240638856001218,46857.099688205984,46857.099688205984,50707.7,3.578387352819256,-2.5035817984810906
7.001E-5,7.001E-5,2.230731006946937,-1.3558594757263793,3.578387724085787,0.008202758587529058,0.008202758587529058,0.9240621168601377,0.9240638847797934,46857.0646031088,46857.0646031088,50707.7,3.578387724085787,-2.503581799196479
1.0E-4,1.0E-4,2.2307804849961044,-1.3558102280888753,3.578388049846907,0.008202663238072727,0.008202663238072727,0.9240615097573605,0.9240638839594714,46857.0338183233,46857.0338183233,50707.7,3.578388049846907,-2.5035817996917475
1.5000000000000001E-4,1.5000000000000001E-4,2.2308607812757875,-1.3557302619096765,3.578388516799603,0.008202526385860942,0.008202526385860942,0.9240606395237371,0.9240638825918259,46856.9896907778,46856.9896907778,50707.7,3.578388516799603,-2.503581800572225
2.0E-4,2.0E-4,2.230938440905454,-1.3556528788600404,3.578388908331138,0.008202411434356183,0.008202411434356183,0.9240599098483153,0.9240638812241948,46856.95269061541,46856.95269061541,50707.7,3.578388908331138,-2.5035818012325834
2.999999999999999E-4,2.999999999999999E-4,2.2310865393612396,-1.3555052376308692,3.5783895562054187,0.008202220786690084,0.008202220786690084,0.9240587024412557,0.9240638784889665,46856.891465780456,46856.891465780456,50707.7,3.5783895562054187,-2.50358180244324
3.999999999999998E-4,3.999999999999998E-4,2.2312256420015446,-1.3553664996055776,3.5783900735725305,0.008202068034591559,0.008202068034591559,0.9240577382531086,0.9240638757537781,46856.84257401715,46856.84257401715,50707.7,3.5783900735725305,-2.5035818033787476
5.0E-4,5.0E-4,2.231356589486689,-1.3552358605320038,3.5783905117386112,0.008201938280081755,0.008201938280081755,0.924056921667492,0.9240638730186226,46856.80116683868,46856.80116683868,50707.7,3.5783905117386112,-2.5035818041491655
6.0E-4,6.0E-4,2.231480150320024,-1.355112572462432,3.578390899670192,0.008201823112263806,0.008201823112263806,0.924056198701102,0.9240638702834962,46856.764506875865,46856.764506875865,50707.7,3.578390899670192,-2.5035818048645537
6.999999999999999E-4,6.999999999999999E-4,2.2315970142116965,-1.3549959568169894,3.578391253051657,0.008201717977029066,0.008201717977029066,0.924055540123832,0.9240638675483954,46856.73111193723,46856.73111193723,50707.7,3.578391253051657,-2.503581805579942
7.999999999999998E-4,7.999999999999998E-4,2.2317077976097335,-1.354885403327782,3.578391580591757,0.008201620345757998,0.008201620345757998,0.9240549297056668,0.9240638648133185,46856.70015903604,46856.70015903604,50707.7,3.578391580591757,-2.5035818061302404
8.999999999999998E-4,8.999999999999998E-4,2.231813051506827,-1.354780364718548,3.5783918875275127,0.00820152869786206,0.00820152869786206,0.9240543576866673,0.9240638620782633,46856.67115326822,46856.67115326822,50707.7,3.5783918875275127,-2.503581806625509
0.001,0.001,2.2319132688961187,-1.3546803504733103,3.578392177349636,0.008201442019793337,0.008201442019793337,0.9240538175613874,0.9240638593432293,46856.64376475756,46856.64376475756,50707.7,3.578392177349636,-2.5035818072308373
0.0011250000000000001,0.0011250000000000001,2.2320321920560833,-1.3545616671066756,3.5783925197048716,0.008201339457887258,0.008201339457887258,0.9240531795330832,0.9240638559244633,46856.61141180972,46856.61141180972,50707.7,3.5783925197048716,-2.503581807781136
0.0012500000000000002,0.0012500000000000002,2.232144697630259,-1.354449387754212,3.578392842933906,0.008201242450565083,0.008201242450565083,0.9240525771492113,0.9240638525057265,46856.58086630906,46856.58086630906,50707.7,3.578392842933906,-2.5035818084414942
0.0013750000000000004,0.0013750000000000004,2.2322514401813396,-1.3543428598384788,3.5783931498343136,0.008201150185505046,0.008201150185505046,0.9240520051960868,0.9240638490870177,46856.55186388161,46856.55186388161,50707.7,3.5783931498343136,-2.503581808936763
0.0015000000000000005,0.0015000000000000005,2.2323530021122995,-1.354241502540048,3.578393442637605,0.008201062014742355,0.008201062014742355,0.9240514595149699,0.9240638456683349,46856.52419364724,46856.52419364724,50707.7,3.578393442637605,-2.503581809597121
