# type,x,y,z,r  # AM scaffold (AM_P=1,AM_S=2) — case 260421_215212_f0b6df
1,0.040648,0.017767,0.005064,0.006000
1,0.007951,0.006391,0.004986,0.006000
1,0.013308,0.018827,0.005126,0.006000
1,0.043774,0.031813,0.004892,0.006000
1,0.040703,0.044599,0.005539,0.006000
1,0.028742,0.013680,0.005073,0.006000
1,0.031730,0.032747,0.005327,0.006000
2,0.026100,0.037888,0.002288,0.002000
2,0.011624,0.044308,0.001004,0.002000
2,0.011198,0.048395,0.004707,0.002000
2,0.044655,0.001448,0.002245,0.002000
2,0.035231,0.004966,0.002773,0.002000
2,0.038828,0.037331,0.001992,0.002000
2,0.040801,0.025139,0.009439,0.002000
2,0.044880,0.007658,0.002388,0.002000
2,0.022363,0.035951,0.002313,0.002000
2,0.019840,0.014396,0.007975,0.002000
2,0.038715,0.003162,0.002081,0.002000
2,0.041043,0.007110,0.001496,0.002000
2,0.046642,0.022191,0.001707,0.002000
2,0.048380,0.011566,0.003193,0.002000
2,0.023179,0.008259,0.001921,0.002000
2,0.025408,0.048791,0.000975,0.002000
2,0.006938,0.022365,0.001831,0.002000
2,0.036335,0.010098,0.002338,0.002000
2,0.005745,0.026791,0.002282,0.002000
2,0.005037,0.013768,0.004814,0.002000
2,0.010357,0.026504,0.001983,0.002000
2,0.027354,0.001362,0.003308,0.002000
2,0.015097,0.009751,0.003798,0.002000
2,0.023210,0.042051,0.000526,0.002000
2,0.023477,0.032194,0.002893,0.002000
2,0.018269,0.009008,0.001531,0.002000
2,0.018382,0.033137,0.002037,0.002000
2,0.003632,0.041695,0.005262,0.002000
2,0.005736,0.031337,0.002044,0.002000
2,0.034518,0.021910,0.002135,0.002000
2,0.037457,0.035242,0.010221,0.002000
2,0.023657,0.022296,0.004238,0.002000
2,0.047295,0.041057,0.001960,0.002000
2,0.034062,0.040292,0.002368,0.002000
2,0.033046,0.045226,0.001616,0.002000
2,0.021086,0.028509,0.002066,0.002000
2,0.007070,0.045160,0.002456,0.002000
2,0.048867,0.020300,0.006034,0.002000
2,0.020430,0.039704,0.003955,0.002000
2,0.020006,0.036070,0.005521,0.002000
2,0.005288,0.024214,0.005643,0.002000
2,0.030840,0.025045,0.007168,0.002000
2,0.026924,0.026128,0.002068,0.002000
2,0.029093,0.021769,0.005800,0.002000
2,0.035298,0.000443,0.001996,0.002000
2,0.031346,0.004779,0.001956,0.002000
2,0.015223,0.049231,0.003233,0.002000
2,0.019926,0.023286,0.005288,0.002000
2,0.006625,0.015621,0.001798,0.002000
2,0.015341,0.045554,0.001786,0.002000
2,0.041765,0.024836,0.001570,0.002000
2,0.047203,0.039349,0.005520,0.002000
2,0.034619,0.026262,0.001743,0.002000
2,0.016927,0.036855,0.002416,0.002000
2,0.042332,0.004495,0.004170,0.002000
2,0.030700,0.020860,0.002253,0.002000
2,0.026642,0.021034,0.001724,0.002000
2,0.017299,0.012884,0.001599,0.002000
2,0.001585,0.043849,0.002275,0.002000
2,0.002044,0.048893,0.002391,0.002000
2,0.031217,0.024807,0.003185,0.002000
2,0.032735,0.048309,0.004055,0.002000
2,0.016771,0.025330,0.002220,0.002000
2,0.000866,0.029966,0.001749,0.002000
2,0.020947,0.021262,0.001571,0.002000
2,0.006395,0.039676,0.001933,0.002000
2,0.012320,0.035257,0.001659,0.002000
2,0.003062,0.037531,0.002152,0.002000
2,0.015473,0.003396,0.001121,0.002000
2,0.003476,0.020991,0.004185,0.002000
2,0.019571,0.012098,0.004719,0.002000
2,0.001827,0.024596,0.001430,0.002000
2,0.017355,0.041534,0.002252,0.002000
2,0.001496,0.033885,0.002190,0.002000
2,0.021479,0.048972,0.002322,0.002000
2,0.037867,0.028617,0.009377,0.002000
2,0.016717,0.041177,0.021218,0.002000
2,0.027723,0.047770,0.021026,0.002000
