# lindo2_mp-1222355 total DOS (QE dos.x, degauss 0.007 Ry). VBM 12.131 / CBM 12.103 / gap -0.028 eV from fixed-occ nscf eigenvalues. DO NOT read the gap off this curve (smearing underestimates ~0.3 eV).
E_eV,E_minus_VBM_eV,DOS_states_per_eV,integrated_DOS_states
-33.982,-46.1131,0.003843,3.843e-05
-33.972,-46.1031,0.007233,0.0001108
-33.962,-46.0931,0.01332,0.000244
-33.952,-46.0831,0.024,0.0004839
-33.942,-46.0731,0.04229,0.0009068
-33.932,-46.0631,0.0729,0.001636
-33.922,-46.0531,0.1229,0.002865
-33.912,-46.0431,0.2028,0.004893
-33.902,-46.0331,0.3273,0.008167
-33.892,-46.0231,0.5168,0.01334
-33.882,-46.0131,0.7982,0.02132
-33.872,-46.0031,1.206,0.03338
-33.862,-45.9931,1.783,0.0512
-33.852,-45.9831,2.577,0.07698
-33.842,-45.9731,3.646,0.1134
-33.832,-45.9631,5.044,0.1639
-33.822,-45.9531,6.828,0.2322
-33.812,-45.9431,9.041,0.3226
-33.802,-45.9331,11.71,0.4397
-33.792,-45.9231,14.84,0.5881
-33.782,-45.9131,18.4,0.7721
-33.772,-45.9031,22.31,0.9952
-33.762,-45.8931,26.47,1.26
-33.752,-45.8831,30.72,1.567
-33.742,-45.8731,34.87,1.916
-33.732,-45.8631,38.73,2.303
-33.722,-45.8531,42.08,2.724
-33.712,-45.8431,44.72,3.171
-33.702,-45.8331,46.49,3.636
-33.692,-45.8231,47.29,4.109
-33.682,-45.8131,47.05,4.579
-33.672,-45.8031,45.79,5.037
-33.662,-45.7931,43.6,5.473
-33.652,-45.7831,40.61,5.879
-33.642,-45.7731,37.01,6.249
-33.632,-45.7631,32.99,6.579
-33.622,-45.7531,28.76,6.867
-33.612,-45.7431,24.54,7.112
-33.602,-45.7331,20.48,7.317
-33.592,-45.7231,16.71,7.484
-33.582,-45.7131,13.35,7.618
-33.572,-45.7031,10.43,7.722
-33.562,-45.6931,7.969,7.802
-33.552,-45.6831,5.957,7.861
-33.542,-45.6731,4.357,7.905
-33.532,-45.6631,3.117,7.936
-33.522,-45.6531,2.181,7.958
-33.512,-45.6431,1.493,7.973
-33.502,-45.6331,1,7.983
-33.492,-45.6231,0.6553,7.989
-33.482,-45.6131,0.42,7.993
-33.472,-45.6031,0.2633,7.996
-33.462,-45.5931,0.1615,7.998
-33.452,-45.5831,0.09691,7.999
-33.442,-45.5731,0.05688,7.999
-33.432,-45.5631,0.03266,8
-33.422,-45.5531,0.01835,8
-33.412,-45.5431,0.01008,8
-33.402,-45.5331,0.005419,8
-33.392,-45.5231,0.002849,8
-33.382,-45.5131,0.001466,8
-33.372,-45.5031,0.0007375,8
-33.362,-45.4931,0.000363,8
-33.352,-45.4831,0.0001748,8
-33.342,-45.4731,8.235e-05,8
-33.332,-45.4631,3.795e-05,8
-33.322,-45.4531,1.711e-05,8
-33.312,-45.4431,7.544e-06,8
-33.302,-45.4331,3.255e-06,8
-33.292,-45.4231,1.373e-06,8
-33.282,-45.4131,5.67e-07,8
-33.272,-45.4031,2.29e-07,8
-33.262,-45.3931,9.046e-08,8
-33.252,-45.3831,3.496e-08,8
-33.242,-45.3731,1.322e-08,8
-33.232,-45.3631,4.888e-09,8
-33.222,-45.3531,1.768e-09,8
-33.212,-45.3431,6.258e-10,8
-33.202,-45.3331,2.167e-10,8
-33.192,-45.3231,7.338e-11,8
-33.182,-45.3131,2.431e-11,8
-33.172,-45.3031,7.879e-12,8
-33.162,-45.2931,2.498e-12,8
-33.152,-45.2831,7.748e-13,8
-33.142,-45.2731,2.351e-13,8
-33.132,-45.2631,6.976e-14,8
-33.122,-45.2531,2.026e-14,8
-33.112,-45.2431,5.753e-15,8
-33.102,-45.2331,1.598e-15,8
-33.092,-45.2231,4.344e-16,8
-33.082,-45.2131,1.155e-16,8
-33.072,-45.2031,3.004e-17,8
-33.062,-45.1931,7.643e-18,8
-33.052,-45.1831,1.902e-18,8
-33.042,-45.1731,4.632e-19,8
