start_time_s_exact,end_time_s_exact,actual_step_s_exact,interval_required_cap_s_exact,region,within_cap_with_1e-12s_roundoff,at_cap_with_1e-12s_roundoff,step_to_cap_ratio,step_index,time_log_s,step_log_s,raw_native_log_line
0.0,0.00001002,0.00001002,0.0005,before_0.1,True,False,0.02004,1,1.002e-05,1e-05,1   1.002e-05       1e-05 out   12   10   18     1     0      0  4.5e-12  1.8e-14
0.00001002,0.00002002,0.00001000,0.0005,before_0.1,True,False,0.02,2,2.002e-05,1e-05,2   2.002e-05       1e-05 out   14   11   20     1     0      0  4.8e-11  8.3e-16
0.00002002,0.00004002,0.00002000,0.0005,before_0.1,True,False,0.04,3,4.002e-05,2e-05,3   4.002e-05       2e-05 out   16   12   22     2     0      0  1.3e-10  1.1e-15
0.00004002,0.00007001,0.00002999,0.0005,before_0.1,True,False,0.05998,4,7.001e-05,2.999e-05,4   7.001e-05   2.999e-05 out   18   13   24     2     0      0  4.1e-11  1.1e-15
0.00007001,0.00010,0.00002999,0.0005,before_0.1,True,False,0.05998,5,0.0001,2.999e-05,5      0.0001   2.999e-05 out   20   14   26     2     0      0  2.9e-11  9.8e-16
0.00010,0.00015000000000000001,0.00005000000000000001,0.0005,before_0.1,True,False,0.10000000000000002,6,0.00015,5e-05,6     0.00015       5e-05 out   22   15   28     2     0      0  1.1e-10  6.7e-16
0.00015000000000000001,0.00020,0.00004999999999999999,0.0005,before_0.1,True,False,0.09999999999999998,7,0.0002,5e-05,7      0.0002       5e-05 out   24   16   30     2     0      0  5.6e-11  7.3e-16
0.00020,0.0002999999999999999,0.0000999999999999999,0.0005,before_0.1,True,False,0.1999999999999998,8,0.0003,0.0001,8      0.0003      0.0001 out   26   17   32     2     0      0  1.1e-10  5.6e-16
0.0002999999999999999,0.00050,0.0002000000000000001,0.0005,before_0.1,True,False,0.4000000000000002,9,0.0005,0.0002,9      0.0005      0.0002 out   28   18   34     2     0      0  2.9e-11  1.4e-15
0.00050,0.00075,0.00025,0.0005,before_0.1,True,False,0.5,10,0.00075,0.00025,10     0.00075     0.00025 out   30   19   36     2     0      0  2.4e-11    3e-15
