cond_id,lli,lam_pe,lam_ne,q_mah,v_hi,v_lo
03ccd8aefe0b,0.0,0.0,0.0,5621.073220520553,4.159416736470477,2.5427932603964045
ab01a37a15cf,0.0,0.0,0.02,5562.6671191722835,4.152719586869697,2.5421939147475854
4d45d3a3920d,0.0,0.0,0.04,5490.913146095049,4.1463829377590935,2.54162132775787
2093a7f6fcc6,0.0,0.0,0.06,5404.112258840309,4.140722448814643,2.541350635252577
f4c60c27e34f,0.0,0.0,0.08,5303.287558564602,4.1366315480296265,2.54107155872451
354d203dff12,0.0,0.0,0.1,5191.540711559133,4.132860051558446,2.5399472322683714
4e8910abd3a7,0.0,0.0,0.12,5079.353438702253,4.127572703601745,2.5401075065349596
13742dce8554,0.0,0.0,0.14,4971.0754078582595,4.118810472014648,2.5391815940946705
f743050340c9,0.0,0.0,0.16,4876.098293900829,4.109283696581599,2.5398413596580918
1b965d6e1f30,0.0,0.0,0.18,4785.256298981654,4.098796787639882,2.538142029473102
a27b7001235e,0.0,0.0,0.2,4685.547084622543,4.086004150694657,2.5380021933828396
dfc2dec39368,0.0,0.02,0.0,5639.586673800168,4.1565193699850855,2.5291688885494596
1e7a05788be6,0.0,0.02,0.02,5575.380998919659,4.149855627255713,2.5330535952856703
ab6c5737dc5c,0.0,0.02,0.04,5498.275459848442,4.143940364689108,2.534647512123655
a6a8e6408c2c,0.0,0.02,0.06,5407.468586460979,4.139064879815723,2.5289258803454358
132b66bbcb45,0.0,0.02,0.08,5299.102093982593,4.13487394270091,2.5315895191212436
f7b6795d8085,0.0,0.02,0.1,5186.788836954705,4.130684410742883,2.531476084135286
6d6cc9873bb1,0.0,0.02,0.12,5076.015395404166,4.123495609688716,2.5329629639793794
6ad27a2d97ca,0.0,0.02,0.14,4973.795673455077,4.113675958396758,2.536187981889233
6797bdb96359,0.0,0.02,0.16,4885.285008335391,4.104198247729407,2.5354605961168737
2b01963adbcc,0.0,0.02,0.18,4789.991137211272,4.092046139410154,2.535459190052393
43c44cb6e857,0.0,0.02,0.2,4685.617868639109,4.076430053908108,2.538829297744222
4e44138d84be,0.0,0.04,0.0,5657.610458287889,4.153548378902328,2.534988678924326
7f3b9bb47f9d,0.0,0.04,0.02,5589.213686647208,4.147120816005861,2.5363641881388084
9b28e9a6738a,0.0,0.04,0.04,5506.252593401219,4.141366113813833,2.5347312048838386
d5580fc6193d,0.0,0.04,0.06,5407.22256580687,4.137057189581012,2.535888752700746
fad3930cf2d7,0.0,0.04,0.08,5296.287614869313,4.133102493301094,2.535585487460774
2ade0d60032d,0.0,0.04,0.1,5183.774939199038,4.1275738607335875,2.5390309186508073
8e35305a87e4,0.0,0.04,0.12,5077.712637843609,4.118461024489307,2.536657370503026
399a95900808,0.0,0.04,0.14,4985.760774915349,4.109018631970389,2.537807464442696
ccc68de70b31,0.0,0.04,0.16,4894.947201512008,4.097788809748337,2.5386219399002483
bb39780566aa,0.0,0.04,0.18,4795.0610611532065,4.083999099343408,2.537564678195981
e05ae3b1f9c7,0.0,0.04,0.2,4687.350107704664,4.06428673353477,2.5409632454667173
c30967873ae1,0.0,0.06,0.0,5673.286135134836,4.1506296038547195,2.5363832927357635
208b7a6eb81b,0.0,0.06,0.02,5599.541352252049,4.144697058789714,2.5387689418857056
bcbbc3d7a808,0.0,0.06,0.04,5510.267747095683,4.139626378596262,2.538573335491021
4be9908f16a2,0.0,0.06,0.06,5404.323854125442,4.1351847160030495,2.5366737111399384
577ec304e7a8,0.0,0.06,0.08,5292.881072805105,4.130829673483893,2.5351296198537474
bad1136d6817,0.0,0.06,0.1,5180.521013898709,4.1232842730623505,2.5434971900616623
e0182770a257,0.0,0.06,0.12,5081.979707724915,4.113405062208955,2.543701759203724
fd75818045b9,0.0,0.06,0.14,4996.802686284976,4.1034435443440636,2.537114116310674
7ce02ef7709b,0.0,0.06,0.16,4900.601572327405,4.0906641748870465,2.5384236183846527
51b514b0d41a,0.0,0.06,0.18,4795.848069270804,4.073108251243978,2.540513446379902
ab83e57dd2b8,0.0,0.06,0.2,4687.149993696366,4.051550729264819,2.5374315504670806
60117cf1b62d,0.02,0.0,0.0,5518.403467650148,4.167079229242419,2.5614948166858147
efdb6e4fb949,0.02,0.0,0.02,5482.084341274179,4.161923946541675,2.561351082405509
0f6451402054,0.02,0.0,0.04,5428.977381487403,4.155285830402603,2.561641817964352
b48627a9c2fc,0.02,0.0,0.06,5361.519236863357,4.148456383462145,2.561788225780184
332a2926ca25,0.02,0.0,0.08,5280.284255882285,4.142475236126798,2.5618749430812278
3054580a37be,0.02,0.0,0.1,5184.573997764501,4.137866673427225,2.5618808057722773
58439a68803c,0.02,0.0,0.12,5075.615611934529,4.134016376543888,2.561793841777273
67ed04b59501,0.02,0.0,0.14,4963.025062567439,4.129732052247914,2.561757448188041
6c432ca549c7,0.02,0.0,0.16,4852.160236457472,4.122257835367278,2.5617662518977986
7a954787575a,0.02,0.0,0.18,4748.8757695698105,4.112064967754658,2.5615259094958653
43876f1b527d,0.02,0.0,0.2,4658.973957966034,4.102475221260034,2.5615207421499475
208b8b6e2fe3,0.02,0.02,0.0,5550.513628100359,4.164985802270391,2.5424367825468055
a98c837ee8ad,0.02,0.02,0.02,5507.871924448967,4.15912957708295,2.5429964182236757
3c13075c4cfc,0.02,0.02,0.04,5449.231103180785,4.1522468185623165,2.5424856561266163
0f05e16794ab,0.02,0.02,0.06,5376.980391971866,4.145774191207855,2.5421562675195117
f1e323c8c39b,0.02,0.02,0.08,5289.017576964452,4.140067100784353,2.5402988722194824
e92ce0dc0e48,0.02,0.02,0.1,5187.484525171681,4.136058576850505,2.5411121884487793
8c32398b598b,0.02,0.02,0.12,5075.488698837831,4.1322484105064685,2.5394228356755253
58bbd3cae188,0.02,0.02,0.14,4963.496257550377,4.126468666155191,2.5393572837190455
650baa583cab,0.02,0.02,0.16,4855.856913321107,4.117036754303731,2.537672265223878
c0f15305aec7,0.02,0.02,0.18,4762.47231338664,4.107259942238694,2.538393880032398
f0cc12aef4a0,0.02,0.02,0.2,4671.031499059541,4.096103440194001,2.5379645189345714
85cca9fa811b,0.02,0.04,0.0,5573.6889364711205,4.162584041714211,2.53484547824728
7d7eddfdabb2,0.02,0.04,0.02,5525.635950000019,4.156151341642272,2.53190563077965
d11652df55bc,0.02,0.04,0.04,5462.174166907871,4.149302304244563,2.531352542780805
ce34fd682f12,0.02,0.04,0.06,5384.3117640998635,4.1432726789166665,2.5328584666271965
1b4a5b2f3bc0,0.02,0.04,0.08,5290.459062748517,4.138432438147208,2.535938162651606
aaaf93ec0e06,0.02,0.04,0.1,5183.078032959641,4.134330960834022,2.5321486232694026
279d3a920b34,0.02,0.04,0.12,5069.91673206412,4.129864902509966,2.5360429055707736
fb38be9b2684,0.02,0.04,0.14,4960.589867673575,4.12200285190271,2.533089444826204
a9b8daeaaef7,0.02,0.04,0.16,4860.35025656928,4.111743729221507,2.534347844930741
9315c5b46c13,0.02,0.04,0.18,4771.622783398525,4.101741242233188,2.53592842580306
851113dff91e,0.02,0.04,0.2,4674.651064511498,4.089050728435998,2.53838257472424
0900d51414f9,0.02,0.06,0.0,5598.527765928053,4.159875370973031,2.535790378378492
11a46df28029,0.02,0.06,0.02,5544.307970976716,4.1530997135599526,2.5347838069178428
97ac087c5938,0.02,0.06,0.04,5475.688516431691,4.146522178816896,2.5349872722281455
760ada87079c,0.02,0.06,0.06,5390.272108723287,4.14070595527358,2.539778704296381
74c59b2b6d2d,0.02,0.06,0.08,5291.044132132026,4.136474120395868,2.537915634366754
d120d7e468e5,0.02,0.06,0.1,5179.7113091342835,4.1324795399109755,2.5383267945294716
8a21caab3114,0.02,0.06,0.12,5068.4138367488185,4.126418079294807,2.5377170515187926
c86a89485110,0.02,0.06,0.14,4962.659875814066,4.116629791284879,2.5382338748927227
7954b3a708cf,0.02,0.06,0.16,4871.620527745502,4.106895187209753,2.5419015280888777
c2bff8ad6ed2,0.02,0.06,0.18,4780.740880533175,4.0949761194859855,2.5387272198605593
6718890f1603,0.02,0.06,0.2,4677.749698493793,4.080175734018149,2.5462465319869634
3ff7aba14975,0.02,0.08,0.0,5618.287658652818,4.156941204212534,2.539004372594872
2b41255e778c,0.02,0.08,0.02,5558.802612669787,4.150105848507099,2.538391351566962
46df4fe6bda2,0.02,0.08,0.04,5484.6176483671425,4.144041805792764,2.5398769944378916
4d5e7049d5b3,0.02,0.08,0.06,5393.536967776412,4.1389830991429735,2.5419763287187447
45a0ed1a9a4c,0.02,0.08,0.08,5286.304362152136,4.134633284057099,2.5420706082340683
478576522584,0.02,0.08,0.1,5175.999607603323,4.129978518975579,2.5374087964519147
7f59f1978bcd,0.02,0.08,0.12,5066.318803743853,4.121711842576217,2.539364743568414
e4e544f728b3,0.02,0.08,0.14,4969.65832640376,4.111459905006268,2.539518256682191
0e6227faceee,0.02,0.08,0.16,4881.563843410643,4.100839080213852,2.541349003231715
fed5bb5ce015,0.02,0.08,0.18,4785.562194127186,4.087389778403057,2.538171027748617
ea918f62b3f2,0.02,0.08,0.2,4679.3489468967155,4.068315619737627,2.541586437303481
1ccfb5ff43e3,0.04,0.0,0.0,5386.980077805252,4.171850692877772,2.5658725278188395
1a1d959d9e05,0.04,0.0,0.02,5370.101605441057,4.168823844669553,2.5688814092127696
9ed5185a33d2,0.04,0.0,0.04,5340.812503984292,4.164253587099905,2.56531632991376
fe305eede32d,0.04,0.0,0.06,5293.272831580273,4.157942318866125,2.5702284083149505
e9b2701d8d67,0.04,0.0,0.08,5230.879109036877,4.150813911633197,2.5689497236707
e2a649bfc357,0.04,0.0,0.1,5154.529697494776,4.144352244690481,2.570338080692177
7d07939ccec2,0.04,0.0,0.12,5062.929127166566,4.1387448328963705,2.570543438803705
68121e29d4f4,0.04,0.0,0.14,4959.174140545927,4.135069267290178,2.5701047367306753
4b8fd36593ac,0.04,0.0,0.16,4847.101181797346,4.131352622702657,2.569883724961297
28bc1f5ef305,0.04,0.0,0.18,4734.603814145204,4.125333871855786,2.572573907347401
abe61e6de56f,0.04,0.0,0.2,4626.6482407397325,4.11560928283775,2.5721077617757615
d064dc3c3ef9,0.04,0.02,0.0,5425.640900855625,4.170563401980596,2.5620386405657776
9300ba3168fb,0.04,0.02,0.02,5404.900563354124,4.166972111879501,2.5617166755849308
77dc4334b205,0.04,0.02,0.04,5368.899998020506,4.16168112791148,2.5613739358336547
340614b7b9a1,0.04,0.02,0.06,5315.328282283954,4.154856428292433,2.5621971952876095
68b93fcbfb28,0.04,0.02,0.08,5247.846542154958,4.147860324535275,2.5618311386639268
74d0b23d5c8d,0.04,0.02,0.1,5166.074710050892,4.141777561881527,2.5615121617241896
641536e9d654,0.04,0.02,0.12,5068.929135799266,4.137228779950698,2.562139974175113
9a67d32a335a,0.04,0.02,0.14,4959.322678621485,4.133456949057778,2.56204044735267
bf6e023ff658,0.04,0.02,0.16,4847.071307072345,4.1288603942620625,2.562056386872935
27e68d80c72d,0.04,0.02,0.18,4736.426194196056,4.120708102566918,2.561891276027824
7544079cfd63,0.04,0.02,0.2,4635.01929510233,4.110059948731166,2.5619595772274697
aeabe726cfab,0.04,0.04,0.0,5463.48868246412,4.169054426206184,2.5431430051194823
851ac3f71b2d,0.04,0.04,0.02,5437.226810399716,4.164828241926696,2.5429535410003004
2dbe09cace89,0.04,0.04,0.04,5394.547837770979,4.158809207478403,2.542650018151887
74bc6f45e2d7,0.04,0.04,0.06,5335.639619491648,4.151737135181771,2.5418979340014154
0a8b945556be,0.04,0.04,0.08,5262.705642155163,4.145134982789458,2.540894980398427
babbb6fced71,0.04,0.04,0.1,5174.069635079204,4.139396985783063,2.540610044221916
6310a7ef8d06,0.04,0.04,0.12,5071.488106906583,4.135479949009361,2.539802211935452
19b0705ab6dd,0.04,0.04,0.14,4959.499136589765,4.131586164856786,2.5391372581919374
e6dcece35559,0.04,0.04,0.16,4847.86954543191,4.125253649073178,2.5396240091578486
df1642fcf37e,0.04,0.04,0.18,4741.0347454722105,4.115134110435535,2.5378227592241833
f933f1db943c,0.04,0.04,0.2,4649.157484330927,4.105101301060515,2.5386703753075057
cf3a9acdb2da,0.04,0.06,0.0,5493.334433031232,4.1672984404636635,2.531549163950002
7da52153943a,0.04,0.06,0.02,5460.66211740867,4.162364054900601,2.5340210167889636
81ef8aecae2c,0.04,0.06,0.04,5411.9030839016705,4.155751418271635,2.533813176929506
7bba3dd19f92,0.04,0.06,0.06,5348.606465188411,4.148724553917047,2.531000009218509
2b5b93976f79,0.04,0.06,0.08,5269.252994032293,4.142575821265502,2.5355195823476553
7207c842cca3,0.04,0.06,0.1,5175.916285509019,4.137780451808743,2.5321063057773823
a67449ac8b9f,0.04,0.06,0.12,5066.64336831681,4.1337637443145026,2.5345265122588745
38211a0b874d,0.04,0.06,0.14,4953.598789277602,4.1289584691629315,2.5385255490381464
694c134bd29f,0.04,0.06,0.16,4844.995679597394,4.120370330550406,2.53457614806812
845ba03b683e,0.04,0.06,0.18,4746.122802425956,4.109721668095807,2.5375003305077457
144764fd8f75,0.04,0.06,0.2,4657.845117247104,4.099112700685755,2.5365415653627736
bd1f6477541d,0.04,0.08,0.0,5522.820252633888,4.165265597403074,2.538774040726236
47cffd7a4464,0.04,0.08,0.02,5485.347030264145,4.1595837759959675,2.535647842103457
b92da3b41f50,0.04,0.08,0.04,5430.66958034341,4.152615882269548,2.5358373378353862
23bdb886fec5,0.04,0.08,0.06,5361.901039483726,4.145889327372531,2.534506144067299
cced39a86cb1,0.04,0.08,0.08,5276.620155674579,4.140025488356608,2.5349123268675102
833ec0ea1112,0.04,0.08,0.1,5175.235376545395,4.135883120306812,2.5381810279704204
322547fb4c2a,0.04,0.08,0.12,5064.036248435333,4.131804259756637,2.537317802005533
0792979ffb62,0.04,0.08,0.14,4952.7677283574085,4.125134905127216,2.5379631334990362
94f35c7c739c,0.04,0.08,0.16,4846.90418470825,4.114667770540811,2.5436707344956044
1c34d2fa2535,0.04,0.08,0.18,4758.411939914381,4.104604474177499,2.542075413148673
bd825874fb78,0.04,0.08,0.2,4665.909048501227,4.092014149222457,2.5409620280577982
8fa217671ba3,0.04,0.1,0.0,5549.748319380578,4.162918726748059,2.537364739912245
168db1526133,0.04,0.1,0.02,5505.402860089416,4.156564881742113,2.5369296199065126
7bac245e35c8,0.04,0.1,0.04,5444.1765602385085,4.149541131854389,2.5403392691826356
d2fb089a0550,0.04,0.1,0.06,5370.8443178070875,4.143354616249241,2.5372746091477487
aaa5e6ffb153,0.04,0.1,0.08,5279.429421609075,4.138326622647061,2.537422017045473
c1715e3f1107,0.04,0.1,0.1,5171.429891874261,4.134061494257814,2.5379815779089006
f3b74a98529b,0.04,0.1,0.12,5059.396447900777,4.129036263409858,2.538695399394478
ea79360362dd,0.04,0.1,0.14,4951.611243000623,4.119993893787861,2.5368313223804155
7893b63bc89c,0.04,0.1,0.16,4855.473008452343,4.109401336585331,2.5412983172542427
48e38a9c8c9f,0.04,0.1,0.18,4767.49913333428,4.09806106134199,2.541301959065646
c3439418bb34,0.04,0.1,0.2,4670.102636331855,4.083798410054471,2.538501989574771
b09c30a3b08f,0.06,0.0,0.0,5239.630148865244,4.17446959392151,2.5619199397659624
8b55fd9002c2,0.06,0.0,0.02,5233.4127630257835,4.1728766626395055,2.5565197991047555
d5bdde634661,0.06,0.0,0.04,5220.560165143276,4.170335334936199,2.5599455538986833
2d4d08793dc5,0.06,0.0,0.06,5196.480995050262,4.1663506336940666,2.564213339893085
531e8d062c52,0.06,0.0,0.08,5156.558307096022,4.160586858652778,2.5636012946924067
cfe5ef5a5dc5,0.06,0.0,0.1,5098.773468185806,4.153421454802089,2.5690358271865437
9c44cae6e730,0.06,0.0,0.12,5026.697737043284,4.146307132829148,2.5711141789614125
abd1ffee473d,0.06,0.0,0.14,4940.936689573311,4.140256732463785,2.56899235796928
64dcb00027ef,0.06,0.0,0.16,4841.678397417337,4.136019654050696,2.5675958375711696
ec9c2c16015f,0.06,0.0,0.18,4730.784666250721,4.132546773801769,2.5738786199198183
8fb51e64eb23,0.06,0.0,0.2,4618.119956960068,4.127808106353509,2.5750987037844677
8efea82e1fba,0.06,0.02,0.0,5281.8953065071855,4.173705347940389,2.561688639415509
78532f429ab1,0.06,0.02,0.02,5272.959452456237,4.171787265302423,2.565009652267066
52b9ae9abef1,0.06,0.02,0.04,5256.997393233152,4.168718598684109,2.564754836960482
23e8cee5b9d6,0.06,0.02,0.06,5227.149757036312,4.164042952674009,2.5674920743407608
f29ee74c331f,0.06,0.02,0.08,5180.071791532817,4.157565344351597,2.5698933625287825
12afc1b3d564,0.06,0.02,0.1,5116.822981504122,4.150252779553842,2.5719555384957604
67e424cc20a7,0.06,0.02,0.12,5040.763558468956,4.143672992689005,2.56760337707458
5c32f40d42a1,0.06,0.02,0.14,4948.330125681595,4.1380577294621155,2.567232615573385
10dbc3409477,0.06,0.02,0.16,4843.402936312332,4.134487282434911,2.570001664397456
2f3aab52c5a8,0.06,0.02,0.18,4730.846899614327,4.130644632918042,2.5722518128408227
1da093ff438b,0.06,0.02,0.2,4619.211677571457,4.124061008400171,2.5717904112116847
7406136b27fb,0.06,0.04,0.0,5322.551031183495,4.1728109513491285,2.5619455020061093
ff9e501f96d8,0.06,0.04,0.02,5311.957783275669,4.1704904195838886,2.5615851274808596
d3424cdb7919,0.06,0.04,0.04,5291.532835628959,4.166827837228193,2.561385202991863
4190c4ffa1bb,0.06,0.04,0.06,5255.318070546148,4.16140790726953,2.562163793967091
e51b3f469088,0.06,0.04,0.08,5201.937820950602,4.154396173204081,2.562456528208989
f2b4fee44bed,0.06,0.04,0.1,5133.679631562892,4.147226139270186,2.5624410314713426
28de8bbf01bb,0.06,0.04,0.12,5050.773377314843,4.141053217508676,2.562452923855627
b6f6de3e73be,0.06,0.04,0.14,4953.565119498557,4.1365755711432834,2.5623174275005045
d79c9ee6caab,0.06,0.04,0.16,4843.467788414133,4.132867960197162,2.5623579472667926
3c5a0d4976d1,0.06,0.04,0.18,4730.9558576385325,4.127894355482207,2.5622254817896244
eedef87c64b2,0.06,0.04,0.2,4621.073127181858,4.119016240638208,2.5621476211639616
99397e894580,0.06,0.06,0.0,5363.428214489857,4.171761737100763,2.5433255088294544
b38e5ad0bc69,0.06,0.06,0.02,5349.410511953721,4.168959918213945,2.5417463556774953
832d91bd9fb7,0.06,0.06,0.04,5323.493033618283,4.1646339811422175,2.541230644256592
282a43e3f296,0.06,0.06,0.06,5280.9787427470155,4.158458237982641,2.5409749875068663
1431e26fc583,0.06,0.06,0.08,5222.041481371937,4.151195042890569,2.541492321283126
497f2dbba242,0.06,0.06,0.1,5148.483757451343,4.1444607665901945,2.5402401843502025
d96153be7e9c,0.06,0.06,0.12,5058.850038171537,4.13869943321982,2.539540996991586
47d511d96bae,0.06,0.06,0.14,4955.612742163032,4.1348929966414625,2.5394814859083477
609707c550f7,0.06,0.06,0.16,4843.637970653454,4.130864424136987,2.5395817236120326
889f7029f3cf,0.06,0.06,0.18,4731.989883669743,4.123909433100664,2.5374615722382154
e6a7e3f92640,0.06,0.06,0.2,4626.357119844628,4.1131065195439,2.5374179365614244
2d65be672eb6,0.06,0.08,0.0,5397.703584262022,4.170521051653799,2.529803773821815
