start_time_s_exact,end_time_s_exact,actual_step_s_exact,interval_required_cap_s_exact,region,within_cap_with_1e-12s_roundoff,at_cap_with_1e-12s_roundoff,step_to_cap_ratio,step_index,time_log_s,step_log_s,raw_native_log_line
0.0,0.00001002,0.00001002,0.00025,before_0.1,True,False,0.04008,1,1.002e-05,1e-05,1   1.002e-05       1e-05 out   12   10   18     1     0      0  4.5e-12  1.8e-14
0.00001002,0.00002002,0.00001000,0.00025,before_0.1,True,False,0.04,2,2.002e-05,1e-05,2   2.002e-05       1e-05 out   14   11   20     1     0      0  4.8e-11  8.3e-16
0.00002002,0.00004002,0.00002000,0.00025,before_0.1,True,False,0.08,3,4.002e-05,2e-05,3   4.002e-05       2e-05 out   16   12   22     2     0      0    4e-12  1.1e-15
0.00004002,0.00007001,0.00002999,0.00025,before_0.1,True,False,0.11996,4,7.001e-05,2.999e-05,4   7.001e-05   2.999e-05 out   18   13   24     2     0      0  4.1e-11  1.1e-15
0.00007001,0.00010,0.00002999,0.00025,before_0.1,True,False,0.11996,5,0.0001,2.999e-05,5      0.0001   2.999e-05 out   20   14   26     2     0      0  2.9e-11  9.8e-16
0.00010,0.00015000000000000001,0.00005000000000000001,0.00025,before_0.1,True,False,0.20000000000000004,6,0.00015,5e-05,6     0.00015       5e-05 out   22   15   28     2     0      0  1.1e-10  6.7e-16
0.00015000000000000001,0.00020,0.00004999999999999999,0.00025,before_0.1,True,False,0.19999999999999996,7,0.0002,5e-05,7      0.0002       5e-05 out   24   16   30     2     0      0  5.6e-11  7.3e-16
0.00020,0.0002999999999999999,0.0000999999999999999,0.00025,before_0.1,True,False,0.3999999999999996,8,0.0003,0.0001,8      0.0003      0.0001 out   26   17   32     2     0      0  1.3e-10  5.6e-16
0.0002999999999999999,0.00050,0.0002000000000000001,0.00025,before_0.1,True,False,0.8000000000000004,9,0.0005,0.0002,9      0.0005      0.0002 out   28   18   34     2     0      0    8e-12  1.5e-15
0.00050,0.00075,0.00025,0.00025,before_0.1,True,True,1.0,10,0.00075,0.00025,10     0.00075     0.00025 out   30   19   36     2     0      0  2.4e-11    3e-15
0.00075,0.001,0.00025,0.00025,before_0.1,True,True,1.0,11,0.001,0.00025,11       0.001     0.00025 out   32   20   38     2     0      0  4.5e-11  4.4e-15
0.001,0.00125,0.00025,0.00025,before_0.1,True,True,1.0,12,0.00125,0.00025,12     0.00125     0.00025 out   34   21   40     2     0      0  6.1e-11  4.9e-15
0.00125,0.0015,0.00025,0.00025,before_0.1,True,True,1.0,13,0.0015,0.00025,13      0.0015     0.00025 out   36   22   42     2     0      0  3.4e-11  4.2e-15
0.0015,0.00175,0.00025,0.00025,before_0.1,True,True,1.0,14,0.00175,0.00025,14     0.00175     0.00025 out   38   23   44     2     0      0  8.9e-11  3.2e-15
0.00175,0.002,0.00025,0.00025,before_0.1,True,True,1.0,15,0.002,0.00025,15       0.002     0.00025 out   40   24   46     2     0      0  6.7e-11    3e-15
0.002,0.0022500000000000003,0.0002500000000000003,0.00025,before_0.1,True,True,1.000000000000001,16,0.00225,0.00025,16     0.00225     0.00025 out   42   25   48     2     0      0  3.6e-11  1.7e-15
0.0022500000000000003,0.0025000000000000005,0.0002500000000000002,0.00025,before_0.1,True,True,1.0000000000000009,17,0.0025,0.00025,17      0.0025     0.00025 out   44   26   50     2     0      0    5e-11  2.1e-15
0.0025000000000000005,0.0027500000000000007,0.0002500000000000002,0.00025,before_0.1,True,True,1.0000000000000009,18,0.00275,0.00025,18     0.00275     0.00025 out   46   27   52     2     0      0  6.3e-11  2.1e-15
0.0027500000000000007,0.003000000000000001,0.0002500000000000003,0.00025,before_0.1,True,True,1.000000000000001,19,0.003,0.00025,19       0.003     0.00025 out   48   28   54     2     0      0  4.6e-11  1.3e-15
0.003000000000000001,0.003250000000000001,0.000250000000000000,0.00025,before_0.1,True,True,1.0,20,0.00325,0.00025,20     0.00325     0.00025 out   50   29   56     2     0      0  1.3e-10  1.4e-15
0.003250000000000001,0.0035000000000000014,0.0002500000000000004,0.00025,before_0.1,True,True,1.0000000000000016,21,0.0035,0.00025,21      0.0035     0.00025 out   52   30   58     2     0      0  8.6e-12  1.8e-15
