cond_id,condition,reason,timestamp
218fd4659f95,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.0, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.0, ""seed"": 2196970}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
8002dee5b3d5,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.0, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.001, ""seed"": 6765700}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
6241435c08cb,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.0, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.005, ""seed"": 14926752}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
c7b375aaa07c,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.02, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.0, ""seed"": 255563}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
c31833510828,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.02, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.001, ""seed"": 3238150}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
39e65a9adcdb,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.02, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.005, ""seed"": 11685647}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
3aee89d46f80,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.04, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.0, ""seed"": 10913690}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
3adea6ee217e,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.04, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.001, ""seed"": 5040665}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
dee88fc0efd1,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.04, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.005, ""seed"": 4819959}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
2098576f8ee1,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.06, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.0, ""seed"": 11320302}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
a7211bf68baa,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.06, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.001, ""seed"": 10245890}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
c201279c706a,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.06, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.005, ""seed"": 15580391}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
6c32f2e9033e,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.08, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.0, ""seed"": 16188917}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
023ac79e6624,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.08, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.001, ""seed"": 1182671}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
3a67b2416d6b,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.08, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.005, ""seed"": 7483250}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
41b0bb35a2fa,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.1, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.0, ""seed"": 9355198}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
ad5f6c97d2c0,"{""lli"": 0.0, ""lam_pe"": 0.08, ""lam_ne"": 0.1, ""lam_pe_type"": ""de"", ""lam_ne_type"": ""de"", ""noise"": 0.001, ""seed"": 6337859}",infeasible: PE 초기농도 63522 > c_max 63104 (줄어든 PE가 완방 재고를 수용 불가 — PE-limited 영역),2026-08-12T14:00:41
